"","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"REACTOME_MITOTIC_G1_PHASE_AND_G1_S_TRANSITION","REACTOME_MITOTIC_G1_PHASE_AND_G1_S_TRANSITION","REACTOME_MITOTIC_G1_PHASE_AND_G1_S_TRANSITION",139,0.494263151119395,1.83564265621619,2.5772198774732e-05,0.000728484814279246,0.000632952227345106,2974,"tags=42%, list=23%, signal=32%","7153/983/4605/990/6241/891/1869/890/1870/81620/8318/9134/55388/898/8317/286826/5710/5427/993/4175/51053/6714/4173/5692/1871/1031/7083/5933/23649/4171/4067/5716/4172/55957/1029/5422/5519/5558/5687/10213/5721/1163/5720/5698/6502/5557/6500/10926/5111/5684/84515/4174/5706/5518/5682/1022/5691/5707"
"RUTELLA_RESPONSE_TO_CSF2RB_AND_IL4_DN","RUTELLA_RESPONSE_TO_CSF2RB_AND_IL4_DN","RUTELLA_RESPONSE_TO_CSF2RB_AND_IL4_DN",289,-0.410184513392145,-1.63710055328487,2.93304790478038e-05,0.000824582819068256,0.00071644806004109,1981,"tags=26%, list=15%, signal=23%","4947/712/10901/59307/1230/10135/2012/7942/114548/10288/6038/5359/11213/79365/4013/8877/10954/54453/3606/91543/728/5360/29887/4286/5106/4818/55022/2581/123/1028/64231/1839/6374/25777/2219/1486/65018/9332/6515/9467/4615/2203/3553/6653/7071/54210/11314/4860/1524/1675/11326/2921/7538/2069/9734/6347/11027/2919/6348/4929/10449/23108/9121/2534/10912/7091/1958/2357/51316/4502/735/4496/4494/4501/4495/3084"
"WP_CELL_CYCLE","WP_CELL_CYCLE","WP_CELL_CYCLE",111,0.509626624596785,1.83865922942048,3.04517488673106e-05,0.000851502934725175,0.000739837905418022,1756,"tags=29%, list=14%, signal=25%","995/983/699/7272/9232/9133/991/990/2810/5347/891/1869/890/1870/8318/9134/898/27127/8317/9088/993/4175/9700/4173/1871/7534/1031/5933/8556/1111/4171/5885"
"RICKMAN_TUMOR_DIFFERENTIATED_WELL_VS_POORLY_UP","RICKMAN_TUMOR_DIFFERENTIATED_WELL_VS_POORLY_UP","RICKMAN_TUMOR_DIFFERENTIATED_WELL_VS_POORLY_UP",206,0.436007663850434,1.69543859188689,3.06878907063572e-05,0.000853517216918522,0.000741588037165163,1946,"tags=29%, list=15%, signal=25%","26256/6091/1063/28982/29089/256714/4613/129080/7188/6363/9837/59352/51435/57210/142/7203/7371/6894/3225/4248/53335/3930/4948/8706/27101/619279/8324/8629/9654/6635/4050/10615/9804/9684/59349/5692/54968/64710/55699/79140/84532/216/25909/90987/9139/2487/4194/359948/55705/2119/2673/641638/6232/84986/23126/10385/27005/3192/4172"
"FRASOR_RESPONSE_TO_SERM_OR_FULVESTRANT_DN","FRASOR_RESPONSE_TO_SERM_OR_FULVESTRANT_DN","FRASOR_RESPONSE_TO_SERM_OR_FULVESTRANT_DN",44,0.6533635939991,1.98533117566427,3.12909985728642e-05,0.000865662146688652,0.000752140296043147,2662,"tags=59%, list=21%, signal=47%","1063/983/11065/11004/991/641/2305/1869/10486/890/6790/4175/3832/3925/9654/1031/7083/23649/4171/580/4172/4521/1163/10036/5557/4602"
"GHANDHI_DIRECT_IRRADIATION_UP","GHANDHI_DIRECT_IRRADIATION_UP","GHANDHI_DIRECT_IRRADIATION_UP",83,-0.551448986348488,-1.87930877192197,3.17073135960613e-05,0.000870312363671541,0.000756180689390082,1378,"tags=34%, list=11%, signal=30%","3624/3976/9076/6374/355/85463/3553/1844/5737/2921/1647/2919/2920/3918/3569/79669/11199/3290/388125/4502/56603/5743/4496/85480/4501/2668/4493/4495"
"MUELLER_PLURINET","MUELLER_PLURINET","MUELLER_PLURINET",264,0.403459228228321,1.60862313696179,3.17937606417214e-05,0.000870312363671541,0.000756180689390082,1789,"tags=25%, list=14%, signal=22%","995/9156/983/4605/701/9133/332/9212/641/3161/1062/891/890/9319/81620/10721/8318/6790/8438/55388/9401/898/83481/8317/142/79075/3159/10293/5063/5984/4175/5888/22974/6635/57167/51053/348/10615/3326/3313/4173/3838/10963/3329/5460/3306/2237/7278/10799/4436/7083/3336/7718/302/4830/9094/10471/10808/1789/1111/4171/11243/578/5983/638"
"PID_AURORA_B_PATHWAY","PID_AURORA_B_PATHWAY","PID_AURORA_B_PATHWAY",37,0.681456940074609,2.01408993385916,3.29366854881075e-05,0.000896878016877734,0.00077926255607851,967,"tags=38%, list=8%, signal=35%","1058/64151/699/10112/11004/332/9212/10403/9493/55143/6790/23397/29127/3925"
"CROONQUIST_NRAS_VS_STROMAL_STIMULATION_DN","CROONQUIST_NRAS_VS_STROMAL_STIMULATION_DN","CROONQUIST_NRAS_VS_STROMAL_STIMULATION_DN",89,0.539102567836347,1.88470241347831,3.72510230094452e-05,0.00100907588891731,0.000876746939580856,1025,"tags=36%, list=8%, signal=33%","1033/1058/9787/983/9232/11065/10024/4288/9133/11004/991/990/9212/11156/1062/891/2305/890/8318/26471/6790/9824/9401/2146/27124/10293/899/4854/3925/22974/9760/9201"
"GREENBAUM_E2A_TARGETS_UP","GREENBAUM_E2A_TARGETS_UP","GREENBAUM_E2A_TARGETS_UP",28,0.720989260056898,2.03236478915162,3.86646710343548e-05,0.00104194276709678,0.000905303696484785,1466,"tags=61%, list=11%, signal=54%","7153/24137/699/7272/4288/9133/11004/54443/891/890/6790/29127/1894/3832/4085/1031/10733"
"UZONYI_RESPONSE_TO_LEUKOTRIENE_AND_THROMBIN","UZONYI_RESPONSE_TO_LEUKOTRIENE_AND_THROMBIN","UZONYI_RESPONSE_TO_LEUKOTRIENE_AND_THROMBIN",34,-0.698191515068019,-2.01093944170562,4.03586126349432e-05,0.00108198527997082,0.000940095084328872,1992,"tags=68%, list=15%, signal=57%","5997/1390/2355/10365/2669/9314/9510/10370/1839/7538/467/150094/1843/4929/5166/6401/2920/1960/3164/1958/8013/1827/5743"
"WEST_ADRENOCORTICAL_TUMOR_MARKERS_UP","WEST_ADRENOCORTICAL_TUMOR_MARKERS_UP","WEST_ADRENOCORTICAL_TUMOR_MARKERS_UP",21,0.766236374675071,2.01348846466709,4.07283268136485e-05,0.00108629757824505,0.00094384187320374,820,"tags=48%, list=6%, signal=45%","4751/259266/51514/7153/983/10112/6241/6713/9235/11182"
"REACTOME_S_PHASE","REACTOME_S_PHASE","REACTOME_S_PHASE",149,0.466155652248616,1.74953288018791,4.64858386437601e-05,0.00123353493258263,0.00107177070514319,3147,"tags=41%, list=24%, signal=31%","11065/990/1869/113130/890/81620/8318/9134/9837/898/286826/157570/5710/5427/993/5984/4175/1763/4173/5692/2237/84296/23649/27338/4171/5885/5983/5716/5981/3978/4172/55957/5422/51659/5558/5687/10213/5721/7321/51434/1163/5720/9126/5698/6502/5557/6500/57804/8697/5111/5684/84515/4174/5706/5682/1022/5691/5707/29945/10714/5982"
"MEBARKI_HCC_PROGENITOR_FZD8CRD_DN","MEBARKI_HCC_PROGENITOR_FZD8CRD_DN","MEBARKI_HCC_PROGENITOR_FZD8CRD_DN",356,-0.393388676062,-1.61259747817928,4.73397579528531e-05,0.0012498176706233,0.00108591814529307,2132,"tags=31%, list=17%, signal=27%","79660/283927/130/4316/5164/1154/57509/79957/788/2115/2628/81563/2041/56922/400961/55521/10135/79841/80339/6482/83758/8809/2888/32/5104/10865/1740/3795/728/5799/130013/283/2185/64900/6999/89953/144195/6095/3426/2686/768/1805/79754/3818/121512/2646/5288/2053/8325/9066/25837/7481/6539/26053/170961/8622/5737/10249/150082/284904/54760/3990/2644/1579/119467/1294/54988/341019/375775/2919/729/10563/10060/28968/2819/6279/22849/120892/10686/375719/326624/55273/10912/3131/57134/30/151295/1558/9154/5625/11093/79674/57733/1634/50940/84129/2027/353189/6296/51179/55553/202151/253559/148/1555/50859/340267/2642/361/8645/4311/3773"
"FEVR_CTNNB1_TARGETS_DN","FEVR_CTNNB1_TARGETS_DN","FEVR_CTNNB1_TARGETS_DN",491,0.349714931638988,1.48674181950807,5.12578693371482e-05,0.00134642514354802,0.00116985663511099,1424,"tags=18%, list=11%, signal=17%","995/1033/83540/220134/9156/5967/7153/983/699/7272/9833/4288/701/9133/10112/991/332/990/79801/9212/2491/6241/1062/2305/3833/81930/1869/9493/6941/890/174/81624/9319/81620/9134/64105/91687/8438/9837/375444/55723/3070/64094/1401/8208/2245/2146/8317/7203/79075/387103/5651/10293/27085/29127/1894/5009/1066/5427/5984/3930/4175/64946/6383/5888/3925/9760/10615/55796/7277/4147/4173/26986/3838/9735/79172/7534/26298/26586/51018/8029/3783/64216/10635/2237/1036/2050/51377/4436"
"WP_OXIDATION_BY_CYTOCHROME_P450","WP_OXIDATION_BY_CYTOCHROME_P450","WP_OXIDATION_BY_CYTOCHROME_P450",53,-0.617352946096636,-1.91498857274437,5.20372560279416e-05,0.00136002898794635,0.00118167648837849,1243,"tags=38%, list=10%, signal=34%","66002/1595/113612/285440/1579/1557/284541/64816/1558/56603/1543/1582/51302/1553/1576/1555/1548/1592/1549/1544"
"WP_DNA_IRDAMAGE_AND_CELLULAR_RESPONSE_VIA_ATR","WP_DNA_IRDAMAGE_AND_CELLULAR_RESPONSE_VIA_ATR","WP_DNA_IRDAMAGE_AND_CELLULAR_RESPONSE_VIA_ATR",76,0.563244713025591,1.89753622630628,5.62098482871993e-05,0.00146173710470862,0.00127004672998393,3396,"tags=41%, list=26%, signal=30%","995/9156/983/5347/2305/1869/8318/63967/142/55215/5888/2177/2237/4436/1111/4171/580/1196/83990/5591/9521/675/5111/8517/7157/5883/5423/5810/8243/4683/9656"
"AMIT_EGF_RESPONSE_60_MCF10A","AMIT_EGF_RESPONSE_60_MCF10A","AMIT_EGF_RESPONSE_60_MCF10A",35,-0.689744418165658,-1.995037965757,5.92854153839734e-05,0.00153404699209973,0.00133287398922963,2479,"tags=60%, list=19%, signal=49%","27071/10611/9020/8553/10395/9592/10769/3280/3624/10221/3726/3694/1647/390/8609/2920/3725/3569/1958/3397/5743"
"CAVARD_LIVER_CANCER_MALIGNANT_VS_BENIGN","CAVARD_LIVER_CANCER_MALIGNANT_VS_BENIGN","CAVARD_LIVER_CANCER_MALIGNANT_VS_BENIGN",29,0.720943720945731,2.06202674637483,6.06002129025696e-05,0.00156030548171418,0.00135568897337536,1256,"tags=34%, list=10%, signal=31%","6690/5967/5068/6696/8836/1066/378938/2495/10468/1116"
"BHATI_G2M_ARREST_BY_2METHOXYESTRADIOL_UP","BHATI_G2M_ARREST_BY_2METHOXYESTRADIOL_UP","BHATI_G2M_ARREST_BY_2METHOXYESTRADIOL_UP",93,0.527935563610898,1.85238465812922,6.1411855636711e-05,0.00157341409441642,0.00136707853901167,1139,"tags=29%, list=9%, signal=27%","4751/83540/259266/9787/2191/55872/4605/699/57405/991/990/22996/891/22943/2813/80150/6790/8740/10267/56648/80119/4085/3320/286676/51053/3309/51540"
"REACTOME_DEPOSITION_OF_NEW_CENPA_CONTAINING_NUCLEOSOMES_AT_THE_CENTROMERE","REACTOME_DEPOSITION_OF_NEW_CENPA_CONTAINING_NUCLEOSOMES_AT_THE_CENTROMERE","REACTOME_DEPOSITION_OF_NEW_CENPA_CONTAINING_NUCLEOSOMES_AT_THE_CENTROMERE",21,0.759585704205453,1.99601207133018,6.18362596181883e-05,0.00157652150134411,0.0013697784444834,2379,"tags=62%, list=19%, signal=51%","1058/55355/2491/79019/64105/91687/387103/64946/79172/11339/5931/4869/55166"
"NAKAMURA_ADIPOGENESIS_EARLY_UP","NAKAMURA_ADIPOGENESIS_EARLY_UP","NAKAMURA_ADIPOGENESIS_EARLY_UP",54,-0.615349538033731,-1.91368813055075,6.26064874900507e-05,0.00158837239724758,0.00138007522872805,2431,"tags=48%, list=19%, signal=39%","92/5295/3554/4490/6750/6603/2619/54532/4609/23467/10810/123/7538/2308/4783/4616/2534/7049/4778/3977/4500/4496/4494/4499/4493/4495"
"SU_TESTIS","SU_TESTIS","SU_TESTIS",53,0.603173635750134,1.91486605329698,6.49143898867849e-05,0.00163101324541627,0.00141712420942775,1074,"tags=34%, list=8%, signal=31%","4751/1033/983/699/7272/701/9133/11004/3161/891/23532/6790/116832/2146/23397/5984/30837/10058"
"PHONG_TNF_TARGETS_UP","PHONG_TNF_TARGETS_UP","PHONG_TNF_TARGETS_UP",59,-0.597367941708096,-1.89356666904824,6.4620497422744e-05,0.00163101324541627,0.00141712420942775,1811,"tags=53%, list=14%, signal=45%","8553/5966/81788/9592/10769/3624/3976/3726/1316/678/24147/3949/7071/6385/5806/2921/7538/2069/1847/467/4824/1843/2919/1959/2920/3725/3918/3569/1958/1969/2353"
"HOSHIDA_LIVER_CANCER_SUBCLASS_S3","HOSHIDA_LIVER_CANCER_SUBCLASS_S3","HOSHIDA_LIVER_CANCER_SUBCLASS_S3",246,-0.402666758308331,-1.58197450055143,6.55291682293209e-05,0.00163854424981105,0.00142366760733034,2053,"tags=33%, list=16%, signal=28%","3242/1910/5446/309/5860/80781/11057/10993/1356/23169/5105/3028/1559/83758/51/6038/3434/1519/8564/1962/2329/211/217/715/5106/90338/3764/6999/3712/5336/1491/563/23498/4329/3818/34/6567/847/6919/2646/6461/6653/5342/445/132/6539/4638/10249/2644/1359/975/5236/219/4837/364/388/2690/2308/5166/4522/10449/64129/178/760/2920/127/7049/26999/6715/9414/635/429/3931/4502/23584/7111/1776/2954/3084/4311"
"ACEVEDO_LIVER_CANCER_WITH_H3K27ME3_UP","ACEVEDO_LIVER_CANCER_WITH_H3K27ME3_UP","ACEVEDO_LIVER_CANCER_WITH_H3K27ME3_UP",171,-0.455983745476088,-1.70929339628745,6.60663289830686e-05,0.00164407166048296,0.00142847016028362,1848,"tags=32%, list=14%, signal=28%","4093/80034/10000/9586/10395/6403/1010/158880/79689/167691/28986/22998/4942/160364/54845/1360/79887/152485/23708/10321/5587/8325/23052/55693/5616/6694/2766/283659/129642/341019/6304/2919/80031/5087/4300/5577/56907/57161/10512/4908/3569/79669/79658/80144/282890/374/80760/658/735/9173/29119/135398/10317/2918/8685"
"BLANCO_MELO_COVID19_SARS_COV_2_INFECTION_A594_ACE2_EXPRESSING_CELLS_RUXOLITINIB_DN","BLANCO_MELO_COVID19_SARS_COV_2_INFECTION_A594_ACE2_EXPRESSING_CELLS_RUXOLITINIB_DN","BLANCO_MELO_COVID19_SARS_COV_2_INFECTION_A594_ACE2_EXPRESSING_CELLS_RUXOLITINIB_DN",66,0.567390392546338,1.8654532081099,7.17351288663812e-05,0.00177664002492404,0.00154365367530514,1506,"tags=27%, list=12%, signal=24%","57016/79853/6696/5266/2877/2052/6241/1301/5157/8038/2539/7295/1066/57834/1509/216/7083/5274"
"SPIELMAN_LYMPHOBLAST_EUROPEAN_VS_ASIAN_UP","SPIELMAN_LYMPHOBLAST_EUROPEAN_VS_ASIAN_UP","SPIELMAN_LYMPHOBLAST_EUROPEAN_VS_ASIAN_UP",429,0.346745358090267,1.46299961013963,8.23582500700329e-05,0.0020300723157073,0.00176385117261487,3524,"tags=35%, list=27%, signal=26%","6091/1063/7153/64151/9232/11065/10024/10112/991/2491/2810/10403/7516/6790/9401/3112/3315/2146/142/1820/6894/899/4248/1380/11182/7280/5710/27101/4050/375/1345/10312/10615/9466/7784/6300/51540/3313/4209/1476/29937/587/2029/27300/23649/5778/2119/100/27301/10263/5205/4694/11243/5885/5585/6666/7803/10460/3192/9141/7419/6917/5422/26063/11285/5558/6786/3703/4869/6932/6201/4521/3775/3303/2224/5721/972/9349/54535/5479/51742/6167/9399/8833/1200/2647/1775/1340/933/1164/10084/4201/2017/6143/7775/26229/5757/5605/97/8458/55823/58478/6727/1798/203068/567/5871/6949/6170/6788/27089/3064/26278/5691/9643/7157/3181/10636/6773/6728/3065/6877/8672/2870/4696/6597/4841/3295/86/65108/4695/25804/4864/10313/6150/4833/6632/26502/2200/2963/6168/2966/8242/10099/9342/54503/59/3099/4666"
"HOSHIDA_LIVER_CANCER_SUBCLASS_S2","HOSHIDA_LIVER_CANCER_SUBCLASS_S2","HOSHIDA_LIVER_CANCER_SUBCLASS_S2",109,0.498509145477239,1.79101546555962,9.07174493214493e-05,0.0022255728958531,0.00193371405132563,3326,"tags=38%, list=26%, signal=28%","2719/1280/174/1362/6905/1820/6894/4179/491/3930/3698/6635/6641/5279/23456/7159/6232/1119/4907/4059/3192/3422/1196/5867/2264/3482/7175/22794/3183/6193/6594/5518/3093/3181/6599/6160/6721/23512/7913/2065/10950"
"ZHOU_INFLAMMATORY_RESPONSE_LIVE_UP","ZHOU_INFLAMMATORY_RESPONSE_LIVE_UP","ZHOU_INFLAMMATORY_RESPONSE_LIVE_UP",331,-0.376460341511652,-1.53169022553622,9.33041602507391e-05,0.00227828609138072,0.00197951450435593,1863,"tags=27%, list=14%, signal=24%","58476/55521/23516/10135/23764/5966/84807/9586/23362/3394/6482/1559/415116/65059/85450/83416/6624/3606/7837/79877/10418/66035/5329/3976/63951/50937/132014/5239/1263/166929/23135/1316/8987/1906/5606/85463/3553/130367/6506/1844/3949/6351/55063/6385/5806/6694/2070/2921/9590/2069/5054/23645/1847/390/389434/4824/7474/1843/2919/377677/8061/133/5138/2920/55713/64799/8618/1489/79798/3569/5101/9154/3977/8013/1827/54212/653808/3082/6368/3696/9153/5743/85480/2823/6523/1080/84879/3880/93986/143425"
"HU_ANGIOGENESIS_UP","HU_ANGIOGENESIS_UP","HU_ANGIOGENESIS_UP",19,-0.772138088656455,-1.9306229977756,0.000100131843608661,0.00243357812433948,0.00211444173444163,1057,"tags=42%, list=8%, signal=39%","7057/23072/390/1294/10512/5625/3931/2353"
"KEGG_RETINOL_METABOLISM","KEGG_RETINOL_METABOLISM","KEGG_RETINOL_METABOLISM",53,-0.605562234093481,-1.87841455314452,0.000102398132984729,0.0024770822774585,0.0021522408073608,844,"tags=38%, list=7%, signal=35%","7364/1579/1557/284541/127/8608/64816/1558/9227/5959/54659/56603/1543/1553/1576/1555/1548/1592/1549/1544"
"PUIFFE_INVASION_INHIBITED_BY_ASCITES_UP","PUIFFE_INVASION_INHIBITED_BY_ASCITES_UP","PUIFFE_INVASION_INHIBITED_BY_ASCITES_UP",69,0.555537602347849,1.84442774384972,0.000111996974953768,0.00269674197562291,0.00234309460758541,1272,"tags=22%, list=10%, signal=20%","57016/1058/55355/10112/8644/55143/493/10518/7086/4277/1244/2539/22974/3838/10963"
"REACTOME_XENOBIOTICS","REACTOME_XENOBIOTICS","REACTOME_XENOBIOTICS",21,-0.761450737726486,-1.98000759865443,0.000115070989723623,0.00275799178595652,0.00239631219443858,748,"tags=48%, list=6%, signal=45%","1557/64816/1558/1543/1553/1576/1555/1548/1549/1544"
"BENPORATH_PRC2_TARGETS","BENPORATH_PRC2_TARGETS","BENPORATH_PRC2_TARGETS",348,-0.381219245446376,-1.5600463079013,0.000120191932236422,0.00286751486037446,0.00249147254993221,1198,"tags=26%, list=9%, signal=25%","7056/5076/4058/10586/2627/51673/57732/6928/4883/2203/130367/2894/6506/7782/9899/79836/430/26507/9023/7481/163933/9355/7224/1630/5596/5737/284716/57569/8320/1149/9244/5069/2302/467/57348/79966/4824/2690/3778/7545/80031/9630/124842/4300/84913/23768/1960/340419/7472/64097/4489/3725/114088/6716/326343/5156/6344/429/8013/4886/9464/220164/79191/64084/57453/399694/26280/2047/56603/1602/4036/8110/3040/4496/153/3752/4684/4499/6422/85480/22865/148/2668/50859/9547/27330/3084/84570/8715/64399/6425/1592"
"WP_DNA_IRDOUBLE_STRAND_BREAKS_AND_CELLULAR_RESPONSE_VIA_ATM","WP_DNA_IRDOUBLE_STRAND_BREAKS_AND_CELLULAR_RESPONSE_VIA_ATM","WP_DNA_IRDOUBLE_STRAND_BREAKS_AND_CELLULAR_RESPONSE_VIA_ATM",52,0.602381625409703,1.90434449535943,0.000124049834917664,0.00294604196989392,0.00255970171257645,3396,"tags=52%, list=26%, signal=38%","995/9156/7161/641/1869/142/5888/2177/1111/578/1029/3297/637/9025/5591/9126/675/64421/5111/836/6788/7157/5883/86/8243/4683/9656"
"TAKEDA_TARGETS_OF_NUP98_HOXA9_FUSION_10D_UP","TAKEDA_TARGETS_OF_NUP98_HOXA9_FUSION_10D_UP","TAKEDA_TARGETS_OF_NUP98_HOXA9_FUSION_10D_UP",147,-0.454536780626195,-1.67197429804522,0.000125807308217632,0.00297419913654502,0.0025841663836282,2025,"tags=34%, list=16%, signal=29%","3815/2669/91624/7130/2628/1152/3213/10395/3434/8519/91543/3983/10170/857/3426/6546/114880/1028/3695/6526/1756/7057/11274/374618/912/26053/1675/5972/2766/4061/51191/11027/4929/122402/256236/7177/793/6540/5577/114088/55076/353514/5874/10090/79191/5743/3043/153/9848/85480"
"TURASHVILI_BREAST_DUCTAL_CARCINOMA_VS_LOBULAR_NORMAL_UP","TURASHVILI_BREAST_DUCTAL_CARCINOMA_VS_LOBULAR_NORMAL_UP","TURASHVILI_BREAST_DUCTAL_CARCINOMA_VS_LOBULAR_NORMAL_UP",67,0.563304426292394,1.8584880939693,0.000136240451406064,0.00320627415277347,0.00278580737264221,1924,"tags=39%, list=15%, signal=33%","259266/51514/7153/6424/9833/54443/3161/1301/9134/115908/131578/6905/25896/29127/286827/55215/55771/8706/51018/23029/1462/2335/1277/219699/1290/163486"
"COLINA_TARGETS_OF_4EBP1_AND_4EBP2","COLINA_TARGETS_OF_4EBP1_AND_4EBP2","COLINA_TARGETS_OF_4EBP1_AND_4EBP2",324,0.367935937584536,1.50280984566924,0.000140202701670669,0.00328465879004122,0.00285391274666754,1426,"tags=22%, list=11%, signal=20%","3934/4751/57159/83540/1280/7153/9787/55872/6424/7272/29089/9833/10112/11004/991/332/54443/9212/3161/10403/5347/891/2305/2634/8614/890/5396/81624/81620/64105/23643/55723/7412/3070/2252/722/26031/51435/2882/8804/2878/8733/29127/1894/8544/5911/4053/127018/9700/2717/64946/3698/5888/5445/22974/3964/3929/6635/5993/51053/10312/10410/7035/10468/1009/3959/3608/1036/130497/7706/3074/481"
"REACTOME_DNA_REPLICATION_PRE_INITIATION","REACTOME_DNA_REPLICATION_PRE_INITIATION","REACTOME_DNA_REPLICATION_PRE_INITIATION",77,0.551039808204218,1.85563741821879,0.000145823661746954,0.00340102629930899,0.00295501996638977,2974,"tags=44%, list=23%, signal=34%","990/1869/1870/81620/8318/55388/8317/5710/5427/4175/51053/4173/5692/1871/23649/4171/5716/4172/5422/5558/5687/10213/5721/5720/5698/5557/10926/5684/84515/4174/5706/5682/5691/5707"
"GROSS_HYPOXIA_VIA_ELK3_DN","GROSS_HYPOXIA_VIA_ELK3_DN","GROSS_HYPOXIA_VIA_ELK3_DN",134,-0.469061538576953,-1.70844206800892,0.000150627454835395,0.00349738121695933,0.00303873902071593,1834,"tags=32%, list=14%, signal=28%","23516/6513/9314/8553/415116/5552/10769/4609/27309/10170/56956/3371/26511/1491/1839/1316/7056/10253/1906/23708/26137/1844/57216/2921/9590/7538/1647/23645/64651/6347/27063/4783/133/2920/6279/5209/3569/1958/1827/2353/5743/6372/83854"
"CROONQUIST_STROMAL_STIMULATION_UP","CROONQUIST_STROMAL_STIMULATION_UP","CROONQUIST_STROMAL_STIMULATION_UP",50,-0.612789226816555,-1.89813541108804,0.000153092692806332,0.00353882264571437,0.00307474587236297,1677,"tags=42%, list=13%, signal=37%","9592/6624/7058/6192/3486/6351/2921/5054/23645/4837/1843/2919/10439/6348/4929/4060/2920/3569/3397/2353/2354"
"PID_E2F_PATHWAY","PID_E2F_PATHWAY","PID_E2F_PATHWAY",70,0.544793736253558,1.80984516717009,0.000154093464543961,0.0035461951729785,0.0030811515756275,2008,"tags=33%, list=16%, signal=28%","983/4605/7161/990/6241/1869/890/1870/9134/898/1050/144455/1066/993/6822/1871/1031/7083/5933/4172/2648/1029/5422"
"REACTOME_G0_AND_EARLY_G1","REACTOME_G0_AND_EARLY_G1","REACTOME_G0_AND_EARLY_G1",26,0.722228156029579,2.00177657506339,0.000158829260810191,0.00363907923116212,0.00316185493465406,885,"tags=38%, list=7%, signal=36%","7153/983/4605/990/1869/890/9134/898/286826/993"
"SARTIPY_BLUNTED_BY_INSULIN_RESISTANCE_UP","SARTIPY_BLUNTED_BY_INSULIN_RESISTANCE_UP","SARTIPY_BLUNTED_BY_INSULIN_RESISTANCE_UP",17,-0.784608638936344,-1.90861413764753,0.000163349327935394,0.00372622743242099,0.00323757462985525,1670,"tags=65%, list=13%, signal=56%","4665/122786/3726/23179/5311/920/5054/4783/2920/9021/4501"
"SASAKI_ADULT_T_CELL_LEUKEMIA","SASAKI_ADULT_T_CELL_LEUKEMIA","SASAKI_ADULT_T_CELL_LEUKEMIA",151,0.455271315049438,1.71026322108756,0.000164979816721032,0.0037469870164458,0.00325561182800915,2805,"tags=38%, list=22%, signal=30%","1033/1063/7153/9787/9928/9232/11065/4288/701/9133/11004/5347/9242/891/2305/4613/890/11130/1050/51097/142/25849/3832/22974/27306/3783/5744/481/7083/8323/302/4830/9915/580/915/7037/5983/3559/4172/3148/4487/8655/23420/5479/6772/10538/7411/8910/5501/1176/10396/4602/5111/4267/10095/97/203068"
"KEGG_TRYPTOPHAN_METABOLISM","KEGG_TRYPTOPHAN_METABOLISM","KEGG_TRYPTOPHAN_METABOLISM",34,-0.674108392147992,-1.94157494684405,0.00017178606814961,0.00385111784675053,0.00334608707153483,1656,"tags=44%, list=13%, signal=39%","8564/1962/130013/217/6999/23498/847/2639/219/55753/11185/1543/51166/169355/1544"
"VERNELL_RETINOBLASTOMA_PATHWAY_UP","VERNELL_RETINOBLASTOMA_PATHWAY_UP","VERNELL_RETINOBLASTOMA_PATHWAY_UP",67,0.55921516898905,1.84499656850506,0.000170606576079943,0.00385111784675053,0.00334608707153483,2921,"tags=54%, list=23%, signal=42%","9833/641/6241/56704/113130/6941/1870/29028/64105/55723/9401/63967/898/2146/157570/993/5984/4173/10468/10635/2237/580/5983/55038/3148/3775/63901/29980/10036/7884/6502/5111/7112/84515/8726/1633"
"CHYLA_CBFA2T3_TARGETS_UP","CHYLA_CBFA2T3_TARGETS_UP","CHYLA_CBFA2T3_TARGETS_UP",310,-0.376477218922086,-1.52037461963846,0.000171120688926109,0.00385111784675053,0.00334608707153483,1554,"tags=22%, list=12%, signal=20%","23268/10865/143458/211/7010/3002/715/30845/11033/4818/144501/28231/160364/28970/5336/8530/166929/25777/115677/3818/10279/6919/2203/1844/54210/445/1524/978/6915/374907/2644/3067/2766/11228/3101/64651/91768/388/4973/288/4616/5138/55258/1828/152926/8835/1489/57134/57161/3948/2892/5625/3397/5874/3290/9052/80760/9153/7111/5896/306/1511/80168/2213/3855/85480/146894/3084/2944"
"LY_AGING_OLD_DN","LY_AGING_OLD_DN","LY_AGING_OLD_DN",49,0.603194748987494,1.86928512863556,0.000172548290258425,0.00385160368083292,0.00334650919394362,918,"tags=33%, list=7%, signal=30%","1063/1058/4605/9928/11065/11004/991/5347/891/2305/9493/890/142/899/9088/3832"
"REACTOME_SWITCHING_OF_ORIGINS_TO_A_POST_REPLICATIVE_STATE","REACTOME_SWITCHING_OF_ORIGINS_TO_A_POST_REPLICATIVE_STATE","REACTOME_SWITCHING_OF_ORIGINS_TO_A_POST_REPLICATIVE_STATE",79,0.529434304686764,1.79915028813164,0.000177970764301883,0.00395566643219697,0.00343692528631571,4358,"tags=57%, list=34%, signal=38%","11065/990/890/81620/9134/898/5710/4175/4173/5692/27338/4171/5716/4172/5687/10213/5721/7321/51434/5720/5698/6502/6500/8697/5684/84515/4174/5706/5682/5691/5707/29945/5704/5701/5696/10197/5708/8881/996/5717/5709/7311/6233/5693/5685"
