"","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"GLASS_IGF2BP1_CLIP_TARGETS_KNOCKDOWN_DN","GLASS_IGF2BP1_CLIP_TARGETS_KNOCKDOWN_DN","GLASS_IGF2BP1_CLIP_TARGETS_KNOCKDOWN_DN",104,0.566804741627959,2.01197505606733,4.76938714507159e-07,2.15700717752325e-05,1.87413995549587e-05,1305,"tags=25%, list=10%, signal=23%","10642/128239/9156/55355/983/4288/5347/2305/1869/7296/6790/10052/11130/23397/5420/55215/55771/3930/3832/22974/283373/10615/55157/79172/7534/3329"
"KAUFFMANN_MELANOMA_RELAPSE_UP","KAUFFMANN_MELANOMA_RELAPSE_UP","KAUFFMANN_MELANOMA_RELAPSE_UP",55,0.678575606868844,2.17956112070864,5.57048509523153e-07,2.49759422243958e-05,2.17006284154528e-05,2688,"tags=60%, list=21%, signal=48%","55247/9156/1063/7153/9232/990/641/6241/7516/146956/10721/8318/8438/5984/4175/4085/5888/51053/2177/4173/10635/4436/1111/4172/83990/51659/56852/4968/7013/10036/5478/10051/5111"
"TANG_SENESCENCE_TP53_TARGETS_DN","TANG_SENESCENCE_TP53_TARGETS_DN","TANG_SENESCENCE_TP53_TARGETS_DN",50,0.687317915512074,2.13647878855979,6.1143733981184e-07,2.71802188406956e-05,2.36158389546759e-05,1737,"tags=58%, list=14%, signal=50%","4751/1058/7153/24137/55872/983/699/7272/9232/11065/9133/10112/991/332/9212/1062/9493/890/2146/29127/993/3832/22974/10615/7083/10733/4001/9585/580"
"GAL_LEUKEMIC_STEM_CELL_DN","GAL_LEUKEMIC_STEM_CELL_DN","GAL_LEUKEMIC_STEM_CELL_DN",192,0.484453132897381,1.8750002111687,6.42910101216645e-07,2.83370799697269e-05,2.46209907629176e-05,539,"tags=20%, list=4%, signal=20%","6286/1690/995/1033/771/1058/7153/79733/983/64151/699/9833/701/9133/10112/991/332/990/79801/146909/5026/4069/26291/6241/3161/5347/891/51512/3833/79019/1869/2262/890/55143/1870/7421/8318/55723/11130"
"REACTOME_G2_M_CHECKPOINTS","REACTOME_G2_M_CHECKPOINTS","REACTOME_G2_M_CHECKPOINTS",117,0.551226339078347,2.00481931418742,6.63443320242134e-07,2.89963757023474e-05,2.51938272781909e-05,3731,"tags=50%, list=29%, signal=36%","995/9156/983/9133/990/641/2810/891/51512/8318/55388/63967/8317/9088/5710/993/5984/4175/1763/4173/5692/7534/1111/4171/580/5983/5716/4172/83990/5687/10213/5721/9025/5720/5698/10926/5684/84515/4174/5706/5682/5691/7157/5707/5883/5982/7336/5810/5704/4683/9656/5701/5696/7532/84126/10197/5708/11073"
"FINETTI_BREAST_CANCER_KINOME_RED","FINETTI_BREAST_CANCER_KINOME_RED","FINETTI_BREAST_CANCER_KINOME_RED",16,0.873173689378925,2.18325598012038,6.99412513213958e-07,3.0313704010215e-05,2.63384028002414e-05,663,"tags=69%, list=5%, signal=65%","4751/55872/983/699/7272/9833/701/9212/5347/6790/8317"
"BENPORATH_ES_1","BENPORATH_ES_1","BENPORATH_ES_1",314,0.418233275218536,1.70510365735791,7.33562540295525e-07,3.15310642320415e-05,2.73961199259564e-05,2528,"tags=35%, list=20%, signal=29%","5865/1690/7546/2118/6091/24137/9787/983/699/9232/701/11004/57405/991/332/990/9212/54821/6241/3161/891/100133941/2842/113130/890/10644/6297/10643/477/81620/112399/55388/3070/2571/9456/142/79075/23397/3159/7138/4277/5420/1894/6535/25788/5427/993/5984/4175/51582/57181/11169/3964/10053/29920/8324/23246/57167/51053/9201/3308/1763/3620/4173/3838/5919/51018/3329/10635/5460/2237/26047/4436/90806/9143/84296/4072/1789/5521/4257/1111/4171/11339/5983/64849/57504/4172/9603/2239/2030/5519/90990/51659/5558/80179/4869/4521/1788/4801/54892/55749/10196/6480/6423/7013/2258/10434/6611/10036/2289/26354"
"PLASARI_TGFB1_TARGETS_1HR_UP","PLASARI_TGFB1_TARGETS_1HR_UP","PLASARI_TGFB1_TARGETS_1HR_UP",31,-0.759711708585667,-2.13461569711803,8.42224326080512e-07,3.5613079023941e-05,3.09428244061929e-05,2386,"tags=77%, list=19%, signal=63%","2199/9020/3400/4092/8553/81788/7483/3280/3976/1839/3726/7071/3398/5054/6615/64651/4616/1959/1960/3164/10912/3569/3397/5743"
"SHETH_LIVER_CANCER_VS_TXNIP_LOSS_PAM4","SHETH_LIVER_CANCER_VS_TXNIP_LOSS_PAM4","SHETH_LIVER_CANCER_VS_TXNIP_LOSS_PAM4",251,-0.452201737435667,-1.78577410520944,8.38686251116203e-07,3.5613079023941e-05,3.09428244061929e-05,2069,"tags=33%, list=16%, signal=28%","3400/8529/5800/11138/27034/4804/5860/64081/23410/4692/23224/79944/2619/8326/1757/10741/51422/2028/2202/30845/29958/2581/1491/3680/23498/875/25803/4329/9332/9970/6567/64577/2053/6337/90634/912/6539/23491/23474/80765/285440/10249/2639/23270/54494/3556/10157/10998/57348/51181/2690/8777/116236/23710/28992/11185/127/6387/8608/27284/57447/64816/5789/635/151531/6943/5745/57453/1634/58473/1582/2213/10/1776/761/55576/6718/2823/8645/51166/169355/2658"
"BOYAULT_LIVER_CANCER_SUBCLASS_G23_UP","BOYAULT_LIVER_CANCER_SUBCLASS_G23_UP","BOYAULT_LIVER_CANCER_SUBCLASS_G23_UP",46,0.691572742189065,2.13106559130642,9.08029381877112e-07,3.80859743156682e-05,3.30914273038917e-05,1946,"tags=54%, list=15%, signal=46%","1690/4751/1058/24137/9787/4288/701/2810/9829/10643/9134/1894/4175/1836/56901/7035/58528/2237/27338/4171/9619/7037/11339/7504/4172"
"MISSIAGLIA_REGULATED_BY_METHYLATION_DN","MISSIAGLIA_REGULATED_BY_METHYLATION_DN","MISSIAGLIA_REGULATED_BY_METHYLATION_DN",106,0.570812361131578,2.03587011893171,9.49143672598528e-07,3.94919699294795e-05,3.43130424123409e-05,1724,"tags=34%, list=13%, signal=30%","995/4751/1033/1063/9787/983/9928/11065/4288/701/990/1062/2305/3833/79019/9493/890/81620/8318/6790/11130/2146/23397/8544/5984/3930/9700/3925/51053/9735/1031/7083/1786/4001/84986/1111"
"BOYAULT_LIVER_CANCER_SUBCLASS_G12_UP","BOYAULT_LIVER_CANCER_SUBCLASS_G12_UP","BOYAULT_LIVER_CANCER_SUBCLASS_G12_UP",37,0.728798214218203,2.15401012265089,1.07408795882266e-06,4.43359640780687e-05,3.85218012299556e-05,2631,"tags=70%, list=20%, signal=56%","4622/174/9926/79573/64754/1050/5911/1942/10067/375/80232/26750/5279/80146/23029/55758/8455/5546/1119/9891/64222/2030/26003/2264/55249/56947"
"BURTON_ADIPOGENESIS_PEAK_AT_2HR","BURTON_ADIPOGENESIS_PEAK_AT_2HR","BURTON_ADIPOGENESIS_PEAK_AT_2HR",43,-0.712071594267097,-2.1359841582362,1.13156109321417e-06,4.61480428628688e-05,4.00962462705139e-05,1960,"tags=58%, list=15%, signal=49%","7130/9314/11080/4609/3726/3399/5606/7057/30850/7538/22822/5054/23645/388/1843/4929/133/2920/3164/10912/10512/3569/2353/5743/2354"
"GRADE_COLON_AND_RECTAL_CANCER_UP","GRADE_COLON_AND_RECTAL_CANCER_UP","GRADE_COLON_AND_RECTAL_CANCER_UP",250,0.444133436592246,1.76138737104849,1.13573341404484e-06,4.61480428628688e-05,4.00962462705139e-05,3642,"tags=41%, list=28%, signal=30%","2118/55355/55612/983/6696/221150/9833/990/6241/5347/891/9493/83879/7188/7070/725/10721/8318/6790/3070/7086/286053/6905/25896/4179/5710/55353/84320/3308/3313/4173/9735/6888/10916/1282/5202/3336/5464/960/29899/6648/65005/7818/4171/10159/51114/5050/4172/81502/3654/3148/4869/6932/3646/10213/3693/272/5591/7076/5954/9521/6628/7411/6009/55770/6678/5478/29789/1164/5111/150290/8260/5684/4174/5682/1022/5691/3181/6731/5982/6662/4841/51371/51360/8894/5052/84321/11194/10016/2963/9656/23/57402/56052/7804/3916/308/994/22845/3475/22948/3178"
"SONG_TARGETS_OF_IE86_CMV_PROTEIN","SONG_TARGETS_OF_IE86_CMV_PROTEIN","SONG_TARGETS_OF_IE86_CMV_PROTEIN",51,0.673989938411052,2.11307028328349,1.18616683119563e-06,4.78236720081275e-05,4.15521355065102e-05,2200,"tags=53%, list=17%, signal=44%","983/4605/9232/641/2305/1869/81620/10675/11130/898/79022/2146/4175/3832/4085/22974/80308/4436/7083/4171/580/5983/4172/2030/5422/3148/10301"
"LE_EGR2_TARGETS_UP","LE_EGR2_TARGETS_UP","LE_EGR2_TARGETS_UP",97,0.570059728556578,2.00540205716269,1.27470215445516e-06,5.09978915793947e-05,4.43100918953524e-05,1548,"tags=39%, list=12%, signal=35%","128239/7153/983/699/29089/4288/9133/10112/11004/991/332/6241/5347/891/9493/29128/6941/890/55143/6790/2146/8317/286826/23397/286827/1894/63027/3832/5935/4085/5888/10752/4173/3838/65055/10733/5933/960"
"NAGASHIMA_NRG1_SIGNALING_UP","NAGASHIMA_NRG1_SIGNALING_UP","NAGASHIMA_NRG1_SIGNALING_UP",159,-0.506322418780613,-1.88454029905614,1.47450431541847e-06,5.84382804998742e-05,5.0774757523545e-05,2800,"tags=49%, list=22%, signal=39%","667/5997/5187/7763/2114/54850/124044/6446/5271/8795/10602/10979/10365/25976/10611/51330/79647/9020/8864/2669/7465/23764/8553/60370/5966/9592/4665/7042/8877/81565/4609/3280/84617/360/5329/3976/28231/1491/23135/10221/1839/3726/1316/3399/1906/2627/5606/1844/3949/7071/7538/1647/23645/1847/467/23767/150094/1843/8061/4929/4783/4616/133/1960/3164/4982/3725/5209/3918/5822/79669/1958/1969/3397/8013/374/2353/2354"
"MANALO_HYPOXIA_DN","MANALO_HYPOXIA_DN","MANALO_HYPOXIA_DN",253,0.445873835459444,1.7708900407314,1.49438402354994e-06,5.84382804998742e-05,5.0774757523545e-05,1946,"tags=25%, list=15%, signal=21%","9156/55355/55612/55872/983/9833/990/79801/54821/6241/9493/890/9319/9134/9837/55388/55723/11130/898/116832/23171/8317/142/3159/899/9088/6491/55215/5427/4175/4085/5888/22974/23246/9654/51053/1763/51540/4173/51018/4931/10635/2237/1370/51377/10799/55127/4830/23649/23212/79159/27338/4171/580/11339/5983/8847/64222/3192/51022/2194/4172"
"FOURNIER_ACINAR_DEVELOPMENT_LATE_2","FOURNIER_ACINAR_DEVELOPMENT_LATE_2","FOURNIER_ACINAR_DEVELOPMENT_LATE_2",253,0.445783758512906,1.77053227951099,1.49438402354994e-06,5.84382804998742e-05,5.0774757523545e-05,2624,"tags=34%, list=20%, signal=28%","2118/1033/259266/51514/1058/55355/55612/24137/55635/983/7272/9232/9833/11004/332/990/641/6241/10403/5347/2305/83461/10644/9319/10721/8318/6790/9837/11130/6713/6319/8317/7371/899/29127/7873/23022/7295/55215/993/4175/4173/27347/7184/2237/51377/9260/7517/2673/4907/2335/4171/580/3612/5983/1284/3422/4172/3654/5422/10728/7317/51659/64943/8985/31/54892/57157/3693/5591/79053/9521/1163/2004/6628/9448/10434/6611/10036/26064/10055/6502/6675/10051/1164/10926"
"CHEN_LVAD_SUPPORT_OF_FAILING_HEART_UP","CHEN_LVAD_SUPPORT_OF_FAILING_HEART_UP","CHEN_LVAD_SUPPORT_OF_FAILING_HEART_UP",88,-0.59095466205874,-2.0117055927969,1.6010092507421e-06,6.21406650232064e-05,5.39916159735729e-05,1352,"tags=33%, list=11%, signal=30%","28231/9469/123/55664/9332/2273/26137/7538/85458/5054/467/390/27254/5166/27063/4783/4616/8557/57820/3725/10912/4239/374/4502/4496/4494/4499/4501/4493"
"IBRAHIM_NRF2_UP","IBRAHIM_NRF2_UP","IBRAHIM_NRF2_UP",460,0.375601347700998,1.58954851831497,1.61913406796464e-06,6.23786391665487e-05,5.41983824855531e-05,3130,"tags=31%, list=24%, signal=25%","57016/1728/57159/80201/23657/4897/9928/2583/6696/10626/8644/10517/147166/1608/4133/29948/190/7296/9926/8682/360023/444/8878/51097/7358/2512/7371/4925/4199/127833/7873/80267/84561/3570/145389/8544/2539/6509/64746/2717/821/6464/84883/65244/92140/3308/4097/10553/339500/9466/3326/80232/26750/7277/2495/3309/3313/63874/26353/4130/54749/58528/10963/6888/9532/1646/7184/6745/2923/64853/51726/79710/493861/148789/9945/960/2119/7416/2673/63941/9821/4257/7037/5611/64718/10134/55652/11260/908/51808/1054/163590/27286/3796/653519/27067/10007/51014/10565/9025/79745/10495/5954/6016/25842/11059/6386/10440/222658/10959/55161/51164/29967/5824/3799/57089/57761/5861/9789/27030/54476/873/157769/1645/10890/201595/6787/58477/9778/9531/8517/3093/10787/6845/8394/29766/286451/3416/6877/23256/6731/8562/7743/23512"
"NIKOLSKY_BREAST_CANCER_8Q23_Q24_AMPLICON","NIKOLSKY_BREAST_CANCER_8Q23_Q24_AMPLICON","NIKOLSKY_BREAST_CANCER_8Q23_Q24_AMPLICON",116,0.544952652175396,1.97874304635843,1.79777605145703e-06,6.87517150266765e-05,5.97357011525156e-05,2625,"tags=64%, list=20%, signal=51%","654463/389692/157753/11156/29028/114907/9401/286128/6713/5168/57210/286053/83481/79075/8733/27085/84933/11244/65265/157378/286077/340371/340385/2738/23246/8629/26233/9684/6641/23513/84988/84948/6132/79943/22827/81858/55630/90987/137209/23144/51160/28991/83696/9831/116447/4715/84294/28998/9788/5885/10397/51105/5747/79792/84955/90990/7553/83940/3297/2131/84875/80728/66004/1537/54512/79139/203054/1936/84232/113655/7564/2907/26873/203062"
"TIEN_INTESTINE_PROBIOTICS_24HR_DN","TIEN_INTESTINE_PROBIOTICS_24HR_DN","TIEN_INTESTINE_PROBIOTICS_24HR_DN",198,0.476851175121369,1.84393306738151,1.83696831527141e-06,6.973775334107e-05,6.0592431636267e-05,2848,"tags=33%, list=22%, signal=26%","57016/6286/1728/9245/80201/990/7296/55154/55002/8878/2512/54575/4925/7873/6535/6509/64746/10551/821/27074/92140/23753/2495/3309/3313/26986/9601/6541/811/7184/2050/2923/375056/2673/6232/10808/10263/11153/10397/5862/27090/219699/5646/6917/9650/9181/6222/1054/221/6201/23471/51014/9349/5479/10525/79083/10959/5034/8501/8535/57761/11152/5605/1645/64777/6170"
"WP_RETINOBLASTOMA_GENE_IN_CANCER","WP_RETINOBLASTOMA_GENE_IN_CANCER","WP_RETINOBLASTOMA_GENE_IN_CANCER",84,0.60095952182823,2.05494480568251,1.92236147720267e-06,7.24507394415296e-05,6.29496401344856e-05,2079,"tags=40%, list=16%, signal=34%","7153/24137/983/7272/9133/54443/6241/891/1869/890/1870/81620/8318/9134/898/8317/5877/5427/993/5984/4175/5603/3925/4173/1871/10733/1786/1111/580/5983/5931/4172/5422/3148"
"MONTERO_THYROID_CANCER_POOR_SURVIVAL_UP","MONTERO_THYROID_CANCER_POOR_SURVIVAL_UP","MONTERO_THYROID_CANCER_POOR_SURVIVAL_UP",10,0.932789373047208,2.09846475628107,2.44967240429638e-06,9.10053298196105e-05,7.90710047492057e-05,409,"tags=90%, list=3%, signal=87%","259266/1058/11065/9133/332/54443/6241/55165/81624"
"SHEPARD_BMYB_MORPHOLINO_DN","SHEPARD_BMYB_MORPHOLINO_DN","SHEPARD_BMYB_MORPHOLINO_DN",162,0.489791251351338,1.85162389973524,2.4444137879237e-06,9.10053298196105e-05,7.90710047492057e-05,1946,"tags=35%, list=15%, signal=30%","128239/259266/9787/983/9928/4192/7272/9833/4288/991/332/990/54443/9212/337/157313/64220/891/51512/2305/79019/9493/29128/83461/462/125931/9837/3070/79968/1050/3159/63924/55771/6518/3832/25902/22974/51053/348/6281/4173/54749/26586/23462/733/4436/4194/7083/116447/1786/4171/10460/1277/51105/3978/4172"
"SMITH_LIVER_CANCER","SMITH_LIVER_CANCER","SMITH_LIVER_CANCER",45,0.685020365067683,2.0916767831695,2.52229365605191e-06,9.30386475540848e-05,8.08376757404317e-05,2248,"tags=62%, list=17%, signal=52%","1033/1063/55355/7153/6790/79022/6905/5525/8544/6383/84647/10553/51094/2941/216/6926/10987/7159/10471/6391/10654/10499/9141/9650/5867/31/2224/5828"
"WHITFIELD_CELL_CYCLE_S","WHITFIELD_CELL_CYCLE_S","WHITFIELD_CELL_CYCLE_S",118,0.528015740973282,1.92527422398773,2.545321218347e-06,9.32268708212868e-05,8.10012156439115e-05,2647,"tags=42%, list=21%, signal=34%","9156/7153/79733/29089/641/6241/9829/79019/113130/29028/8318/8438/55723/3070/11130/25896/2146/8317/79075/157570/23015/9088/1244/5984/6464/5888/1763/151230/26353/65055/10635/2237/10057/64403/80263/23461/440270/90990/83990/5558/56852/283131/57157/7764/55166/29980/734/5557/8473/53616"
"REACTOME_SYNTHESIS_OF_DNA","REACTOME_SYNTHESIS_OF_DNA","REACTOME_SYNTHESIS_OF_DNA",108,0.548046069596112,1.96390624410956,2.56947458244591e-06,9.34534077153929e-05,8.1198044773208e-05,3147,"tags=47%, list=24%, signal=36%","11065/990/890/81620/8318/9134/9837/898/5710/5427/5984/4175/1763/4173/5692/2237/84296/23649/27338/4171/5983/5716/5981/3978/4172/5422/51659/5558/5687/10213/5721/7321/51434/5720/5698/6502/5557/6500/57804/8697/5111/5684/84515/4174/5706/5682/5691/5707/29945/10714/5982"
"REACTOME_APC_C_MEDIATED_DEGRADATION_OF_CELL_CYCLE_PROTEINS","REACTOME_APC_C_MEDIATED_DEGRADATION_OF_CELL_CYCLE_PROTEINS","REACTOME_APC_C_MEDIATED_DEGRADATION_OF_CELL_CYCLE_PROTEINS",82,0.580648683815909,1.98527429679982,2.59939433549454e-06,9.38850690201882e-05,8.15730985546642e-05,2974,"tags=40%, list=23%, signal=31%","4751/983/9232/11065/701/991/9212/5347/891/890/6790/5710/4085/5692/8556/27338/5716/5687/10213/5721/7321/51434/5720/5698/6502/6500/8697/9184/5684/5706/5682/5691/5707"
"AMIT_SERUM_RESPONSE_40_MCF10A","AMIT_SERUM_RESPONSE_40_MCF10A","AMIT_SERUM_RESPONSE_40_MCF10A",29,-0.767657492504935,-2.13467879375271,2.69134002577633e-06,9.65355825797426e-05,8.38760270828151e-05,1875,"tags=66%, list=15%, signal=56%","7465/10135/10370/1316/2921/7538/467/1843/4929/133/2920/3164/3725/1958/2357/1634/2353/2354/9122"
"REACTOME_CHROMOSOME_MAINTENANCE","REACTOME_CHROMOSOME_MAINTENANCE","REACTOME_CHROMOSOME_MAINTENANCE",78,0.60274712429911,2.04728941026865,2.7370450922562e-06,9.75025446905787e-05,8.4716182992472e-05,2688,"tags=41%, list=21%, signal=33%","7015/1058/55355/2491/641/79019/890/64105/91687/80119/79075/387103/5984/64946/1763/79172/5440/2237/23649/11339/5983/5931/5981/3978/5422/5558/4869/55166/7013/5557/57804/5111"
"REACTOME_POLO_LIKE_KINASE_MEDIATED_EVENTS","REACTOME_POLO_LIKE_KINASE_MEDIATED_EVENTS","REACTOME_POLO_LIKE_KINASE_MEDIATED_EVENTS",16,0.860745315934531,2.15218046676525,2.82534865776519e-06,9.99635263199779e-05,8.6854434570612e-05,885,"tags=62%, list=7%, signal=58%","995/1063/4605/9133/5347/891/2305/286826/9088/993"
"NIKOLSKY_BREAST_CANCER_1Q21_AMPLICON","NIKOLSKY_BREAST_CANCER_1Q21_AMPLICON","NIKOLSKY_BREAST_CANCER_1Q21_AMPLICON",31,0.745140607771844,2.15917899612887,3.19456159705691e-06,0.000112262938285763,9.75409170424276e-05,2423,"tags=81%, list=19%, signal=66%","284486/1944/200185/51686/11022/51043/8751/1942/10067/6464/1945/127579/80128/57657/80308/117145/6097/23623/65005/90780/10654/1196/5313/2224/1163"
"SMID_BREAST_CANCER_LUMINAL_A_DN","SMID_BREAST_CANCER_LUMINAL_A_DN","SMID_BREAST_CANCER_LUMINAL_A_DN",17,0.839568883586165,2.13251334243557,3.53498835563893e-06,0.000123392445890457,0.000107210914947071,1005,"tags=65%, list=8%, signal=60%","7153/4605/991/10403/83461/55143/8318/898/23397/22974/9654"
"SCIAN_CELL_CYCLE_TARGETS_OF_TP53_AND_TP73_DN","SCIAN_CELL_CYCLE_TARGETS_OF_TP53_AND_TP73_DN","SCIAN_CELL_CYCLE_TARGETS_OF_TP53_AND_TP73_DN",22,0.80476782443619,2.15580317574144,4.04013296476841e-06,0.000140084876998404,0.000121714321528076,971,"tags=55%, list=8%, signal=51%","995/1033/11065/991/891/51512/9493/890/6790/899/4175/22974"
"ZHOU_INFLAMMATORY_RESPONSE_LPS_UP","ZHOU_INFLAMMATORY_RESPONSE_LPS_UP","ZHOU_INFLAMMATORY_RESPONSE_LPS_UP",271,-0.429074668977282,-1.69923332044929,4.50557377503137e-06,0.000155188670224756,0.000134837422211291,2006,"tags=35%, list=16%, signal=31%","65986/4892/91624/10230/8321/54414/714/58476/55521/10135/23764/9314/64582/5966/246778/9586/3394/65059/57669/3434/83416/6624/3606/9187/7837/10418/66035/5329/63951/286183/50937/3680/9076/10687/8987/1906/5606/57172/79906/85463/3553/130367/6506/11274/3486/92292/6351/9023/6385/7006/25878/5596/132321/5806/284904/2921/2822/2069/5054/23645/6615/1847/11099/51191/64651/389434/4824/7474/57828/2919/377677/8061/133/2920/8653/8618/286410/6783/3569/9154/54212/6368/3696/2998/9153/9068/5743/1776/85480/6523/28513/361/1080/84879/93986/143425"
"WHITFIELD_CELL_CYCLE_G1_S","WHITFIELD_CELL_CYCLE_G1_S","WHITFIELD_CELL_CYCLE_G1_S",110,0.536373079737977,1.93356805331674,4.57791097087721e-06,0.000156642861575871,0.000136100912728365,2560,"tags=36%, list=20%, signal=29%","51514/990/1869/83879/374393/29128/1870/29028/9134/9401/79968/63967/898/8208/79075/993/4175/51053/4173/80308/26353/55656/1509/4436/6944/80263/27301/4171/580/10947/5611/55344/6747/51659/283131/112/414777/10036/7884/6502"
"KIM_WT1_TARGETS_DN","KIM_WT1_TARGETS_DN","KIM_WT1_TARGETS_DN",400,0.372963969680321,1.56054204366822,4.76647480949458e-06,0.000162028990092688,0.000140780711091574,1857,"tags=21%, list=14%, signal=19%","4751/259266/1063/1058/55355/7153/9787/983/64151/9928/699/7272/701/10112/11004/991/79801/9212/2491/10403/1062/51512/81930/9493/83461/55165/890/55143/10643/6790/2744/8317/11082/8972/899/29127/7873/145389/9700/3832/1836/4085/5723/64743/51053/348/55204/2150/10553/23753/7286/3309/80028/10963/26586/9532/116987/10635/7706/55156/27035/4603/10987/9857/55758/29899/6648/1427/8556/28998/9891/144404/5298/10263/55689/580/5885/10159/11339/9197/8674/1277/51334/10499/652"
"EGUCHI_CELL_CYCLE_RB1_TARGETS","EGUCHI_CELL_CYCLE_RB1_TARGETS","EGUCHI_CELL_CYCLE_RB1_TARGETS",22,0.798146518507427,2.13806609441766,6.78034195571043e-06,0.000228990639686039,0.00019896109375164,2079,"tags=82%, list=16%, signal=69%","995/4751/699/10112/10403/1062/81930/890/55143/9134/1894/4175/3832/4173/2237/4171/4172/3148"
"SCHAEFFER_PROSTATE_DEVELOPMENT_48HR_UP","SCHAEFFER_PROSTATE_DEVELOPMENT_48HR_UP","SCHAEFFER_PROSTATE_DEVELOPMENT_48HR_UP",363,-0.39750325131677,-1.63077854113777,6.88259801503105e-06,0.000230944466297913,0.00020065869798661,2183,"tags=34%, list=17%, signal=29%","283078/27241/2625/4094/283927/140738/90865/147798/4316/10103/3485/9719/2042/7464/54829/65268/26751/79705/10135/6482/137075/64236/6038/1519/5359/146456/1741/154091/8204/23321/642273/641371/11072/2202/10370/11197/8543/360/55022/6469/64093/79038/220/28970/814/6817/3399/203328/79098/9324/1906/4329/79754/23708/222171/79961/2053/6337/1299/80310/11187/23052/222/374907/57569/7164/152519/2822/51704/79720/3398/4061/9734/4824/51181/170690/93517/9099/51473/2263/23632/25854/8284/27063/10449/64129/56034/793/8653/56898/89944/130574/5783/59341/5764/10912/23554/55107/6783/54102/5101/3397/55503/51316/1893/3598/150696/306/353189/6296/3855/84870/192668/4070/147372/4501/57111/84879/64399/3880/1592/3773"
"NIKOLSKY_BREAST_CANCER_8Q12_Q22_AMPLICON","NIKOLSKY_BREAST_CANCER_8Q12_Q22_AMPLICON","NIKOLSKY_BREAST_CANCER_8Q12_Q22_AMPLICON",102,0.544133596627103,1.92502776725347,7.30653153029713e-06,0.000242046308847614,0.000210304658796953,2493,"tags=56%, list=19%, signal=45%","286151/9242/56704/9134/23643/94241/115908/8836/444/79815/528/55824/1015/7163/25788/55353/51582/6383/9699/619279/157506/1345/92140/79870/4147/11075/26986/51123/54968/54332/7534/6156/55656/23462/5440/25879/92421/8323/79666/3612/51633/5862/51050/10499/6129/8439/7274/27067/157680/7381/23471/5828/3574/138009/7013/6386/734"
"LIU_PROSTATE_CANCER_DN","LIU_PROSTATE_CANCER_DN","LIU_PROSTATE_CANCER_DN",418,-0.384138243513375,-1.59320765048971,7.2676449876999e-06,0.000242046308847614,0.000210304658796953,2141,"tags=31%, list=17%, signal=27%","2625/9638/3913/90865/2026/3852/117178/165/3400/57494/2824/83742/3815/91624/3912/2628/6451/1952/9737/8639/5937/10516/2294/80243/2947/7042/84281/32/5104/5195/1465/8462/1305/10406/10418/2202/857/217/11197/715/122786/1902/130271/84617/360/64093/56965/127435/3764/1643/5239/2950/3680/114897/1805/51477/152485/10290/53826/2273/1756/4052/58189/130367/2260/80310/3694/51375/57216/5311/51232/858/4638/26232/1675/59277/2070/9590/2822/55862/10451/5549/1294/8406/29940/23767/5099/3778/80031/2263/3760/5166/4306/92304/7216/79656/10449/57419/56034/6376/56898/1674/2534/7049/148741/55273/6716/3131/55107/132671/23650/54102/5101/1969/3397/116535/3931/9723/80760/4680/9068/3855/192668/4684/85480/4311/84879/3880/2944"
