0	1	2	3	4	5	6	7	8	9	10	11	12	13
TNPO3	0.20755	0.22732	0.29142	0.14144	0.20484	0.04733	0.18212	0.05666	0.27889	0.41361	0.32046	0.37879	0.19637	0.15174
TNRC18	0.20266	0.11136	0.18408	0.17258	0.08513	0.04243	0.17577	0.02555	0.0652	0.29627	0.24399	0.19071	0.01337	0.00197
TNRC18P1	0.00179	0.00076	0.00106	4e-04	0	0	0.00107	0.0012	0.00038	0	0	0.00157	0.00497	0
TNRC6A	0.48463	0.34884	0.55437	0.2339	0.48341	0.50566	0.33817	0.59045	0.55823	0.49273	0.55482	0.86342	0.72386	0.96072
TNRC6B	0.6808	0.88121	0.67418	0.21381	0.87167	0.70396	0.66663	0.91942	1.00386	1.0442	0.50972	0.93814	1.31593	0.88831
TNRC6C	0.07018	0.0689	0.14778	0.05399	0.18427	0.08328	0.03756	0.10281	0.27543	0.1436	0.16843	0.07835	0.30076	0.17959
TNRC6C-AS1	0.00088	0.003	0.00863	0.01049	0.07606	0.04266	0.06541	0.02509	0.07523	0.05933	0.01787	0.00403	0.17705	0.17562
TNS1	0.17843	0.16979	0.50199	0.35367	0.04681	0.01019	0.18587	0.00085	0.04837	0.18284	0.424	0.0493	0	0
TNS3	0.27334	0.20575	0.35702	0.30982	0.08547	0.11928	0.61942	0.19055	0.08596	0.20602	0.40947	0.24436	0.30944	0.09666
TNS4	0.00013	0.00088	0.00308	0.00181	0.01629	0.00664	0.00052	0	3e-04	0	0.00596	0.00223	0	0
TOB1	0.41677	0.33051	0.30406	0.17369	0.23374	0.07416	0.17805	0.04589	0.14939	0.36367	0.27698	0.16881	0.14404	0.04636
TOB1-AS1	0.0182	0.00734	0.00636	0.01078	0.00778	0	0.01778	0.00988	0.02855	0.03381	0.01481	0.00034	0.02412	0
TOB2	0.24701	0.24069	0.24383	0.06704	0.30618	0.3267	0.3454	0.11385	0.23981	0.37191	0.21887	0.49379	0.33402	0.22912
TOB2P1	0.0901	0.0499	0.00027	0.0081	0.02684	0.11009	0.0164	0.01841	0.00856	0.0788	0	0.1419	0.04973	0.01316
TOE1	0.02517	0.02754	0.025	0	0.01024	0.01118	0.00127	0.02963	0.03711	0.04355	0.0671	0.03718	0.00115	0.06316
TOLLIP	0.40786	0.39531	0.30442	0.16682	0.09962	0.10888	0.23507	0.06712	0.17925	0.36987	0.21515	0.26615	0.16092	0.2162
TOLLIP-AS1	0.02537	0.00042	0.00994	0.0177	0.02072	0	0	0.00081	0.00481	0.02446	0.00107	0.00275	0	0
TOM1	0.40738	0.29243	0.20613	0.06226	0.09727	0.04527	0.23699	0.04832	0.06343	0.31749	0.15361	0.34435	0.02066	0.00366
TOM1L1	0.16851	0.12278	0.15906	0.08935	0.01148	0.0296	0.02982	0.00084	0.00073	0.18316	0.16715	0.08147	0	0
TOM1L2	0.02678	0.02167	0.06727	0.04131	0.0413	0.00236	0.02671	0.0106	0.02652	0.04538	0.00625	0.02536	0.04892	0
TOMM20	0.79384	0.47107	0.47825	0.33526	0.26392	0.06248	0.27121	0.23186	0.35819	0.8312	0.60556	0.39236	0.28135	0.34552
TOMM22	0.24701	0.34215	0.09949	0.0539	0.17014	0.05722	0.16768	0.13885	0.34354	0.392	0.20516	0.19941	0.22541	0.07363
TOMM34	0.11654	0.15315	0.04062	0.0224	0.08268	0.01697	0.05074	0.04196	0.17964	0.10448	0.1244	0.14322	0.02996	0.06666
TOMM40	0.09563	0.12881	0.10685	0.07141	0.0251	0.00036	0.10075	0.02098	0.0762	0.14115	0.16302	0.09588	0.04381	0.00272
TOMM40L	0.08172	0.23656	0.21599	0.16286	0.07827	0.02513	0.10092	0.0157	0.06393	0.08146	0.22971	0.07097	0.03255	0
TOMM5	0.20218	0.24131	0.13393	0.04746	0.29875	0.08671	0.15695	0.24294	0.71136	0.28369	0.29242	0.18744	0.26231	0.53048
TOMM6	1.20032	0.74325	0.33396	0.13634	0.48019	0.25394	0.32402	0.35926	0.73332	1.17654	0.49131	0.85767	0.51871	0.50869
TOMM7	0.42928	0.81354	0.34587	0.2332	0.8877	0.2079	0.5868	0.63795	0.9011	0.54411	0.35498	0.62259	0.83014	1.09784
TONSL	0.0399	0.0903	0.11867	0.08354	0.08616	0.40442	0.05918	0.09371	0.18157	0.04016	0.09735	0.1136	0.07685	0.06878
TOP1	0.35049	0.46564	0.4013	0.23099	0.40863	0.22658	0.48749	0.98214	1.02242	0.39834	0.49739	0.88343	0.98448	0.24633
TOP1MT	0.04474	0.31761	0.19549	0.07094	0.05989	0.04429	0.08696	0.02829	0.02833	0.07251	0.10327	0.12524	0.06361	0.01474
SRP14P4	0.01413	0.01303	0.03191	0.01001	0.00545	0.00916	0.00591	0.00635	0.00716	0.00688	0.02265	0.00757	0	0.01812
TOP2A	0.10195	0.28701	0.09102	0.20498	0.12066	0.43267	0.1371	0.09214	2.87246	0.1097	1.79735	0.05891	0.16681	0.03244
TOP2B	0.2698	0.56815	0.41835	0.19537	0.49249	0.18397	0.33693	0.32044	0.57141	0.67786	0.3632	0.40991	0.71456	0.7759
TOP3A	0.0966	0.15373	0.24205	0.19303	0.18237	0.30328	0.21952	0.14755	0.25568	0.10596	0.24343	0.20221	0.24864	0.2187
TOP3B	0.01423	0.05846	0.03833	0.00249	0.04601	0.01407	0.0222	0.01431	0.04079	0.0168	0.06212	0.04825	0.0467	0.20733
TOPBP1	0.17859	0.22831	0.29684	0.09386	0.14225	0.11285	0.19258	0.11032	0.59062	0.40466	0.49543	0.20295	0.13882	0.20659
TOPORS	0.12439	0.09424	0.12317	0.07049	0.1941	0.05685	0.09091	0.10216	0.25554	0.31669	0.11503	0.30894	0.3693	0.12066
SMIM27	0.04488	0.04016	0.00809	0.01346	0.0753	0.00377	0.01582	0.03044	0.04746	0.03503	0.02858	0.02264	0.10909	0.06028
TOR1A	0.06731	0.06978	0.05581	0.0322	0.07565	0.02899	0.05964	0.05173	0.13256	0.15325	0.13017	0.13213	0.07764	0.19524
TOR1AIP1	0.11003	0.15709	0.24918	0.16055	0.28257	0.19453	0.1944	0.16145	0.31936	0.19474	0.22152	0.27929	0.1567	0.1733
TOR1AIP2	0.86161	0.86744	1.3236	0.7702	0.38155	0.49822	0.60453	0.40296	0.45431	0.90823	1.2176	1.25115	0.23024	0.35943
TOR1B	0.15939	0.05174	0.04269	0.02407	0.03702	0.02899	0.04492	0.00391	0.05863	0.13554	0.16229	0.00907	0.04512	0
TOR2A	0.03569	0.0239	0.02211	0.00202	0.04318	0.01783	0.02141	0.03701	0.08499	0.04994	0.01657	0.05633	0.12721	0.08908
TOR3A	0.0869	0.04775	0.21662	0.21792	0.04532	0.04143	0.14645	0.28912	0.12213	0.13235	0.18062	0.03758	0.17988	0.06376
TOR4A	0.00801	0.00411	0.01069	0.01013	0.03056	0.00233	0.02119	0.00162	0.0628	0.00361	0.00874	0.00164	0.0546	0.0687
TOX	0	0.00822	0	0	0.3835	0.04256	0.00512	0.09927	0.33232	0	0.01604	0.048	0.36245	0.32806
TOX2	0.00402	0.03006	0.11452	0.06868	0.32147	0.06351	0.02831	0.03681	0.43625	0.03645	0.14581	0.05738	0.30191	0.20105
TOX3	0.23815	0.1247	0.09912	0.03606	0.01827	0.09178	0.03015	0.02255	0.00194	0.55088	0.06976	0.2524	0.00343	0.04949
TOX4	0.21611	0.29804	0.17803	0.12939	0.14576	0.21557	0.21996	0.11303	0.24959	0.29614	0.18399	0.34384	0.11997	0.00754
TP53	0.02018	0.03279	0.16769	0.09429	0.06364	0.18999	0.07298	0.06254	0.1682	0.04366	0.21815	0.12029	0.02994	0.28446
TP53AIP1	0.01165	0.01344	0.06358	0.05782	0.06283	0.25435	0.0348	0.06737	0.03523	0.01006	0.06236	0.06187	0.01891	0.07159
TP53BP1	0.09642	0.28661	0.22355	0.10274	0.20807	0.12567	0.1298	0.07766	0.28003	0.35287	0.31123	0.2273	0.13372	0.36566
TP53BP2	0.27997	0.64977	0.40695	0.17614	0.1751	0.09783	0.16143	0.05375	0.20112	0.21972	0.49619	0.19136	0.19162	0.21534
TP53I11	0.007	0.00803	0.00828	0.00681	0.01797	0	0.00782	0.02044	0	0.15416	0.01873	0.02833	0.01516	0.03382
TP53I13	0.02736	0.04675	0.2878	0.20292	0.06648	0.00595	0.10131	0.06613	0.05019	0.059	0.21185	0.06656	0.04089	0.04251
TP53I3	0.0431	0.13312	0.10627	0.02713	0.03821	0.07514	0.1007	0.08312	0.06277	0.34096	0.13845	1.0724	0.02324	0.16289
TP53INP1	0.29683	0.50265	0.6116	0.33179	0.41857	0.18309	0.15553	0.90541	0.19536	0.21966	0.36444	0.48448	0.83032	0.25931
TP53INP2	0.15155	0.17878	0.16922	0.11207	0.07696	0.01091	0.15176	0.04007	0.05367	0.15468	0.12602	0.09518	0.15811	0.02964
TP53RK	0.04321	0.03917	0.05651	0.04036	0.04524	0.01733	0.03351	0.04455	0.06425	0.10038	0.10435	0.04646	0.08628	0.0269
TP53TG1	0.19782	0.19243	0.09263	0.0694	0.08957	0.01049	0.06822	0.00496	0.13641	0.06501	0.08633	0.06197	0.0205	0
TP63	0.00176	0.06434	0.00543	0.00064	0.0133	0.00076	0.00574	0.00392	0.0204	0.00644	0.02776	0.00983	0.00885	0.00272
TP73	8e-04	0	0.00345	0	0.00561	0	0	0.01887	0.01257	0	0.05268	0.03701	0.03336	0.06617
TP73-AS1	0.02953	0.05008	0.07372	0.04222	0.01642	0.00712	0.02203	0.01009	0.0079	0.07198	0.11626	0.02272	0.01741	0.00535
TPBGL	0.02016	0.01029	0.00213	0.00429	0	0.00097	0.00106	0	0	0	0.00344	0	0	0
TPCN1	0.25	0.11939	0.45107	0.28748	0.08223	0.06476	0.13404	0.04652	0.04585	0.29791	0.34639	0.19661	0.02279	0.1817
TPCN2	0.0911	0.15132	0.12501	0.02526	0.03145	0.00338	0.0813	0.02374	0.03359	0.07062	0.09001	0.05803	0.07056	0
TPD52	0.17644	0.53393	0.32874	0.14048	0.21471	0.08571	0.17919	0.95588	0.31305	0.28179	0.32145	0.09561	0.7583	0.19806
TPD52L1	0.0706	0.06184	0.06988	0.03838	0.01818	0.03163	0.01252	0.00164	0.01387	0.12779	0.08643	0.18191	0.01098	0.008
TPD52L2	0.2824	0.18291	0.10203	0.0848	0.05605	0.06945	0.2974	0.07196	0.06168	0.42511	0.1596	0.07122	0.12848	0.05168
TPGS1	0.00218	0.00336	0.00728	0.01129	0.00923	0	0.0023	0.00422	0	0.00086	0.00044	0.00405	0	0.00169
TPGS2	0.11495	0.24483	0.15668	0.04053	0.12081	0.10317	0.08159	0.04334	0.45436	0.21419	0.23742	0.39675	0.09817	0.19803
TPI1	1.39616	1.22398	0.53872	0.23841	1.07746	0.50467	0.9076	0.5122	1.96673	1.39601	0.75784	0.95145	1.07396	0.97374
TPI1P2	0.00137	0.00098	0.00289	0.00032	0	0.0109	0	0	0.03346	0.00988	0	0	0	0.00694
TPI1P3	0.00153	0.00667	0.00013	0.00563	0.00104	0	0.00179	0	0.00291	0.00064	0.00041	0	0.00102	0
TPK1	0.00348	0.02493	0.00071	0	0.02642	0.00713	0.04424	0	0.0198	0.00524	0	0.03303	0.03067	0
TPM1	0.3416	0.47878	0.3915	0.19317	0.0972	0.11483	0.23599	0.02463	0.10097	0.6058	0.42386	0.50653	0.03115	0.36093
TPM2	0.0832	0.04389	0.01564	0.0025	0.03172	0.04017	0.0266	0.01626	0.00837	0.17311	0.06171	0.05407	0.01281	0
TPM3	0.91653	1.46086	0.9373	0.64282	1.76919	1.32028	1.88232	0.99571	2.52566	1.10898	1.12555	1.27965	1.63743	1.65611
TPM3P9	0.11554	0.22059	0.06352	0.03967	0.08107	0.07029	0.08613	0.0753	0.15432	0.19251	0.15369	0.03663	0.10972	0.09907
TPM4	0.06516	0.29453	0.19383	0.13385	0.4948	0.25736	0.86686	0.45861	1.41288	0.35319	0.18727	0.35803	0.7062	0.70497
TPMT	0.20775	0.20123	0.3353	0.24576	0.17716	0.30446	0.25961	0.20764	0.14239	0.23487	0.35388	0.33361	0.13741	0.20674
TPP1	1.23217	1.49819	1.20842	0.78533	0.65263	0.31447	1.16047	0.27114	0.65992	1.43606	1.02178	0.96463	0.49003	1.18562
TPP2	0.16412	0.17181	0.22753	0.08856	0.20449	0.0468	0.20732	0.11436	0.43248	0.19097	0.27019	0.09753	0.43132	0.15961
TPPP	0.17837	0.01066	0.02103	0.01135	0.0015	0	0.00735	0	0	0.04636	0.02903	0.0157	0.00056	0
TPR	0.82623	0.87155	1.29518	0.46275	0.96151	0.63108	0.61786	0.63103	1.53419	1.11036	1.51556	1.13414	1.12107	1.08922
TPRA1	0.11443	0.11867	0.13851	0.08864	0.03821	0.01646	0.11939	0.05662	0.06732	0.13195	0.16827	0.06406	0.06963	0.19362
TPRG1	0.01718	0.01343	0.01653	0.00289	0.01833	0	0.01129	0	0.00575	0.02627	0.05572	0.11301	0	0
TPRG1-AS1	0.05707	0.0447	0.04523	0.02383	0.02144	0.06254	0.04694	0.02659	0.01921	0.05576	0.03833	0.14993	0.02	0.04622
TPRG1-AS2	0.00318	0.00149	0.0042	0.00081	0.00062	0	0.00452	0.01018	0	0.00441	0.00182	0.01122	0.00729	0
TPRG1L	0.50257	0.34055	0.30033	0.14754	0.14431	0.11659	0.1279	0.19151	0.06137	0.50107	0.32394	0.25424	0.16629	0.10343
TPRKB	0.07651	0.08353	0.05543	0.01861	0.0745	0.02431	0.04767	0.05596	0.16596	0.09158	0.07034	0.12801	0.04507	0.03821
TPRN	0.11462	0.09286	0.07548	0.03218	0.02007	0.02029	0.01731	0.02415	0.02319	0.06285	0.05801	0.18373	0.02057	0
TPST1	0.01072	0.0354	0.11271	0.06415	0.00734	0.00048	0.02087	0	0	0.09386	0.08761	0.02325	0	0
TPST2	0.27865	0.2091	0.18966	0.102	0.13941	0.08964	0.09345	0.47646	0.18023	0.14784	0.18053	0.0875	0.43376	0.06319
TPT1	2.51025	1.99538	1.3902	1.00666	3.08875	1.63304	2.68412	3.15861	2.95068	2.75857	1.21876	1.97085	3.50705	2.82937
TPT1-AS1	0.03575	0.00205	0.01489	0.00847	0.00736	0.00762	0.01107	0.0128	0.02398	0.03356	0.01678	8e-04	0.00667	0.01407
TPTE2	0.00075	0.01062	0.01465	0.00024	0.00343	0.00694	0.00568	0.00757	0	0	0.00355	0	0.08447	0.00845
TPTE2P1	0.06538	0.10934	0.32953	0.21614	0.18847	0.7603	0.16031	0.23193	0.14131	0.08463	0.33645	0.27298	0.14821	0.28175
TPTE2P5	0.0027	0.00139	0.00667	0.00139	0.00138	0.00582	0.00074	0.00082	0	0.0015	0.06257	0.00355	0.00102	0
TPTE2P6	0.00028	0.00505	0.015	0.0039	0.00259	0.00666	0.00374	0	0.00825	0.00425	0.00183	0.00082	0	0.01056
TPTEP1	6e-05	0.00039	0.00091	0.00109	0	0.0027	0	0	0	0.00064	0	0	0	0
TPX2	0.0558	0.17848	0.04687	0.03253	0.07946	0.12472	0.09832	0.07233	1.72111	0.06543	0.91437	0.04525	0.10094	0.01869
TRA2A	0.23154	0.21493	0.70989	0.25944	0.40593	0.08044	0.32889	0.28719	0.45484	0.33563	0.66543	0.32845	0.473	0.36986
TRA2B	0.30021	0.46341	0.35129	0.15411	0.67705	0.16105	0.70635	0.6578	0.99489	0.38271	0.609	0.34489	0.92953	0.73678
TRABD	0.09195	0.12157	0.19827	0.0498	0.12197	0.03381	0.05899	0.31081	0.16519	0.11626	0.25519	0.12563	0.28505	0.39138
TRABD2A	0.01478	0.09287	0.15482	0.09736	0.15738	0.28124	0.10608	0.07905	0.10691	0.05042	0.1712	0.08657	0.06755	0.15938
TRABD2B	0	0.00836	0.02098	0	0	0.00015	0	0	0	0	0.02896	0.00096	0	0
TRADD	0.08232	0.12041	0.08055	0.03175	0.10254	0.02829	0.07723	0.15185	0.14907	0.06723	0.02836	0.08964	0.20142	0.01772
TRAF1	0.00919	0.00719	0.03755	0.00462	0.23043	0.04545	0.05059	0.05684	0.16835	0.01886	0.00195	0.05403	0.32877	0.13209
TRAF2	0.08077	0.05681	0.10105	0.01451	0.06681	0.026	0.0522	0.12035	0.19883	0.09607	0.19548	0.09167	0.25862	0.10422
TRAF3	0.03079	0.17877	0.15192	0.09997	0.13681	0.03661	0.10671	0.06207	0.20941	0.08699	0.14069	0.03401	0.21239	0.22323
TRAF3IP1	0.07026	0.38576	0.15933	0.08206	0.09241	0.10788	0.14606	0.0691	0.11924	0.12383	0.11712	0.29425	0.14909	0.02055
TRAF3IP2	0.21207	0.3113	0.8088	0.60708	0.51986	1.62276	0.60264	0.58295	0.46703	0.27393	0.81988	0.60431	0.52422	0.78546
TRAF3IP2-AS1	0.01148	0.02043	0.01466	0.00658	0.01807	0.0139	0.01869	0.02633	0.0984	0.03442	0.01524	0.00368	0.06624	0.0118
TRAF3IP3	6e-05	0.00264	6e-04	0.00356	0.49664	0.01777	0.04095	0.14193	0.42317	0.00041	0.00647	0.08456	0.49002	0.38329
TRAF4	0.03794	0.03756	0.09717	0.05934	0.00302	0.00726	0.00562	0.00762	0.01221	0.10875	0.10397	0.02133	0.0383	0.06498
TRAF5	0.00927	0.08863	0.05431	0.02659	0.3504	0.07352	0.08568	0.02331	0.40348	0.02934	0.1249	0.0117	0.43539	0.22301
TRAF6	0.05122	0.04383	0.04392	0.02576	0.02296	0.03604	0.05309	0.06731	0.07005	0.0336	0.04152	0.0506	0.12126	0
TRAF7	0.0545	0.08307	0.04676	0.02228	0.03299	0.03124	0.05897	0.05224	0.03178	0.04798	0.07751	0.16573	0.03188	0.02649
TRAFD1	0.04097	0.19828	0.08685	0.01964	0.11858	0.05327	0.08433	0.02488	0.18454	0.13396	0.09407	0.12207	0.02044	0.08769
TRAIP	0.01586	0.02911	0.02369	0.00362	0.00757	0.00055	0.0061	0.00507	0.116	0.0113	0.19063	0.03071	0	0
TRAK1	0.15308	0.13334	0.24117	0.05706	0.0951	0.05122	0.10943	0.04227	0.08084	0.14307	0.31837	0.21368	0.0648	0.27384
TRAK2	0.1172	0.22399	0.13686	0.06546	0.23248	0.03716	0.17116	0.04378	0.16102	0.25141	0.13299	0.1127	0.16336	0.04325
TRAM1	0.44932	0.64641	0.30035	0.17333	0.39111	0.15208	0.33984	1.19071	0.47045	0.59982	0.26654	0.4901	1.22846	0.30817
TRAM1L1	0.00487	0.02655	0.0224	0.00172	0	0	0.00721	0	0	0.00426	0.00275	0	0	0
TRAM2	0.07471	0.06972	0.12775	0.09074	0.07417	0.08753	0.05726	0.44264	0.08345	0.14653	0.05747	0.16975	0.21386	0.15225
TRAM2-AS1	0.054	0.04449	0.04997	0.006	0.0146	0.00168	0.00193	0.00074	0	0.04488	0.00612	0.08245	0.01317	0
TRANK1	0.02281	0.23574	0.08655	0.03974	0.19923	0.05931	0.10497	0.30511	0.30069	0.00728	0.08416	0.22635	0.46218	0.16814
TRAP1	0.20707	0.21911	0.11042	0.06185	0.0743	0.04339	0.07119	0.0519	0.24193	0.22418	0.11105	0.24288	0.03613	0.11379
TRAPPC1	0.11601	0.10212	0.05773	0.04303	0.25215	0.02806	0.13082	0.1903	0.35553	0.2347	0.07585	0.16451	0.21779	0.26238
TRAPPC10	0.08274	0.24447	0.12595	0.05309	0.27515	0.1227	0.24266	0.15918	0.45085	0.11023	0.13023	0.22055	0.32822	0.44893
TRAPPC11	0.06467	0.12352	0.05928	0.01022	0.06538	0.02118	0.07859	0.02767	0.11073	0.09669	0.05157	0.16412	0.05906	0.20483
TRAPPC12	0.11465	0.05139	0.09937	0.02122	0.09718	0.02	0.1392	0.13973	0.26895	0.20562	0.07664	0.308	0.1802	0.1251
TRAPPC13	0.04328	0.09213	0.10354	0.02408	0.07526	0.02842	0.03406	0.01202	0.10657	0.03824	0.09587	0.05192	0.05777	0.02448
TRAPPC2	0.04764	0.0576	0.13012	0.06137	0.09572	0.00856	0.05306	0.05729	0.10716	0.10627	0.09765	0.14994	0.0493	0.17984
TRAPPC2L	0.30189	0.57625	0.1637	0.02495	0.18511	0.11499	0.27452	0.43105	0.7912	0.30572	0.28791	0.38215	0.45229	0.22398
TRAPPC3	0.11828	0.19399	0.22372	0.11885	0.1488	0.02257	0.09752	0.1869	0.1675	0.16328	0.21433	0.20382	0.24449	0.07291
TRAPPC4	0.25385	0.18833	0.18404	0.08818	0.16204	0.01299	0.11614	0.09243	0.21437	0.211	0.19667	0.12927	0.12789	0.02933
TRAPPC5	0.39104	0.3463	0.34448	0.19996	0.37624	0.2134	0.44174	0.65463	0.76821	0.48588	0.37009	0.9285	0.8335	0.54812
TRAPPC6A	0.59748	0.41635	0.13586	0.03251	0.29178	0.14116	0.16764	0.22055	0.34883	0.5685	0.18189	0.41674	0.28445	0.32678
TRAPPC6B	0.06468	0.17061	0.171	0.08384	0.05178	0.02843	0.15016	0.0827	0.06111	0.09874	0.10697	0.03282	0.14737	0.11151
TRAPPC8	0.11087	0.17648	0.09595	0.04283	0.12239	0.01883	0.08215	0.07045	0.117	0.15381	0.17162	0.16873	0.11825	0.20164
TRAPPC9	0.14284	0.13114	0.12536	0.0711	0.13264	0.04435	0.07007	0.09412	0.08607	0.20722	0.10853	0.16976	0.199	0.09862
TRAT1	0.00067	0.00223	0	0	0.06267	0	0.00092	0.00418	0.11516	0	0	0.00103	0.00989	0
TRDMT1	0.06342	0.14212	0.41898	0.36551	0.24117	0.96421	0.2314	0.30522	0.16908	0.03694	0.44357	0.35599	0.16812	0.29479
TRDN	0.00523	0.00596	0.00026	0	0.01079	0	0.00539	0	0	0.01538	0	0	0	0
TREH	0	0.00979	0.00037	0	0	0.02158	0	0	0	0	0	0.00372	0.00277	0
TREM1	0.00154	0.00298	0.00834	0.00277	0.00024	0.0166	0.05176	0.00185	0.01627	0.00674	0.0032	0	0	0
TREM2	6e-05	0.01145	9e-05	0.00221	0.00054	0	0.30468	0	0	0	0	0.00095	0	0
TREML2	0.00074	0.00108	0.00772	0.00239	0.00074	0.00569	0.00686	0.00468	0	0.00291	0.00026	0.00146	0.00889	0
TREML3P	0	0.00634	0	0	0	0	0.00197	0	0	0	0	0	0	0
TRERF1	0	0.00058	0.00441	0.00473	0.17973	0.03712	0.03252	0.02562	0.15521	0.03869	0	0.02386	0.03369	0.12198
TREX1	0.00403	0.17969	0.24853	0.0864	0.084	0.04223	0.08892	0.1297	0.30044	0.00036	0.16315	0.02554	0.41157	0.19107
TRHDE	0.0016	0.041	0.02045	0.0249	0.00023	0	0.00864	0	0	0	0.0336	0	0	0
TRHDE-AS1	0	0.00269	0.32892	0.09995	0.00147	0	0.00603	0	0	0	0.10236	0	0	0
TRIAP1	0.11077	0.15122	0.05619	0.02182	0.08334	0.04527	0.05087	0.06816	0.07169	0.17195	0.08767	0.13857	0.07499	0.12697
TRIB1	0.27982	0.30344	0.34769	0.16091	0.13078	0.10997	0.34176	0.77669	0.24426	0.4611	0.27883	0.30232	1.01574	0.09242
TRIB2	0.07168	0.13133	0.0497	0.01756	0.18086	0.0386	0.04423	0.05552	0.14487	0.56167	0.08426	0.30583	0.20681	0.02444
TRIB3	0.21721	0.23101	0.44703	0.25232	0.06946	0.14412	0.1173	0.03946	0.02442	0.07386	0.52415	0.0233	0.03682	0.14663
TRIM10	0.00376	0.01556	0.01069	0	0.00648	0	0.00717	0	0.00085	0	0	0.00121	0	0
TRIM11	0.03668	0.04136	0.08035	0.07826	0.09061	0.00955	0.04402	0.01871	0.07841	0.049	0.20645	0.02798	0.04839	0.016
TRIM13	0.08173	0.14063	0.3613	0.2133	0.23048	0.26989	0.17914	0.14682	0.07449	0.10536	0.33385	0.22897	0.26776	0.21352
TRIM14	0.07185	0.12458	0.11971	0.08549	0.21302	0.27152	0.13911	0.11996	0.24054	0.02912	0.12629	0.1771	0.20358	0.24037
TRIM15	0.00224	0.03391	0.06242	0.01387	0.00135	0.00092	0.00793	0	0.02562	0	0.03326	0.0099	0	0
TRIM16	0.02903	0.21869	0.01561	0.0018	0.01604	0.01313	0.05203	0.01869	0.07004	0.03114	0.04496	0.12583	0	0.027
TRIM16L	0.0706	0.35661	0.0352	0.01131	0.01854	0.02492	0.06913	0.00071	0.01581	0.11894	0.06955	0.10456	0.00058	0.01052
TRIM2	0.12572	0.21333	0.1503	0.01476	0.04894	0.03677	0.06633	0.00332	0.01702	0.25486	0.13594	0.10216	0.06227	0
TRIM21	0.02419	0.01838	0.03529	0.0339	0.08922	0.04845	0.05372	0.02559	0.04617	0.02419	0.09797	0.03931	0.13625	0.2065
TRIM22	0.0017	0.02063	0.00681	0	0.36683	0.09363	0.13612	0.03689	0.34498	0.01776	0	0.17196	0.18169	0.48097
TRIM23	0.08676	0.11375	0.09312	0.04749	0.07386	0.02987	0.04418	0.06051	0.02566	0.20112	0.11609	0.08307	0.05244	0
TRIM24	0.40595	0.35093	0.18612	0.068	0.07573	0.04072	0.11662	0.11579	0.13118	0.75033	0.30496	0.47054	0.15149	0.07416
TRIM25	0.09924	0.1659	0.19165	0.03827	0.09631	0.06863	0.10092	0.06229	0.1271	0.14917	0.23852	0.09511	0.13469	0.24171
TRIM26	0.2938	0.16797	0.32709	0.11803	0.16214	0.09086	0.10306	0.14711	0.33412	0.23191	0.37592	0.36515	0.40803	0.29554
TRIM27	0.35643	0.24105	0.3409	0.15623	0.20789	0.20604	0.13736	0.22188	0.34867	0.6394	0.26436	0.67625	0.25052	0.21947
TRIM28	0.15305	0.12804	0.18515	0.09653	0.11803	0.05122	0.07888	0.11225	0.23999	0.24911	0.18364	0.15651	0.13043	0.11755
TRIM29	0.00467	0.00024	1e-04	0.00047	0	0	0	0	0	0.01645	0	0	0	0
TRIM3	0.0112	0.00845	0.0378	0.02275	0.00564	0	0.00837	0.00182	0.02089	0.01481	0.03039	0	0.00189	0
TRIM31	0.00476	0.13156	0.0238	0.0094	0.02009	0.01458	0.02688	0.00233	0.03352	0	0.02344	0.13366	0	0
TRIM32	0.02639	0.01731	0.00188	0	0.00074	0.00313	0.02267	0	0.02576	0.03327	0.00292	0.03296	0.03069	0
TRIM33	0.3264	0.50039	0.23462	0.11317	0.36052	0.05617	0.23112	0.15956	0.36696	0.41759	0.2952	0.3404	0.35327	0.21118
TRIM35	0.01125	0.01068	0.0151	0.00611	0.02909	0.01422	0.00163	0.00075	0.00305	0.01716	0.01206	0.03612	0.01417	0
TRIM36	0	0.01679	0.00209	0	0	0	0.02543	0	0	0	0.00388	0	0	0
TRIM37	0.10845	0.24322	0.18953	0.09545	0.1322	0.03077	0.10337	0.09353	0.16409	0.16398	0.18327	0.11177	0.12448	0.17583
TRIM38	0.10194	0.21916	0.97669	0.43679	0.35242	0.32118	0.46534	0.29619	0.48156	0.1307	0.87389	0.79211	0.43513	1.16566
TRIM39	0.10538	0.11821	0.12822	0.0309	0.06275	0.04334	0.07441	0.06902	0.07022	0.15529	0.15791	0.071	0.04504	0.29123
TRIM4	0.17435	0.07938	0.15879	0.08488	0.15806	0.07532	0.08797	0.06659	0.06122	0.16358	0.17244	0.15757	0.04805	0.0765
TRIM41	0.10105	0.10632	0.1757	0.08032	0.0813	0.05661	0.06972	0.02314	0.05168	0.20105	0.21582	0.30312	0.17429	0.14665
TRIM44	0.48351	0.76757	0.99633	0.56201	0.47899	0.42662	0.69448	0.45397	0.40191	0.57936	0.72148	0.63603	0.48045	0.35907
TRIM45	0.03349	0.03733	0.03116	0.01127	0.01409	0.00068	0.02684	0.00475	0.01289	0.01734	0.06555	0.03271	0.00668	0.02269
TRIM46	0.02189	0.03179	0.06968	0.0758	0.03881	0.20591	0.09379	0.04538	0.03843	0.02482	0.10944	0.11141	0.02852	0.02785
TRIM47	0.11443	0.25894	0.22116	0.09008	0.00706	0.0227	0.10108	0.04098	0.03482	0.18239	0.21876	0.18186	0.00665	0.008
