CD8T	Malignant	Mono/Macro	Tprolif	B
RPUSD4	0.06661	0.11393	0.03419	0.07333	0.05146
RRAD	0.01727	0.01091	0.04855	0	0.00069
RRAGA	0.1117	0.08062	0.03166	0.13141	0.04951
RRAGB	0.04466	0.05359	0.04507	0.06422	0.06414
RRAGC	0.18002	0.25793	0.25774	0.21886	0.10057
RRAGD	0.04437	0.19734	0.16877	0.01211	0.02635
RRAS	0.04747	0.12936	0.12059	0.00448	0.0271
RRAS2	0.08231	0.14246	0.06305	0.07971	0.07764
RRBP1	0.41356	0.95404	0.63529	0.78848	1.83941
RREB1	0.08134	0.16674	0.16981	0.03001	0.06406
RRM1	0.13946	0.14977	0.11782	0.75268	0.104
RRM2	0.03188	0.06345	0.01319	0.81004	0.00973
RRM2B	0.04475	0.08222	0.16027	0.04303	0.01716
RRN3	0.13171	0.0886	0.08268	0.10837	0.05353
RRN3P1	0.01887	0.00966	0.02843	0.00215	0.00639
RRN3P2	0.0296	0.00387	0.03742	0.06461	0.01765
RRN3P3	0.13497	0.15094	0.1699	0.0557	0.10142
RRNAD1	0.03089	0.08916	0.06259	0.06196	0.0275
RRP1	0.04185	0.08671	0.06215	0.18047	0.07745
RRP12	0.03721	0.10193	0.03794	0.09723	0.06202
RRP15	0.11678	0.16728	0.08599	0.12368	0.08634
RRP1B	0.17381	0.18021	0.1452	0.45192	0.19107
RRP36	0.09235	0.12724	0.04604	0.20483	0.17002
RRP7A	0.36996	0.3968	0.32818	0.73035	0.26908
RRP8	0.13922	0.08741	0.05634	0.10392	0.02667
RRP9	0.05619	0.06508	0.04119	0.10295	0.02192
RRS1	0.03152	0.05098	0.04632	0.02613	0.0536
RSAD1	0.11026	0.21921	0.06254	0.01936	0.07041
RSAD2	0.1637	0.18147	0.21773	0.06717	0.1371
RSBN1	0.37946	0.11672	0.15027	0.31813	0.23316
RSBN1L	0.27791	0.14905	0.20365	0.41718	0.36502
RSC1A1	0.02198	0.03169	0.01749	0.01776	0.00508
RSF1	0.49493	0.37331	0.34899	0.66981	0.66308
CPLANE2	0	0.00357	0.00229	0	0
RSL1D1	0.54027	0.54545	0.70296	0.75592	0.63531
RSL24D1	0.11665	0.13885	0.10601	0.20646	0.19337
RSPH1	0.00162	0.00772	0.00502	0.00175	0.01136
RSPH3	0.28922	0.35703	0.29279	0.18459	0.23757
RSPH4A	0.00258	0.00175	0.0017	0.00164	0.03302
RSPRY1	0.12075	0.21357	0.15749	0.22747	0.15993
RSRC1	0.24631	0.23607	0.30595	0.53541	0.30145
RSRC2	0.70383	0.49195	0.57692	1.3937	0.77711
RSU1	0.16599	0.19922	0.20631	0.26725	0.14408
RTBDN	0.00159	0.00667	0.0069	0.00094	0.00813
RTCA	0.14875	0.13641	0.07171	0.09853	0.09313
RTCB	0.08854	0.20943	0.18313	0.31838	0.17004
RTEL1	0.02087	0.04355	0.03538	0.10051	0.02946
RTF1	0.575	0.54364	0.53375	0.944	0.71733
RTF2	0.36012	0.48658	0.42851	0.61362	0.38205
RTKN	0.05642	0.19814	0.05616	0.00108	0.00219
RTKN2	0.05615	0.01721	0.00671	0.10988	0.01154
RTN1	0.00635	0.0054	0.04634	0	0
RTN2	0	0.01431	0.04281	0	0.0032
RTN3	0.19005	0.48806	0.40123	0.35356	0.28747
RTN4	0.5038	0.94912	1.14925	0.61534	0.2272
RTN4IP1	0.01014	0.04825	0.00535	0.05037	0.01344
RTN4R	0.00569	0.01827	0.01682	0	0
RTN4RL1	0.00263	0.01256	0.00616	0	3e-04
RTN4RL2	0.0435	0.14868	0.0341	0.01881	0.00724
RTP3	0.02187	0.13657	0.04821	0.00206	0.0086
RTP4	0.01237	0.02302	0.01081	0.03148	0.01956
RTTN	0.03181	0.02663	0.01206	0.0534	0.0067
RUFY1	0.14901	0.15212	0.18389	0.24649	0.09954
RUFY2	0.1335	0.13656	0.09177	0.03072	0.09707
RUFY3	0.15022	0.2704	0.38314	0.18148	0.11018
RUFY4	0.00198	0.00081	0.01068	0.00521	0.0217
RUNDC1	0.30056	0.29828	0.26319	0.26191	0.31237
RUNDC3B	0.003	0.0382	0.0036	3e-04	0
RUNX1	0.12848	0.03281	0.19422	0.2272	0.1742
RUNX1T1	0.00891	0.0096	0.00502	0.00535	0.00954
RUNX2	0.04634	0.00081	0.01005	0.01904	0.02686
RUNX3	0.77071	0.0263	0.09084	0.77722	0.3484
RUSC1	0.07997	0.16114	0.14923	0.08455	0.01417
RUSC1-AS1	0.00377	0.00189	0.00191	0.00039	0.00143
RUSC2	0.01017	0.0149	0.00429	0	0
RUVBL1	0.07345	0.06466	0.04664	0.15096	0.04511
RUVBL2	0.09077	0.13349	0.08112	0.33456	0.13216
RWDD1	0.21077	0.21373	0.14815	0.23083	0.22889
RWDD2A	0.00226	0.04173	0.00836	0.00516	0.04406
RWDD2B	0.13375	0.10453	0.08461	0.11889	0.11317
RWDD3	0.03905	0.08965	0.06031	0.02083	0.04386
RWDD4	0.06763	0.06813	0.10023	0.14751	0.1313
RXRA	0.10848	0.40343	0.28717	0.12944	0.06979
RXRB	0.08982	0.13758	0.11579	0.12223	0.08185
RYBP	0.09716	0.15107	0.12198	0.22028	0.31871
RYK	0.09392	0.11129	0.05738	0.01564	0.02561
RYR1	0.01487	0.00101	0.00831	0.01132	0.00349
RYR2	0.00064	0.00571	0.00116	0	0
RYR3	0	0.00617	0	0	0
S100A1	0.00681	0.01137	0.00704	0	0
S100A10	0.53713	0.49188	0.60929	0.69494	0.10425
S100A11	0.2864	0.03558	0.37602	0.22274	0.1627
S100A13	0.01547	0.15087	0.07109	0.03057	0.01114
S100A14	0.02676	0.07701	0.06237	0.01946	0.00057
S100A16	0.12456	0.31251	0.17948	0.00277	0.02142
S100A4	0.88713	0.03947	0.39544	0.86028	0.21758
S100A6	0.74321	0.09934	0.44635	0.68509	0.26292
S100A8	4e-04	0.01543	0.03605	0.00979	0.00199
S100A9	0.01565	0.05567	0.29473	0.12225	0.00445
S100B	0.00097	0.00347	0.08539	0.06691	0.0019
S100P	0	0.02869	0.00391	0.01919	0
S100PBP	0.24262	0.09116	0.10918	0.25398	0.17515
S1PR1	0.00281	0.02551	0	0.04451	0
S1PR2	0.02848	0.05044	0.08408	0.06829	0.06098
S1PR3	0.03225	0.04893	0.02794	0.01546	0.04413
S1PR4	0.07992	0.0028	0.00042	0.25579	0.09605
SAA1	0.03712	0.19874	0.08465	0.00608	0.00955
SAA2	0.03159	0.08694	0.06491	0.02078	0.01767
SAA4	0	0.00198	0	0	0
SAAL1	0.02005	0.03668	0.03824	0.10405	0.01122
SAC3D1	0.02128	0.10845	0.05556	0.16575	0.01905
SACM1L	0.25233	0.13897	0.10108	0.20274	0.11206
SACS	0.0968	0.06887	0.02554	0.18195	0.08799
SAE1	0.17048	0.17003	0.09097	0.50955	0.07123
SAFB	0.32193	0.23225	0.2279	0.53281	0.27922
SAFB2	0.33241	0.27903	0.26778	0.5244	0.38099
SAGE1	0	0.02912	0.03276	0.00295	0
SALL1	0.01209	0.11379	0.03273	0.00833	0.00236
SALL2	0.00082	0.01985	0.00774	0.00044	0
SALL4	0.02146	0.04761	0.00682	0.00154	0.00051
SAMD1	0.05573	0.08335	0.10563	0.10545	0.04202
SAMD10	0.14728	0.0787	0.05382	0.06879	0.09466
SAMD11	0	0.00168	0	0.00164	0
SAMD12	0.01805	0.02107	0.01508	0.01963	0.07215
SAMD13	0.00075	0.00232	0.00477	0	0
SAMD15	0.00076	0.01043	0.00173	0.00534	0.01285
SAMD3	0.20581	0.00431	0.00158	0.09492	0.02908
SAMD4A	0.00793	0.06611	0.14349	0.00648	0.02959
SAMD4B	0.05448	0.12578	0.12813	0.06754	0.10884
SAMD5	0.05877	0.08362	0.09138	0.02245	0.03565
SAMD7	0.00552	0.00509	0.00657	0.00413	0.00537
SAMD8	0.24577	0.22283	0.21038	0.1748	0.28929
SAMD9	0.43826	0.05281	0.18817	0.39287	0.2751
SAMD9L	0.48614	0.04262	0.35011	0.80486	0.73349
SAMHD1	0.34153	0.08144	0.59428	0.42672	0.15923
SAMM50	0.0935	0.22985	0.0828	0.44105	0.23394
SAMSN1	0.38771	0.02338	0.42308	0.12355	0.15319
SAP130	0.05422	0.10594	0.06409	0.15706	0.09808
SAP18	0.44544	0.42192	0.31017	0.65997	0.42283
SAP25	0.12446	0.06544	0.09586	0.03872	0.04796
SAP30	0.02217	0.01263	0.01633	0.06368	0.02783
SAP30BP	0.2973	0.20286	0.317	0.69487	0.43872
SAP30L	0.10511	0.15472	0.05375	0.0932	0.07109
SAP30L-AS1	0.00035	0.00293	0.00558	0.01203	0
SAPCD1-AS1	0.01158	0.02425	0.0168	0.00196	0.00715
SAPCD2	0.02974	0.01397	0.01724	0.45152	0.01008
SAR1A	0.24785	0.29669	0.27272	0.48291	0.38882
SAR1B	0.21152	0.57752	0.21762	0.18186	0.44208
SARDH	0.04808	0.10999	0.03902	0.05826	0.00764
SARM1	0.05682	0.07735	0.04449	0.04895	0.02846
SARNP	0.31566	0.20049	0.31546	0.63778	0.23169
SARS	0.38682	0.50994	0.43432	0.6059	0.64775
SARS2	0.02934	0.09694	0.07214	0.10282	0.05685
SART1	0.047	0.05245	0.02214	0.1005	0.0624
SART3	0.19813	0.20529	0.18864	0.3421	0.11602
SASH1	0.00669	0.06983	0.33484	0.00057	0.00322
SASH3	0.44542	0.01765	0.14306	0.57536	0.22758
SASS6	0.08549	0.06686	0.04202	0.30151	0.06653
SAT1	1.14452	0.66554	2.29949	1.44531	1.48217
SAT2	0.18209	0.7268	0.39239	0.14892	0.30712
SATB1	0.11606	0.0223	0.07472	0.07013	0.03351
SATB2	0.01366	0.05484	0.0068	0.00077	0.00657
SAV1	0.02421	0.08737	0.0756	0.02087	0.0414
SAYSD1	0.03603	0.04792	0.00495	0.08529	0.02191
SBDS	0.18967	0.13221	0.13781	0.11562	0.27174
SBDSP1	0.08343	0.05048	0.02022	0.05193	0.06998
SBF1	0.08181	0.05197	0.02154	0.12066	0.04131
SBF2	0.0247	0.12549	0.09671	0.00915	0.02169
SBF2-AS1	0.02059	0.04024	0.01409	0.00482	0.01739
SBK1	0.02304	0.01717	0.01982	0.03324	0.00966
SBNO1	0.58872	0.46774	0.48431	0.74025	0.33284
SBNO2	0.06161	0.02906	0.03462	0.10302	0.06034
SBSPON	0.00161	0.01234	0.00233	0.00196	0.01131
SC5D	0.13585	0.48408	0.15095	0.02528	0.04705
SCAF1	0.01574	0.02033	0.05046	0.00362	0.01156
SCAF11	0.94853	0.9048	1.17125	1.20874	0.99154
SCAF4	0.09325	0.08019	0.08027	0.25641	0.11882
SCAF8	0.2242	0.17316	0.16182	0.19176	0.20462
SCAI	0.17952	0.12207	0.15469	0.10515	0.15695
SCAMP1	0.19485	0.23317	0.22226	0.16642	0.20824
SCAMP2	0.1942	0.20969	0.28972	0.45894	0.2943
SCAMP3	0.25041	0.4603	0.31506	0.27312	0.25088
SCAMP4	0.013	0.03728	0.03691	0.00656	0.00881
SCAMP5	0.0184	0.06183	0.03843	0.09083	0.14462
SCAND1	0.45733	0.39125	0.38094	0.70335	0.67231
SCAND2P	0.05783	0.11238	0.12021	0.07892	0.06997
SCAP	0.08367	0.1233	0.05099	0.0506	0.09834
SCAPER	0.40211	0.30806	0.34726	0.57082	0.36195
SCARA3	0.00633	0.04089	0.01245	0.00085	0.00638
SCARB1	0.09165	0.56257	0.25727	0.0611	0.02493
SCARB2	0.10482	0.42926	0.47229	0.09323	0.21574
SCARF1	0.00619	0.01332	0.04342	0.00132	0.00038
SCARF2	0.00227	0.00899	0.0095	0	0.01561
SCARNA1	0.00472	0.01191	0.01079	0.02876	0.00694
SCARNA10	0.01332	0.008	0.01777	0.00232	0.0205
SCARNA12	0	0.00397	0	0.01975	0.00956
RF00426	0.07788	0.02764	0.02148	0.07219	0.05229
RF00424	0.00037	0.00112	0.00814	0.02395	0.00995
SCARNA17	0.27168	0.22855	0.11058	0.19299	0.20472
AL356488.2	0.0179	0.02328	0.00367	0.02513	0.04153
RF00602	0.04238	0.00227	0.00925	0.01967	0.00027
SCARNA22	0.22856	0.06488	0.09491	0.66701	0.20446
SCARNA5	0.04183	0.02802	0.01551	0.10926	0.04456
SCARNA6	0.00726	0.00221	0	0	0
SCARNA7	0.0634	0.07414	0.03014	0.0289	0.12242
SCARNA9	0.1151	0.2003	0.29228	0.09665	0.09163
SCCPDH	0.11362	0.47201	0.19516	0.19259	0.05852
SCD	0.71738	2.28827	1.3324	0.41577	0.09915
SCD5	0.03574	0.00854	0.00183	0.03884	0.02778
SCFD1	0.16539	0.17702	0.13102	0.2019	0.38622
SCFD2	0.04491	0.04348	0.04136	0.07994	0.05175
SCG3	0.00281	0.00193	0	0.00426	0.00041
SCG5	0.00254	0.04756	0.01325	0.00571	0.00792
SCGB1B2P	0.01134	0.01992	0.01283	0.00299	0.00461
SCGB1D2	0	0.01352	0.00426	0	0
SCGB2A1	0.00142	0.01483	0.01522	0	0
SCGB2B2	0.00093	0.00385	0.00371	0.00539	6e-04
SCGN	0.00308	0.03192	0.01135	0	0
SCIMP	0.0821	0.09764	0.31728	0.10177	0.26826
SCIN	0.03741	0.05003	0.05142	0.03444	0.03614
SCLT1	0.20776	0.0488	0.19048	0.57139	0.19745
SCLY	0	0.0017	0	0	0
SCMH1	0.01003	0.03504	0.02484	0.08202	0.03191
SCML1	0.01849	0.14379	0.08811	0.00044	0.00027
SCML2	0.00347	0.02579	0.00622	0.05475	0.0032
SCML4	0.44317	0.03498	0.02768	0.21091	0.14639
SCN11A	0.26004	0.23591	0.26169	0.2263	0.33704
SCN1A	0	0.00249	0	0	0
SCN1B	0.00776	0.04337	0.13454	0.05177	0.0028
SCN2A	0	0.00522	0.00424	0	0
SCN2B	0.11909	0.11888	0.21424	0.07426	0.08603
SCN3B	9e-04	0.0019	0.00085	0	0.00836
SCN4B	0	0.00835	0.00251	0	0
SCN8A	0.02497	0.15025	0.06229	0.0067	0.00868
SCN9A	0.02214	0.11348	0.10197	0.0224	0.01379
SCNM1	0.00852	0.01241	0.0116	0.01015	0.00543
SCNN1A	0	0.01198	0	0	0.00054
SCNN1B	0.00576	0.00048	0	0.00137	0.04242
SCNN1D	0.00358	0.07027	0.02142	0.00406	0.00955
SCO1	0.10327	0.0799	0.04914	0.17108	0.07838
SCO2	0.06233	0.07375	0.15971	0.16285	0.11844
SCOC	0.11563	0.20167	0.09106	0.13991	0.13903
SCP2	0.29422	0.84553	0.49161	0.16653	0.13406
SCPEP1	0.06885	0.08345	0.08622	0.04591	0.06462
SCRIB	0.04517	0.15021	0.12762	0.06545	0.02329
SCRN1	0.00166	0.02286	0.03676	0.04234	0.04355
SCRN2	0.05975	0.13839	0.05932	0.07148	0.10922
SCRN3	0.03264	0.04351	0.02638	0.01503	0.016
SCUBE1	0.00388	0.08149	0.00691	0	0
SCUBE2	0	0.00321	0.00435	0	0
SCUBE3	0.00691	0.01316	0.02199	0.00766	0.00889
SCYL1	0.1034	0.10472	0.06012	0.14112	0.10835
SCYL2	0.13632	0.18018	0.12337	0.15546	0.1425
SCYL3	0.00165	0.03611	0.01778	0.06537	0.01764
SDAD1	0.21287	0.21371	0.22449	0.33944	0.33194
SDC1	0.20646	1.12253	0.31231	0.18771	1.23114
SDC2	0.11473	0.76607	0.28201	0.01868	0.00695
SDC3	0.01819	0.04385	0.33561	0	0.01318
SDC4	0.07123	0.39432	0.17444	0.05273	0.00691
SDCBP	0.25586	0.27922	0.71606	0.27329	0.10759
SDCBP2-AS1	0.04732	0.04181	0.01288	0.04524	0.04919
ENTR1	0.07585	0.08691	0.0902	0.04503	0.10666
SDCCAG8	0.12178	0.14562	0.29366	0.17112	0.12412
SDE2	0.11028	0.09184	0.08179	0.11388	0.08759
SDF2	0.11245	0.08899	0.08076	0.12558	0.05242
SDF2L1	0.24856	0.36669	0.23839	0.75997	1.0304
SDF4	0.14594	0.26679	0.15647	0.20316	0.26371
SDHA	0.11848	0.41477	0.17889	0.27391	0.16443
SDHAF1	0.0852	0.10619	0.02266	0.11081	0.1062
SDHAF2	0.20277	0.1444	0.09939	0.20975	0.10903
SDHAP1	0.03166	0.02979	0.02822	0.05357	0.01074
SDHAP2	0.01456	0.02984	0.04644	0.01646	0.01376
SDHAP3	0.01615	0.05556	0.04659	0.01842	0.04865
SDHB	0.11057	0.2918	0.19927	0.12831	0.12177
SDHC	0.13192	0.17376	0.12666	0.08271	0.04806
SDHD	0.08818	0.26489	0.15237	0.16531	0.0287
SDK1	0	0.00794	0	0	0
SDK2	0.00829	0.02803	0.01803	0.03533	0.00239
CAVIN2	0.01008	0.04007	0.02907	0.00083	0
SDR16C6P	0.00051	0.00103	0	0	0.00229
SDR39U1	0.07863	0.11548	0.03905	0.16741	0.16185
SDS	0.01654	0.07392	0.08524	0.01074	0.00281
SDSL	0.01892	0.08669	0.13379	0.00433	0.00731
SEC11A	0.24773	0.2144	0.20468	0.37324	0.15109
SEC11C	0.30284	0.5605	0.28281	0.57924	1.59334
SEC13	0.15604	0.22862	0.14091	0.39011	0.43575
SEC14L1	0.08124	0.06197	0.17149	0.34334	0.89514
SEC14L1P1	0.02676	0.01797	0.01964	0	0.00261
SEC14L2	0.06026	0.2667	0.09201	0.0267	0.03611
SEC14L3	0.00248	0.00588	0.00304	0.00096	0.00099
SEC14L4	0.16666	0.23688	0.20892	0.15479	0.20645
SEC14L5	0.02989	0.04481	0.04691	0.03245	0.03045
SEC16A	0.18498	0.2818	0.16465	0.1805	0.35247
SEC16B	0.00624	0.06616	0.00884	0.00279	0.00886
SEC1P	0.09645	0.09204	0.08707	0.06233	0.06546
SEC22A	0.0299	0.06996	0.03832	0.09209	0.06059
SEC22B	0.05215	0.10972	0.07678	0.04228	0.10546
SEC22C	0.25224	0.2595	0.25922	0.2997	0.21284
SEC23A	0.09363	0.14743	0.10688	0.12698	0.07609
SEC23B	0.04743	0.09582	0.03783	0.12315	0.13746
SEC23IP	0.13352	0.16514	0.12609	0.21468	0.10218
SEC24A	0.08287	0.18093	0.13064	0.17806	0.37208
SEC24B	0.07768	0.07632	0.0715	0.11656	0.12268
SEC24B-AS1	0.00663	0.00704	0.00366	0.00192	0.00058
SEC24C	0.12126	0.18344	0.09393	0.08146	0.10073
SEC24D	0.03892	0.0772	0.0793	0.09951	0.20506
SEC31A	0.3233	0.4765	0.3427	0.51492	0.73812
SEC31B	0.09699	0.04314	0.02019	0.23194	0.14651
SEC61A1	0.24282	0.42401	0.22205	0.36122	0.80223
SEC61A2	0.01373	0.05023	0.01403	0.01912	0
SEC61B	0.2183	0.24357	0.14562	0.39585	0.59551
SEC61G	0.10441	0.15576	0.16602	0.21206	0.28837
SEC62	0.79113	1.73177	1.18211	0.92406	1.98819
SEC63	0.38151	0.7209	0.48006	0.70588	0.84485
SECISBP2	0.17224	0.14071	0.11993	0.30284	0.26502
SECISBP2L	0.22184	0.20801	0.21235	0.19557	0.26248
SECTM1	0.01714	0.01944	0.16145	0	0.02329
SEH1L	0.02735	0.09589	0.02168	0.08076	0.01777
SEL1L	0.41491	0.74438	0.43523	0.58872	1.71774
SEL1L3	0.28893	0.05951	0.11383	0.63155	1.95219
SELE	0	0.00372	0	0	0
SELENBP1	0.07103	0.50096	0.12825	0.00768	0.01402
SELL	0.12818	0.00523	0.05925	0.11057	0.0609
SELPLG	0.38112	0.02247	0.30147	0.50127	0.36318
SEMA3A	0	0.01804	0.00835	0.00037	0
SEMA3B	0.00433	0.02357	0.00063	0	0.00348
SEMA3B-AS1	0	0.00485	0.00241	0	0
SEMA3C	0.00195	0.04346	0.00229	0	0
SEMA3D	0.0053	0.01123	0.00162	0	0
SEMA3E	0.0769	0.12228	0.08218	0.08913	0.06541
SEMA3F	0	0.00677	0.01291	0	0
SEMA3G	0.00041	0.00326	0.00948	0	0
SEMA4A	0.01596	0.0067	0.12262	0.06593	0.15486
SEMA4B	0.02926	0.08405	0.01307	0.01625	0.06773
SEMA4C	0.0222	0.03513	0.04793	0.01317	0.00792
SEMA4D	0.53037	0.02863	0.09198	0.56964	0.35322
SEMA4F	0.25623	0.30641	0.24069	0.2047	0.30221
SEMA4G	0.06789	0.27225	0.09627	0.02361	0.0503
SEMA5A	0.06375	0.05801	0.07119	0.02928	0.03301
SEMA5B	0	0.0062	0.00262	0	0
SEMA6A	0.04044	0.14988	0.07663	0.01453	0.00057
SEMA6C	0.00605	0.05127	0.01293	0.00107	0.00022
SEMA6D	0.00241	0.01176	0.01043	0.0011	0.00155
SEMA7A	0.01278	0.00546	0.01418	0.01942	0.01443
SENP1	0.08352	0.05811	0.07068	0.13385	0.08816
SENP2	0.10773	0.16144	0.08396	0.0983	0.13104
SENP3	0.00211	0.01022	0.00795	0.00802	0.00631
SENP5	0.19197	0.18046	0.14582	0.20753	0.1202
SENP6	0.3109	0.32333	0.3621	0.33021	0.27502
SENP7	0.34233	0.12982	0.08611	0.2316	0.26544
SENP8	9e-04	0.00379	0.00134	0.00959	0
SEPHS1	0.099	0.20576	0.10797	0.2456	0.15833
SEPHS2	0.43761	1.53254	0.69007	0.22538	0.12736
SEPSECS	0.03556	0.14616	0.07733	0.03077	0.03406
SEPT7P2	0.07404	0.10348	0.04684	0.06287	0.08005
SERAC1	0.02919	0.05941	0.03922	0.05817	0.03221
SERBP1	0.78941	0.88133	0.79732	1.43523	0.80351
SERF2	1.85393	1.65743	1.52549	2.1351	1.81622
SERGEF	0.06077	0.11914	0.09252	0.0528	0.0346
SERHL	0	0.00184	0.00257	0	0
SERHL2	0.00039	0.00356	0	0.00086	0
SERINC1	0.31878	0.60406	0.43154	0.22535	0.42227
SERINC2	0.08953	0.48553	0.12715	0.03011	0.02972
SERINC3	0.29733	0.51587	0.33288	0.34522	0.32263
SERINC5	0.13625	0.42532	0.23572	0.0919	0.05843
SERP1	0.35013	0.35682	0.35711	0.57318	0.80148
SERP2	0.01307	0.01222	5e-04	0.01558	0.02367
SERPINA1	0.50832	2.12108	1.06227	0.19216	0.16559
SERPINA10	0.0429	0.20867	0.07364	0.00321	0.01204
SERPINA11	0.0147	0.21204	0.03993	0.00168	0.01724
SERPINA12	0.00314	0.00464	0.00462	0	0
SERPINA3	0.22206	1.49514	0.49904	0.08513	0.03499
SERPINA4	0.03392	0.22075	0.03411	0.03172	0.02853
SERPINA5	0.11802	0.76429	0.21763	0.01738	0.01132
SERPINA6	0.11337	0.70988	0.27381	0.06413	0.00359
SERPINA7	0.01639	0.08879	0.00255	0	0.0032
SERPINB1	0.22036	0.19314	0.28967	0.28341	0.14251
SERPINB10	0.01845	0.03554	0.02895	0.00421	0.03328
SERPINB11	0	0.00127	0.00475	0	0.00016
SERPINB12	0.01714	0.03741	0.02677	0.02396	0.03405
SERPINB6	0.13227	0.36366	0.4815	0.24312	0.11239
SERPINB8	0.05425	0.02739	0.08696	0.05525	0.04644
SERPINB9	0.13877	0.0346	0.12239	0.18575	0.0618
SERPINC1	0.20369	1.29474	0.36207	0.04218	0.08331
SERPIND1	0.18388	1.21806	0.32468	0.06475	0.08993
SERPINE1	0.06898	0.342	0.12614	0.02802	0.04306
SERPINE2	0.02254	0.02705	0.00055	0.04774	0.00167
SERPINF1	0.09452	0.48192	0.1743	0.02194	0.04857
SERPINF2	0.13937	1.22321	0.30929	0.03306	0.02714
SERPING1	0.49265	1.99986	0.9311	0.22961	0.23601
SERPINH1	0.0314	0.08738	0.04908	0.0092	0.00033
SERPINI1	0.01643	0.06158	0.01827	0.05132	0.15202
SERTAD1	0.10061	0.0516	0.12545	0.08302	0.16506
SERTAD2	0.2182	0.12807	0.15358	0.30609	0.16249
SERTAD3	0.01379	0.02055	0.04213	0	0.00798
SERTAD4	0	0.00952	0.00227	0	0
SERTAD4-AS1	0	0.0067	0	0	0.00286
SESN1	0.04608	0.05308	0.16601	0.03806	0.10179
SESN2	0.06799	0.09919	0.08639	0.04029	0.04464
SESN3	0.20744	0.22638	0.2811	0.11026	0.08979
SESTD1	0.04979	0.25577	0.15719	0.0281	0.01294
SET	0.88315	0.45393	0.76046	1.33568	0.79458
SETBP1	0.16597	0.07403	0.08919	0.17988	0.2064
SETD1A	0.07572	0.07312	0.02272	0.06854	0.08373
SETD1B	0.07674	0.10528	0.05267	0.0834	0.05407
SETD2	0.64374	0.60952	0.64844	0.85646	0.58745
SETD3	0.1498	0.1761	0.21464	0.20678	0.07458
SETD4	0.04165	0.08473	0.04667	0.06258	0.04304
SETD5	0.37859	0.46104	0.36559	0.46764	0.44956
SETD6	0.03498	0.03552	0.00022	0.03388	0.02893
SETD7	0.08045	0.22008	0.14995	0.07951	0.02903
SETD9	0.00138	0.01152	0.01232	0	0.02165
SETDB1	0.08067	0.13175	0.10482	0.14261	0.067
SETDB2	0.07843	0.05709	0.08103	0.09914	0.15675
SETMAR	0.0128	0.04762	0.04002	0.0401	0.02085
SETSIP	0.00409	0.00217	0	0	0.00115
SETX	0.7556	0.3283	0.56244	0.72342	0.62377
SEZ6	0	0.00311	0	0	0
SEZ6L2	0.05142	0.29213	0.06229	0	0
SF1	0.45504	0.56196	0.51337	0.73327	0.38483
SF3A1	0.22508	0.23047	0.21359	0.36063	0.16957
SF3A2	0.07956	0.04825	0.05502	0.10559	0.06073
SF3A3	0.22112	0.24701	0.19049	0.51767	0.16646
SF3B1	1.08788	0.7421	0.68341	1.19814	1.07831
SF3B2	0.70641	0.91231	0.75359	1.09682	0.70753
SF3B3	0.2807	0.25529	0.21528	0.38406	0.18838
SF3B4	0.11204	0.15839	0.10973	0.1155	0.06602
SF3B5	0.62446	0.50573	0.44411	0.97546	0.72293
SFI1	0.16478	0.04431	0.05782	0.16459	0.06396
SFMBT1	0.06967	0.14531	0.16244	0.18078	0.14961
SFMBT2	0.22491	0.01429	0.19965	0.19083	0.18293
SFN	0.00562	0.0551	0.00345	0.0014	0.00181
SFPQ	1.17148	0.81577	1.11417	1.88887	1.0955
SFR1	0.00999	0.0173	0.03902	0.02363	0.00534
SFSWAP	0.21847	0.24434	0.25553	0.42955	0.18218
SFT2D1	0.0952	0.03888	0.08834	0.19112	0.12288
SFT2D2	0.03145	0.03347	0.0116	0.03734	0.03582
SFT2D3	0.00719	0.02832	0.00833	0.02579	0.01998
SFTPB	0.07111	0.08056	0.03692	0.03532	0.08209
SFTPD	0	0.00695	0.00087	0	0
SFXN1	0.32546	0.48314	0.24348	0.38652	0.24097
SFXN2	0.05783	0.04724	0.02654	0.02324	0.0254
SFXN3	0.07042	0.0178	0.08385	0.0437	0.05968
SFXN4	0.03467	0.1714	0.13147	0.06095	0.07205
SFXN5	0.04026	0.1544	0.04443	0.03044	0.02727
SGCB	0.03179	0.02338	0.00843	0.05893	0.02796
SGCE	0.01785	0.09465	0.02176	0	0.00241
SGIP1	0	0.05003	0.0051	0	0
SGK1	0.0743	0.11008	0.50628	0.14767	0.14877
SGK2	0.03034	0.1417	0.02036	5e-04	0.00559
SGK494	0.13053	0.15888	0.14463	0.08091	0.12519
SGMS1	0.13409	0.13226	0.1189	0.06841	0.06824
SGMS2	0.01476	0.04846	0.03585	0.00188	0
SGPL1	0.06888	0.16984	0.1916	0.20348	0.04067
SGPP1	0.04531	0.04724	0.05433	0.04586	0.00411
SGPP2	0.20139	0.14853	0.0829	0.11784	0.10469
SGSH	0.0421	0.02173	0.04508	0.02656	0.00771
SGSM1	0.12108	0.10508	0.0873	0.07513	0.09397
SGSM2	0.0571	0.09098	0.07032	0.03531	0.04703
SGSM3	0.04998	0.05748	0.08268	0.04954	0.05689
SGTA	0.11474	0.2127	0.17052	0.25188	0.1657
SGTB	0.14528	0.1693	0.21387	0.09208	0.16738
SH2B1	0.1208	0.09519	0.07864	0.04235	0.08478
SH2B2	0.00069	0.00998	0.01366	0.03097	0.00795
