Cell,UMAP_1,UMAP_2,Cluster,Celltype..malignancy.,Celltype..major.lineage.,Celltype..minor.lineage.,Patient,Sample,Tissue,Risk.Factor,RiskFactorScore
HCC9_COL12_ROW7,3.32870195427911,-1.86441425743395,6,Immune cells,Mono/Macro,Mono/Macro,Patient 9,Patient 9,Tumor,-0.237460020282393,-0.237460020282393
HCC9_COL12_ROW8,0.320358615312737,14.3240468078584,3,Malignant cells,Malignant,Malignant,Patient 9,Patient 9,Tumor,-0.18168343864576,-0.18168343864576
HCC9_COL12_ROW9,0.319148998651665,14.5464283996553,3,Malignant cells,Malignant,Malignant,Patient 9,Patient 9,Tumor,0.604259302597707,0.604259302597707
HCC9_COL13_ROW1,-1.13144747545941,11.687088685605,3,Malignant cells,Malignant,Malignant,Patient 9,Patient 9,Tumor,0.549496840627194,0.549496840627194
HCC9_COL13_ROW10,-1.67995949467643,9.94881411132521,10,Malignant cells,Malignant,Malignant,Patient 9,Patient 9,Tumor,-0.264763242062563,-0.264763242062563
HCC9_COL13_ROW11,-0.0905082412622751,13.9065205627412,3,Malignant cells,Malignant,Malignant,Patient 9,Patient 9,Tumor,-0.184413760823777,-0.184413760823777
HCC9_COL13_ROW12,-2.83353807410224,13.8697402053804,2,Malignant cells,Malignant,Malignant,Patient 9,Patient 9,Tumor,0.597784538575552,0.597784538575552
HCC9_COL13_ROW13,-1.25256588874384,13.5482918792695,3,Malignant cells,Malignant,Malignant,Patient 9,Patient 9,Tumor,-0.194398939074811,-0.194398939074811
HCC9_COL13_ROW14,-0.800557900276023,14.3864419036836,3,Malignant cells,Malignant,Malignant,Patient 9,Patient 9,Tumor,-0.194554957484983,-0.194554957484983
HCC9_COL13_ROW15,-1.66414405783637,11.3024947219819,2,Malignant cells,Malignant,Malignant,Patient 9,Patient 9,Tumor,0.572275528512364,0.572275528512364
HCC9_COL13_ROW16,-0.880944211091834,14.6447827392549,3,Malignant cells,Malignant,Malignant,Patient 9,Patient 9,Tumor,0.589281535221156,0.589281535221156
HCC9_COL13_ROW17,-2.55862225970252,12.1103703552217,2,Malignant cells,Malignant,Malignant,Patient 9,Patient 9,Tumor,-0.232857477182308,-0.232857477182308
HCC9_COL13_ROW18,-2.24466099223121,12.2199494415254,2,Malignant cells,Malignant,Malignant,Patient 9,Patient 9,Tumor,0.518683204618145,0.518683204618145
HCC9_COL13_ROW19,0.163931112680596,13.9089257293672,3,Malignant cells,Malignant,Malignant,Patient 9,Patient 9,Tumor,-0.183555659567829,-0.183555659567829
HCC9_COL13_ROW2,-3.66001083334907,13.978345590207,2,Malignant cells,Malignant,Malignant,Patient 9,Patient 9,Tumor,0.579218347765036,0.579218347765036
HCC9_COL13_ROW20,0.435284953508538,14.2904107147188,3,Malignant cells,Malignant,Malignant,Patient 9,Patient 9,Tumor,-0.191668616896794,-0.191668616896794
HCC9_COL13_ROW21,-3.87398316344245,11.4085385375947,2,Malignant cells,Malignant,Malignant,Patient 9,Patient 9,Tumor,0.293002574303768,0.293002574303768
HCC9_COL13_ROW22,-1.37583516916259,13.6867892318696,3,Malignant cells,Malignant,Malignant,Patient 9,Patient 9,Tumor,-0.193306810203604,-0.193306810203604
HCC9_COL13_ROW23,-1.96392031392081,12.908521371457,3,Malignant cells,Malignant,Malignant,Patient 9,Patient 9,Tumor,0.561432249005383,0.561432249005383
HCC9_COL13_ROW24,-1.36132227262481,12.1335331970186,3,Malignant cells,Malignant,Malignant,Patient 9,Patient 9,Tumor,-0.278570871362821,-0.278570871362821
HCC9_COL13_ROW26,-0.766060341205436,14.222902017209,3,Malignant cells,Malignant,Malignant,Patient 9,Patient 9,Tumor,0.6031671737265,0.6031671737265
HCC9_COL13_ROW27,-2.34258808573707,11.3701932006807,2,Malignant cells,Malignant,Malignant,Patient 9,Patient 9,Tumor,0.585693111787191,0.585693111787191
HCC9_COL13_ROW28,-0.90952183684333,14.1606576019258,3,Malignant cells,Malignant,Malignant,Patient 9,Patient 9,Tumor,-0.18847023948826,-0.18847023948826
HCC9_COL13_ROW29,-0.261015731897193,13.6970555358858,3,Malignant cells,Malignant,Malignant,Patient 9,Patient 9,Tumor,0.569155160308917,0.569155160308917
HCC9_COL13_ROW3,-1.17672918369992,8.05013104018873,10,Malignant cells,Malignant,Malignant,Patient 9,Patient 9,Tumor,0.403229581090569,0.403229581090569
HCC9_COL13_ROW30,-0.203345913495857,13.7191483550996,3,Malignant cells,Malignant,Malignant,Patient 9,Patient 9,Tumor,-0.214447304781964,-0.214447304781964
HCC9_COL13_ROW31,-2.70825554808601,10.879546838376,2,Malignant cells,Malignant,Malignant,Patient 9,Patient 9,Tumor,0.543646150245729,0.543646150245729
HCC9_COL13_ROW32,-1.19838134950026,14.365853982541,3,Malignant cells,Malignant,Malignant,Patient 9,Patient 9,Tumor,0.553241282471332,0.553241282471332
HCC9_COL13_ROW33,-1.7838964053057,12.9154402786226,2,Malignant cells,Malignant,Malignant,Patient 9,Patient 9,Tumor,-0.252281769248771,-0.252281769248771
HCC9_COL13_ROW34,-2.86117126425727,12.0843913131685,2,Malignant cells,Malignant,Malignant,Patient 9,Patient 9,Tumor,0.589047507605897,0.589047507605897
HCC9_COL13_ROW35,2.6867160610296,-1.02486185493761,6,Immune cells,Mono/Macro,Mono/Macro,Patient 9,Patient 9,Tumor,-0.195725095561276,-0.195725095561276
HCC9_COL13_ROW36,2.82017086068169,-0.945534986880356,6,Immune cells,Mono/Macro,Mono/Macro,Patient 9,Patient 9,Tumor,-0.225056556673688,-0.225056556673688
HCC9_COL13_ROW37,-3.02813066920264,11.4422442489595,2,Malignant cells,Malignant,Malignant,Patient 9,Patient 9,Tumor,-0.255168109836961,-0.255168109836961
HCC9_COL13_ROW38,-1.43506925186141,12.9511639648408,3,Malignant cells,Malignant,Malignant,Patient 9,Patient 9,Tumor,0.428972618769015,0.428972618769015
HCC9_COL13_ROW39,-1.65100162109359,9.86675615844435,10,Malignant cells,Malignant,Malignant,Patient 9,Patient 9,Tumor,0.565644746080038,0.565644746080038
HCC9_COL13_ROW4,-1.25289784749969,8.19617529449171,10,Malignant cells,Malignant,Malignant,Patient 9,Patient 9,Tumor,-0.316093299009283,-0.316093299009283
HCC9_COL13_ROW40,-3.02731682738288,12.0059964233369,2,Malignant cells,Malignant,Malignant,Patient 9,Patient 9,Tumor,0.414540915828068,0.414540915828068
HCC9_COL13_ROW5,-1.05529643973334,14.66646929321,3,Malignant cells,Malignant,Malignant,Patient 9,Patient 9,Tumor,-0.197831344098604,-0.197831344098604
HCC9_COL13_ROW6,-3.41379358252509,11.1475703292818,2,Malignant cells,Malignant,Malignant,Patient 9,Patient 9,Tumor,-0.318277556751697,-0.318277556751697
HCC9_COL13_ROW7,-3.59021355589851,14.0102746063203,2,Malignant cells,Malignant,Malignant,Patient 9,Patient 9,Tumor,0.591777829783914,0.591777829783914
HCC9_COL13_ROW8,-3.71039678534492,13.1512734466524,2,Malignant cells,Malignant,Malignant,Patient 9,Patient 9,Tumor,0.5183711677978,0.5183711677978
HCC9_COL13_ROW9,-1.22815776016562,14.4775883727998,3,Malignant cells,Malignant,Malignant,Patient 9,Patient 9,Tumor,0.526016069896248,0.526016069896248
HCC9_COL14_ROW1,-0.0902155824564279,14.4526030593843,3,Malignant cells,Malignant,Malignant,Patient 9,Patient 9,Tumor,0.554801466573056,0.554801466573056
HCC9_COL14_ROW10,-2.10718413075431,12.2958886199922,2,Malignant cells,Malignant,Malignant,Patient 9,Patient 9,Tumor,0.594664170372104,0.594664170372104
HCC9_COL14_ROW11,-2.56414951762183,12.4137246185274,2,Malignant cells,Malignant,Malignant,Patient 9,Patient 9,Tumor,-0.27201809813558,-0.27201809813558
HCC9_COL14_ROW12,-1.18578692158683,13.9657361083955,3,Malignant cells,Malignant,Malignant,Patient 9,Patient 9,Tumor,-0.201575785942741,-0.201575785942741
HCC9_COL14_ROW13,-0.97404261311515,14.0516459518403,3,Malignant cells,Malignant,Malignant,Patient 9,Patient 9,Tumor,0.553241282471332,0.553241282471332
HCC9_COL14_ROW14,-3.18662359198554,13.7418963485689,2,Malignant cells,Malignant,Malignant,Patient 9,Patient 9,Tumor,0.590763710117794,0.590763710117794
HCC9_COL14_ROW15,-2.75316061457618,11.8153407150239,2,Malignant cells,Malignant,Malignant,Patient 9,Patient 9,Tumor,0.557765816366331,0.557765816366331
HCC9_COL14_ROW16,0.206550698671502,14.305478768918,3,Malignant cells,Malignant,Malignant,Patient 9,Patient 9,Tumor,-0.182541539901708,-0.182541539901708
HCC9_COL14_ROW17,-2.12719031056388,11.8187863403291,2,Malignant cells,Malignant,Malignant,Patient 9,Patient 9,Tumor,-0.245650986816444,-0.245650986816444
HCC9_COL14_ROW18,-1.66286068042739,13.830643373105,3,Malignant cells,Malignant,Malignant,Patient 9,Patient 9,Tumor,-0.185895935720415,-0.185895935720415
HCC9_COL14_ROW19,-2.98168160399421,13.7329928451509,2,Malignant cells,Malignant,Malignant,Patient 9,Patient 9,Tumor,0.585849130197363,0.585849130197363
HCC9_COL14_ROW2,-0.0198562332056345,14.1465842300386,3,Malignant cells,Malignant,Malignant,Patient 9,Patient 9,Tumor,-0.183867696388174,-0.183867696388174
HCC9_COL14_ROW20,-1.41516909381374,12.3499419265718,3,Malignant cells,Malignant,Malignant,Patient 9,Patient 9,Tumor,0.59536625321788,0.59536625321788
HCC9_COL14_ROW21,8.40399072686211,-6.38811759414964,4,Immune cells,CD8T,CD8T,Patient 9,Patient 9,Tumor,0.432951088228411,0.432951088228411
HCC9_COL14_ROW22,-1.38234177609904,14.1387259536714,3,Malignant cells,Malignant,Malignant,Patient 9,Patient 9,Tumor,0.449098993681254,0.449098993681254
HCC9_COL14_ROW23,-2.9216356464289,10.6392352157564,2,Malignant cells,Malignant,Malignant,Patient 9,Patient 9,Tumor,0.403151571885482,0.403151571885482
HCC9_COL14_ROW24,-1.37244393309577,8.41861649093336,10,Malignant cells,Malignant,Malignant,Patient 9,Patient 9,Tumor,-0.252125750838599,-0.252125750838599
HCC9_COL14_ROW25,-3.21466209372504,10.8361823135347,2,Malignant cells,Malignant,Malignant,Patient 9,Patient 9,Tumor,0.568219049847882,0.568219049847882
HCC9_COL14_ROW27,-1.35928030690177,11.6084782653779,2,Malignant cells,Malignant,Malignant,Patient 9,Patient 9,Tumor,-0.232779467977221,-0.232779467977221
HCC9_COL14_ROW28,0.155576687250298,14.3939406448335,3,Malignant cells,Malignant,Malignant,Patient 9,Patient 9,Tumor,-0.185115843669553,-0.185115843669553
HCC9_COL14_ROW29,-1.7638369389437,10.2557971054048,2,Malignant cells,Malignant,Malignant,Patient 9,Patient 9,Tumor,-0.247289180123255,-0.247289180123255
HCC9_COL14_ROW30,-2.19163526972755,11.6209952407808,2,Malignant cells,Malignant,Malignant,Patient 9,Patient 9,Tumor,0.513924643107887,0.513924643107887
HCC9_COL14_ROW31,-1.51646282156928,14.0938946777315,3,Malignant cells,Malignant,Malignant,Patient 9,Patient 9,Tumor,-0.211794991809033,-0.211794991809033
HCC9_COL14_ROW32,-1.6817584224604,14.219128327939,3,Malignant cells,Malignant,Malignant,Patient 9,Patient 9,Tumor,-0.211794991809033,-0.211794991809033
HCC9_COL14_ROW33,-1.55530123790725,12.1818539672822,2,Malignant cells,Malignant,Malignant,Patient 9,Patient 9,Tumor,-0.244636867150324,-0.244636867150324
HCC9_COL14_ROW34,-2.83309807261451,12.7569710784883,2,Malignant cells,Malignant,Malignant,Patient 9,Patient 9,Tumor,0.521725563616507,0.521725563616507
HCC9_COL14_ROW35,0.222414474878472,13.8293597274751,3,Malignant cells,Malignant,Malignant,Patient 9,Patient 9,Tumor,-0.216397534909119,-0.216397534909119
HCC9_COL14_ROW36,-1.85911651333793,12.1525628143281,2,Malignant cells,Malignant,Malignant,Patient 9,Patient 9,Tumor,-0.243154692253686,-0.243154692253686
HCC9_COL14_ROW37,-2.80105580767615,10.9664494567842,2,Malignant cells,Malignant,Malignant,Patient 9,Patient 9,Tumor,0.485997347687027,0.485997347687027
HCC9_COL14_ROW38,-3.25939228018745,12.4712426238985,2,Malignant cells,Malignant,Malignant,Patient 9,Patient 9,Tumor,0.576488025587019,0.576488025587019
HCC9_COL14_ROW39,-1.86945130309089,11.1420695358247,2,Malignant cells,Malignant,Malignant,Patient 9,Patient 9,Tumor,0.584132927685467,0.584132927685467
HCC9_COL14_ROW4,-1.49553497513755,9.45503302154249,10,Malignant cells,Malignant,Malignant,Patient 9,Patient 9,Tumor,0.423667992823153,0.423667992823153
HCC9_COL14_ROW40,-3.05139054736121,11.2423684173555,2,Malignant cells,Malignant,Malignant,Patient 9,Patient 9,Tumor,0.545206334347453,0.545206334347453
HCC9_COL14_ROW5,0.639118175897759,14.0378663116426,3,Malignant cells,Malignant,Malignant,Patient 9,Patient 9,Tumor,-0.182619549106795,-0.182619549106795
HCC9_COL14_ROW6,-0.214817900266487,12.8254935317964,3,Malignant cells,Malignant,Malignant,Patient 9,Patient 9,Tumor,0.482252905842889,0.482252905842889
HCC9_COL14_ROW7,3.00927923241631,-1.22048882904344,6,Immune cells,Mono/Macro,Mono/Macro,Patient 9,Patient 9,Tumor,-0.223964427802481,-0.223964427802481
HCC9_COL14_ROW8,-2.49963786086066,11.1984746032686,2,Malignant cells,Malignant,Malignant,Patient 9,Patient 9,Tumor,0.578984320149778,0.578984320149778
HCC9_COL14_ROW9,-1.96675463398917,11.1388470703096,2,Malignant cells,Malignant,Malignant,Patient 9,Patient 9,Tumor,0.50440752008737,0.50440752008737
HCC9_COL15_ROW1,-1.35866415133699,13.8744818740816,3,Malignant cells,Malignant,Malignant,Patient 9,Patient 9,Tumor,-0.185739917310243,-0.185739917310243
HCC9_COL15_ROW10,2.47926734009759,-0.941937727358872,6,Immune cells,Mono/Macro,Mono/Macro,Patient 9,Patient 9,Tumor,0.574459786254778,0.574459786254778
HCC9_COL15_ROW11,-1.12654373427852,12.4729907089204,3,Malignant cells,Malignant,Malignant,Patient 9,Patient 9,Tumor,-0.223340354161791,-0.223340354161791
HCC9_COL15_ROW12,-1.53912683209403,9.67573423919386,10,Malignant cells,Malignant,Malignant,Patient 9,Patient 9,Tumor,-0.24861533660972,-0.24861533660972
HCC9_COL15_ROW13,-1.45067023118957,13.2477738433809,3,Malignant cells,Malignant,Malignant,Patient 9,Patient 9,Tumor,-0.212653093064982,-0.212653093064982
HCC9_COL15_ROW14,-3.66235925635322,13.0821339660615,2,Malignant cells,Malignant,Malignant,Patient 9,Patient 9,Tumor,0.580466495046415,0.580466495046415
HCC9_COL15_ROW15,-0.778208572473365,14.6138789230318,3,Malignant cells,Malignant,Malignant,Patient 9,Patient 9,Tumor,-0.200015601841017,-0.200015601841017
HCC9_COL15_ROW16,-1.21748711919411,14.3797509246797,3,Malignant cells,Malignant,Malignant,Patient 9,Patient 9,Tumor,-0.192916764178173,-0.192916764178173
HCC9_COL15_ROW17,-3.77510430296882,12.6499440246553,2,Malignant cells,Malignant,Malignant,Patient 9,Patient 9,Tumor,-0.260706763398081,-0.260706763398081
HCC9_COL15_ROW18,-0.637732643689948,14.6954800659151,6,Immune cells,Mono/Macro,Mono/Macro,Patient 9,Patient 9,Tumor,-0.19790935330369,-0.19790935330369
HCC9_COL15_ROW19,-1.98842038592322,12.5069644027681,2,Malignant cells,Malignant,Malignant,Patient 9,Patient 9,Tumor,0.586863249863484,0.586863249863484
HCC9_COL15_ROW2,-1.30526427557691,13.8989836746187,3,Malignant cells,Malignant,Malignant,Patient 9,Patient 9,Tumor,-0.189640377564553,-0.189640377564553
HCC9_COL15_ROW20,-1.7862711139582,14.3134800964326,2,Malignant cells,Malignant,Malignant,Patient 9,Patient 9,Tumor,0.567750994617365,0.567750994617365
HCC9_COL15_ROW21,-0.668666321840125,14.2287413650484,3,Malignant cells,Malignant,Malignant,Patient 9,Patient 9,Tumor,-0.185349871284812,-0.185349871284812
HCC9_COL15_ROW22,-1.74569513281806,13.1781460815401,3,Malignant cells,Malignant,Malignant,Patient 9,Patient 9,Tumor,-0.234417661284032,-0.234417661284032
HCC9_COL15_ROW23,2.53816769639031,-0.875377220538193,6,Immune cells,Mono/Macro,Mono/Macro,Patient 9,Patient 9,Tumor,-0.202667914813948,-0.202667914813948
HCC9_COL15_ROW24,-2.6868180223368,12.8829037719697,2,Malignant cells,Malignant,Malignant,Patient 9,Patient 9,Tumor,-0.248537327404634,-0.248537327404634
HCC9_COL15_ROW25,-2.27300860365852,12.9051940017671,2,Malignant cells,Malignant,Malignant,Patient 9,Patient 9,Tumor,0.489117715890475,0.489117715890475
HCC9_COL15_ROW26,-3.62739850958808,11.2862498336763,2,Malignant cells,Malignant,Malignant,Patient 9,Patient 9,Tumor,0.544582260706763,0.544582260706763
HCC9_COL15_ROW27,0.102272134218377,13.7516009384126,3,Malignant cells,Malignant,Malignant,Patient 9,Patient 9,Tumor,-0.197597316483345,-0.197597316483345
HCC9_COL15_ROW28,-3.41546108206733,12.6020857864351,2,Malignant cells,Malignant,Malignant,Patient 9,Patient 9,Tumor,0.456119822139012,0.456119822139012
HCC9_COL15_ROW29,-0.560578543748695,13.8827120834321,3,Malignant cells,Malignant,Malignant,Patient 9,Patient 9,Tumor,-0.181917466261019,-0.181917466261019
HCC9_COL15_ROW3,-0.720072109308082,14.2090746932954,3,Malignant cells,Malignant,Malignant,Patient 9,Patient 9,Tumor,-0.188782276308604,-0.188782276308604
HCC9_COL15_ROW30,-1.86762048682197,14.3000046783418,3,Malignant cells,Malignant,Malignant,Patient 9,Patient 9,Tumor,-0.199625555815586,-0.199625555815586
HCC9_COL15_ROW31,-2.24637546023353,10.289850907895,10,Malignant cells,Malignant,Malignant,Patient 9,Patient 9,Tumor,-0.262891021140495,-0.262891021140495
HCC9_COL15_ROW32,-3.8634777255915,11.9626586013765,2,Malignant cells,Malignant,Malignant,Patient 9,Patient 9,Tumor,-0.307200249629456,-0.307200249629456
HCC9_COL15_ROW33,-2.86833240469916,13.4629933410615,2,Malignant cells,Malignant,Malignant,Patient 9,Patient 9,Tumor,0.588501443170294,0.588501443170294
HCC9_COL15_ROW34,-3.25998618086799,13.8924557739229,2,Malignant cells,Malignant,Malignant,Patient 9,Patient 9,Tumor,0.58920352601607,0.58920352601607
HCC9_COL15_ROW35,-0.67028512438758,14.0000216537446,3,Malignant cells,Malignant,Malignant,Patient 9,Patient 9,Tumor,0.553319291676418,0.553319291676418
HCC9_COL15_ROW36,-1.72407640894874,14.2368161254854,2,Malignant cells,Malignant,Malignant,Patient 9,Patient 9,Tumor,-0.202433887198689,-0.202433887198689
HCC9_COL15_ROW37,-3.42827012022956,13.0675456100435,2,Malignant cells,Malignant,Malignant,Patient 9,Patient 9,Tumor,0.398861065605741,0.398861065605741
HCC9_COL15_ROW38,-3.68669917067512,12.3309571319551,2,Malignant cells,Malignant,Malignant,Patient 9,Patient 9,Tumor,0.0819096653405102,0.0819096653405102
HCC9_COL15_ROW39,-3.38793780287727,11.2943846755952,2,Malignant cells,Malignant,Malignant,Patient 9,Patient 9,Tumor,0.329744909899368,0.329744909899368
HCC9_COL15_ROW4,-3.38996102293952,10.9726149612398,2,Malignant cells,Malignant,Malignant,Patient 9,Patient 9,Tumor,0.50955612762306,0.50955612762306
HCC9_COL15_ROW40,-1.6829887219332,12.32285185394,2,Malignant cells,Malignant,Malignant,Patient 9,Patient 9,Tumor,0.55799984398159,0.55799984398159
HCC9_COL15_ROW5,0.00694511452690949,14.0635678344697,3,Malignant cells,Malignant,Malignant,Patient 9,Patient 9,Tumor,-0.187690147437398,-0.187690147437398
HCC9_COL15_ROW6,-3.32926585158332,13.9812943511934,2,Malignant cells,Malignant,Malignant,Patient 9,Patient 9,Tumor,0.582572743583743,0.582572743583743
HCC9_COL15_ROW7,-1.81923230370505,12.3106123977632,2,Malignant cells,Malignant,Malignant,Patient 9,Patient 9,Tumor,-0.248849364224979,-0.248849364224979
HCC9_COL15_ROW8,-1.02830602606757,14.635255532834,3,Malignant cells,Malignant,Malignant,Patient 9,Patient 9,Tumor,-0.194086902254466,-0.194086902254466
HCC9_COL15_ROW9,-1.4149374850653,13.828199105832,3,Malignant cells,Malignant,Malignant,Patient 9,Patient 9,Tumor,-0.192058662922225,-0.192058662922225
HCC9_COL16_ROW1,-2.90593125304206,11.5614535385103,2,Malignant cells,Malignant,Malignant,Patient 9,Patient 9,Tumor,0.526874171152196,0.526874171152196
HCC9_COL16_ROW10,-2.82350422820075,11.238472657773,2,Malignant cells,Malignant,Malignant,Patient 9,Patient 9,Tumor,0.568219049847882,0.568219049847882
HCC9_COL16_ROW11,-3.90397121390327,12.0919482284517,2,Malignant cells,Malignant,Malignant,Patient 9,Patient 9,Tumor,-0.319057648802559,-0.319057648802559
HCC9_COL16_ROW12,-0.900353301372367,12.7705227905244,3,Malignant cells,Malignant,Malignant,Patient 9,Patient 9,Tumor,0.578906310944691,0.578906310944691
HCC9_COL16_ROW13,-2.47616948565467,11.3915745788545,2,Malignant cells,Malignant,Malignant,Patient 9,Patient 9,Tumor,0.556361650674779,0.556361650674779
HCC9_COL16_ROW14,-0.415467280950385,12.7631814056367,3,Malignant cells,Malignant,Malignant,Patient 9,Patient 9,Tumor,-0.220532022778688,-0.220532022778688
HCC9_COL16_ROW15,-0.433348376359779,13.0135523849458,3,Malignant cells,Malignant,Malignant,Patient 9,Patient 9,Tumor,-0.231531320695842,-0.231531320695842
HCC9_COL16_ROW16,-0.206497330274421,14.3043915801973,3,Malignant cells,Malignant,Malignant,Patient 9,Patient 9,Tumor,-0.18230751228645,-0.18230751228645
HCC9_COL16_ROW17,0.0994739345647513,14.1748253875703,3,Malignant cells,Malignant,Malignant,Patient 9,Patient 9,Tumor,-0.202589905608862,-0.202589905608862
