Cell,UMAP_1,UMAP_2,Cluster,Celltype..malignancy.,Celltype..major.lineage.,Celltype..minor.lineage.,Patient,Sample,Tissue,Risk.Factor,RiskFactorScore
HCC5_COL9_ROW38,2.00428889313714,-12.0553076690703,11,Malignant cells,Malignant,Malignant,Patient 5,Patient 5,Tumor,-0.277010687261097,-0.277010687261097
HCC5_COL9_ROW39,4.35652826348321,-11.5704300827056,5,Malignant cells,Malignant,Malignant,Patient 5,Patient 5,Tumor,-0.190810515640846,-0.190810515640846
HCC5_COL9_ROW4,2.34909174958245,-12.325736326602,11,Malignant cells,Malignant,Malignant,Patient 5,Patient 5,Tumor,-0.293860675559716,-0.293860675559716
HCC5_COL9_ROW40,7.47264192620294,-7.27840260925584,4,Immune cells,CD8T,CD8T,Patient 5,Patient 5,Tumor,-0.249785474686013,-0.249785474686013
HCC5_COL9_ROW5,4.11855648079888,-10.6707938140898,5,Malignant cells,Malignant,Malignant,Patient 5,Patient 5,Tumor,-0.187378110617053,-0.187378110617053
HCC5_COL9_ROW6,8.02246664086358,-7.48988751831346,4,Immune cells,CD8T,CD8T,Patient 5,Patient 5,Tumor,-0.233559560028083,-0.233559560028083
HCC5_COL9_ROW7,3.69817779580132,-3.68354396286302,8,Stromal cells,Tprolif,Tprolif,Patient 5,Patient 5,Tumor,-0.270847960059287,-0.270847960059287
HCC5_COL9_ROW8,5.07333992043511,-11.5462267822295,5,Malignant cells,Malignant,Malignant,Patient 5,Patient 5,Tumor,-0.202667914813948,-0.202667914813948
HCC5_COL9_ROW9,4.22601507226006,-11.4942915863066,5,Malignant cells,Malignant,Malignant,Patient 5,Patient 5,Tumor,-0.206880411888603,-0.206880411888603
HCC9_COL1_ROW1,-0.153893847074348,13.7696167999238,3,Malignant cells,Malignant,Malignant,Patient 9,Patient 9,Tumor,-0.189640377564553,-0.189640377564553
HCC9_COL1_ROW10,-2.87342860182746,12.7800833755464,2,Malignant cells,Malignant,Malignant,Patient 9,Patient 9,Tumor,-0.244246821124893,-0.244246821124893
HCC9_COL1_ROW11,0.198583345804375,14.537412362668,3,Malignant cells,Malignant,Malignant,Patient 9,Patient 9,Tumor,-0.180825337389812,-0.180825337389812
HCC9_COL1_ROW12,-1.20919413125141,13.924863534543,3,Malignant cells,Malignant,Malignant,Patient 9,Patient 9,Tumor,-0.195257040330759,-0.195257040330759
HCC9_COL1_ROW13,-1.6878582127951,11.7463833862276,2,Malignant cells,Malignant,Malignant,Patient 9,Patient 9,Tumor,0.4748420313597,0.4748420313597
HCC9_COL1_ROW14,-2.6017087884806,13.6431471878023,2,Malignant cells,Malignant,Malignant,Patient 9,Patient 9,Tumor,0.570091270769951,0.570091270769951
HCC9_COL1_ROW15,-0.232918281164008,12.8627926879854,3,Malignant cells,Malignant,Malignant,Patient 9,Patient 9,Tumor,-0.21062485373274,-0.21062485373274
HCC9_COL1_ROW16,-1.46454605838283,12.418232637021,2,Malignant cells,Malignant,Malignant,Patient 9,Patient 9,Tumor,0.533582962789609,0.533582962789609
HCC9_COL1_ROW17,-2.34640135249122,12.9646842056245,2,Malignant cells,Malignant,Malignant,Patient 9,Patient 9,Tumor,-0.257742413604805,-0.257742413604805
HCC9_COL1_ROW18,0.307872395906609,14.0969607406587,3,Malignant cells,Malignant,Malignant,Patient 9,Patient 9,Tumor,-0.193696856229035,-0.193696856229035
HCC9_COL1_ROW19,-0.0981815048120798,13.9480998092622,3,Malignant cells,Malignant,Malignant,Patient 9,Patient 9,Tumor,-0.195881113971449,-0.195881113971449
HCC9_COL1_ROW2,-0.754238206949073,14.49752398071,3,Malignant cells,Malignant,Malignant,Patient 9,Patient 9,Tumor,-0.186051954130587,-0.186051954130587
HCC9_COL1_ROW20,-2.79646148165687,12.1357094818086,2,Malignant cells,Malignant,Malignant,Patient 9,Patient 9,Tumor,0.368359466417037,0.368359466417037
HCC9_COL1_ROW21,-1.69313298543914,14.2434565597505,3,Malignant cells,Malignant,Malignant,Patient 9,Patient 9,Tumor,0.57133941805133,0.57133941805133
HCC9_COL1_ROW22,-3.55269290884956,10.9239966445894,2,Malignant cells,Malignant,Malignant,Patient 9,Patient 9,Tumor,0.56517669084952,0.56517669084952
HCC9_COL1_ROW23,-1.47425118466838,14.2386576705903,3,Malignant cells,Malignant,Malignant,Patient 9,Patient 9,Tumor,-0.204696154146189,-0.204696154146189
HCC9_COL1_ROW24,-0.0148645826242746,14.2377621704072,3,Malignant cells,Malignant,Malignant,Patient 9,Patient 9,Tumor,0.547546610500039,0.547546610500039
HCC9_COL1_ROW25,-3.44502856215461,12.9591252380342,2,Malignant cells,Malignant,Malignant,Patient 9,Patient 9,Tumor,0.52905842889461,0.52905842889461
HCC9_COL1_ROW26,-1.22325320640578,14.1099249893159,3,Malignant cells,Malignant,Malignant,Patient 9,Patient 9,Tumor,-0.19338481940869,-0.19338481940869
HCC9_COL1_ROW27,-2.32676555594428,11.3401505523652,2,Malignant cells,Malignant,Malignant,Patient 9,Patient 9,Tumor,-0.264061159216788,-0.264061159216788
HCC9_COL1_ROW28,-2.32189180335029,12.2891060882539,2,Malignant cells,Malignant,Malignant,Patient 9,Patient 9,Tumor,0.590139636477104,0.590139636477104
HCC9_COL1_ROW29,-5.81818773230537,-1.27532939377123,10,Malignant cells,Malignant,Malignant,Patient 9,Patient 9,Tumor,0.476168187846166,0.476168187846166
HCC9_COL1_ROW3,-3.86204149207099,12.7489344650239,2,Malignant cells,Malignant,Malignant,Patient 9,Patient 9,Tumor,-0.290350261330837,-0.290350261330837
HCC9_COL1_ROW30,-0.819465924110252,12.6329476409883,3,Malignant cells,Malignant,Malignant,Patient 9,Patient 9,Tumor,-0.207192448708948,-0.207192448708948
HCC9_COL1_ROW31,-2.03049798687919,13.2517163330049,2,Malignant cells,Malignant,Malignant,Patient 9,Patient 9,Tumor,0.576488025587019,0.576488025587019
HCC9_COL1_ROW32,-3.89770128211005,12.1305539184541,2,Malignant cells,Malignant,Malignant,Patient 9,Patient 9,Tumor,0.583196817224432,0.583196817224432
HCC9_COL1_ROW33,-1.17703825986012,13.6134535842866,3,Malignant cells,Malignant,Malignant,Patient 9,Patient 9,Tumor,0.594976207192448,0.594976207192448
HCC9_COL1_ROW34,-1.57902582367881,11.4621169143648,2,Malignant cells,Malignant,Malignant,Patient 9,Patient 9,Tumor,0.493642249785475,0.493642249785475
HCC9_COL1_ROW35,-2.22797824820502,12.8988253646821,2,Malignant cells,Malignant,Malignant,Patient 9,Patient 9,Tumor,0.482720961073407,0.482720961073407
HCC9_COL1_ROW36,-0.214400548543769,14.2643000656099,3,Malignant cells,Malignant,Malignant,Patient 9,Patient 9,Tumor,-0.190420469615415,-0.190420469615415
HCC9_COL1_ROW37,0.202140551004571,13.8629939132661,3,Malignant cells,Malignant,Malignant,Patient 9,Patient 9,Tumor,-0.191512598486621,-0.191512598486621
HCC9_COL1_ROW38,-1.97025593003257,12.0992714935274,2,Malignant cells,Malignant,Malignant,Patient 9,Patient 9,Tumor,0.535377174506592,0.535377174506592
HCC9_COL1_ROW39,0.268950920496148,14.3184086852998,3,Malignant cells,Malignant,Malignant,Patient 9,Patient 9,Tumor,-0.201029721507138,-0.201029721507138
HCC9_COL1_ROW4,-1.61132739862426,9.6628491455049,10,Malignant cells,Malignant,Malignant,Patient 9,Patient 9,Tumor,0.311958811139714,0.311958811139714
HCC9_COL1_ROW40,-1.02109921356662,12.2228743606538,6,Immune cells,Mono/Macro,Mono/Macro,Patient 9,Patient 9,Tumor,-0.204618144941103,-0.204618144941103
HCC9_COL1_ROW5,-1.00144404551013,12.7172677093477,3,Malignant cells,Malignant,Malignant,Patient 9,Patient 9,Tumor,-0.218035728215929,-0.218035728215929
HCC9_COL1_ROW6,-0.0890133567713083,14.4994113021821,3,Malignant cells,Malignant,Malignant,Patient 9,Patient 9,Tumor,-0.184491770028863,-0.184491770028863
HCC9_COL1_ROW7,-1.15832455089315,14.0781142288179,3,Malignant cells,Malignant,Malignant,Patient 9,Patient 9,Tumor,0.591387783758483,0.591387783758483
HCC9_COL1_ROW8,-2.77433862170203,13.56743879852,2,Malignant cells,Malignant,Malignant,Patient 9,Patient 9,Tumor,0.527264217177627,0.527264217177627
HCC9_COL1_ROW9,-3.59609963377936,12.5832688384981,2,Malignant cells,Malignant,Malignant,Patient 9,Patient 9,Tumor,0.452141352679616,0.452141352679616
HCC9_COL10_ROW1,-3.3530070968531,13.7020489746065,2,Malignant cells,Malignant,Malignant,Patient 9,Patient 9,Tumor,0.572431546922537,0.572431546922537
HCC9_COL10_ROW10,-0.342932719793159,14.33710260925,3,Malignant cells,Malignant,Malignant,Patient 9,Patient 9,Tumor,-0.191278570871363,-0.191278570871363
HCC9_COL10_ROW11,-3.44644691428168,12.6229636245698,2,Malignant cells,Malignant,Malignant,Patient 9,Patient 9,Tumor,-0.232545440361963,-0.232545440361963
HCC9_COL10_ROW12,-1.60611389955505,14.4799887710542,3,Malignant cells,Malignant,Malignant,Patient 9,Patient 9,Tumor,-0.203526016069896,-0.203526016069896
HCC9_COL10_ROW13,-1.52405189355834,13.3173930221528,3,Malignant cells,Malignant,Malignant,Patient 9,Patient 9,Tumor,0.598096575395897,0.598096575395897
HCC9_COL10_ROW14,-0.64915509900077,14.4811436706514,3,Malignant cells,Malignant,Malignant,Patient 9,Patient 9,Tumor,0.558779936032452,0.558779936032452
HCC9_COL10_ROW15,-1.29283921426161,8.37498350677199,10,Malignant cells,Malignant,Malignant,Patient 9,Patient 9,Tumor,0.338169904048678,0.338169904048678
HCC9_COL10_ROW16,-1.15949350228532,12.2095572524995,3,Malignant cells,Malignant,Malignant,Patient 9,Patient 9,Tumor,0.58202667914814,0.58202667914814
HCC9_COL10_ROW17,-2.52477659663184,11.8133246475191,2,Malignant cells,Malignant,Malignant,Patient 9,Patient 9,Tumor,0.598486621421328,0.598486621421328
HCC9_COL10_ROW18,-2.90917529543861,11.8707348876924,2,Malignant cells,Malignant,Malignant,Patient 9,Patient 9,Tumor,0.489117715890475,0.489117715890475
HCC9_COL10_ROW19,-1.18792910134419,12.9652783447236,3,Malignant cells,Malignant,Malignant,Patient 9,Patient 9,Tumor,-0.235743817770497,-0.235743817770497
HCC9_COL10_ROW2,0.60737965622918,14.3597046905488,3,Malignant cells,Malignant,Malignant,Patient 9,Patient 9,Tumor,0.562056322646072,0.562056322646072
HCC9_COL10_ROW20,-2.26752855261787,12.9687230163545,2,Malignant cells,Malignant,Malignant,Patient 9,Patient 9,Tumor,0.588657461580467,0.588657461580467
HCC9_COL10_ROW21,-1.58545802911742,9.66120024261183,10,Malignant cells,Malignant,Malignant,Patient 9,Patient 9,Tumor,-0.262422965909977,-0.262422965909977
HCC9_COL10_ROW22,-1.18635219713672,8.13482351836867,10,Malignant cells,Malignant,Malignant,Patient 9,Patient 9,Tumor,0.567985022232623,0.567985022232623
HCC9_COL10_ROW23,-0.262062091436225,14.5248477035493,3,Malignant cells,Malignant,Malignant,Patient 9,Patient 9,Tumor,0.544582260706763,0.544582260706763
HCC9_COL10_ROW24,-1.3333243616484,13.9454905563325,2,Malignant cells,Malignant,Malignant,Patient 9,Patient 9,Tumor,0.574927841485295,0.574927841485295
HCC9_COL10_ROW25,-1.77615113934501,12.310662942502,2,Malignant cells,Malignant,Malignant,Patient 9,Patient 9,Tumor,0.594196115141587,0.594196115141587
HCC9_COL10_ROW26,-2.22132183989509,13.0053374343843,2,Malignant cells,Malignant,Malignant,Patient 9,Patient 9,Tumor,-0.262969030345581,-0.262969030345581
HCC9_COL10_ROW27,6.73005245247857,-5.3534615463286,4,Immune cells,CD8T,CD8T,Patient 9,Patient 9,Tumor,-0.21967392152274,-0.21967392152274
HCC9_COL10_ROW28,2.83467386284844,-1.51003150406175,6,Immune cells,Mono/Macro,Mono/Macro,Patient 9,Patient 9,Tumor,-0.19237069974257,-0.19237069974257
HCC9_COL10_ROW29,-1.55555864056571,10.1134259277315,10,Malignant cells,Malignant,Malignant,Patient 9,Patient 9,Tumor,0.413448786956861,0.413448786956861
HCC9_COL10_ROW3,-2.73536791285499,12.6557442718477,2,Malignant cells,Malignant,Malignant,Patient 9,Patient 9,Tumor,-0.210234807707309,-0.210234807707309
HCC9_COL10_ROW30,-2.86073126276954,12.6335608535737,2,Malignant cells,Malignant,Malignant,Patient 9,Patient 9,Tumor,-0.2362898822061,-0.2362898822061
HCC9_COL10_ROW31,3.22053812066094,-1.01121620598131,6,Immune cells,Mono/Macro,Mono/Macro,Patient 9,Patient 9,Tumor,-0.211951010219206,-0.211951010219206
HCC9_COL10_ROW32,-3.22835649928077,10.8456408554048,2,Malignant cells,Malignant,Malignant,Patient 9,Patient 9,Tumor,0.427958499102894,0.427958499102894
HCC9_COL10_ROW33,-3.00546576460822,11.6122834259004,2,Malignant cells,Malignant,Malignant,Patient 9,Patient 9,Tumor,0.55636165067478,0.55636165067478
HCC9_COL10_ROW34,-2.81357171019538,12.7650687271089,2,Malignant cells,Malignant,Malignant,Patient 9,Patient 9,Tumor,0.486777439737889,0.486777439737889
HCC9_COL10_ROW35,-2.55433430155738,10.9102322631807,2,Malignant cells,Malignant,Malignant,Patient 9,Patient 9,Tumor,-0.299867384351353,-0.299867384351353
HCC9_COL10_ROW36,-1.36348431190475,13.795900064084,3,Malignant cells,Malignant,Malignant,Patient 9,Patient 9,Tumor,-0.199703565020672,-0.199703565020672
HCC9_COL10_ROW37,-1.29111009096726,13.9772688919038,3,Malignant cells,Malignant,Malignant,Patient 9,Patient 9,Tumor,-0.231765348311101,-0.231765348311101
HCC9_COL10_ROW38,-3.35805084189399,12.6789881759614,2,Malignant cells,Malignant,Malignant,Patient 9,Patient 9,Tumor,0.313987050471956,0.313987050471956
HCC9_COL10_ROW39,-2.1319930144213,11.5835606628389,2,Malignant cells,Malignant,Malignant,Patient 9,Patient 9,Tumor,0.403073562680396,0.403073562680396
HCC9_COL10_ROW4,-0.502997357454139,13.6709334426851,3,Malignant cells,Malignant,Malignant,Patient 9,Patient 9,Tumor,-0.201653795147827,-0.201653795147827
HCC9_COL10_ROW40,-3.0247805305384,11.6383435302705,2,Malignant cells,Malignant,Malignant,Patient 9,Patient 9,Tumor,0.591309774553397,0.591309774553397
HCC9_COL10_ROW5,-2.72907044371589,13.0213725143403,2,Malignant cells,Malignant,Malignant,Patient 9,Patient 9,Tumor,-0.209220688041189,-0.209220688041189
HCC9_COL10_ROW6,-0.48030801495536,12.9088532501192,3,Malignant cells,Malignant,Malignant,Patient 9,Patient 9,Tumor,-0.229191044543256,-0.229191044543256
HCC9_COL10_ROW7,-0.390705186929542,13.0663420730562,3,Malignant cells,Malignant,Malignant,Patient 9,Patient 9,Tumor,-0.206880411888603,-0.206880411888603
HCC9_COL10_ROW8,-1.56064229091628,11.906402307126,3,Malignant cells,Malignant,Malignant,Patient 9,Patient 9,Tumor,0.530618612996333,0.530618612996333
HCC9_COL10_ROW9,-1.51929940661414,9.40451880035109,10,Malignant cells,Malignant,Malignant,Patient 9,Patient 9,Tumor,-0.242764646228255,-0.242764646228255
HCC9_COL11_ROW1,0.0161800197698294,13.8185736709566,3,Malignant cells,Malignant,Malignant,Patient 9,Patient 9,Tumor,0.583430844839691,0.583430844839691
HCC9_COL11_ROW10,-3.32087590178474,11.4340827041597,2,Malignant cells,Malignant,Malignant,Patient 9,Patient 9,Tumor,0.55799984398159,0.55799984398159
HCC9_COL11_ROW11,-2.55015363177283,13.4955908828706,2,Malignant cells,Malignant,Malignant,Patient 9,Patient 9,Tumor,-0.235587799360324,-0.235587799360324
HCC9_COL11_ROW12,-0.583361882772285,14.1865193420381,3,Malignant cells,Malignant,Malignant,Patient 9,Patient 9,Tumor,-0.196349169201966,-0.196349169201966
HCC9_COL11_ROW13,-2.50790335616096,11.0239531570405,2,Malignant cells,Malignant,Malignant,Patient 9,Patient 9,Tumor,0.567282939386847,0.567282939386847
HCC9_COL11_ROW14,-1.45453817030414,14.096626954648,3,Malignant cells,Malignant,Malignant,Patient 9,Patient 9,Tumor,-0.215461424448085,-0.215461424448085
HCC9_COL11_ROW15,-1.98004605254157,11.3919169479341,2,Malignant cells,Malignant,Malignant,Patient 9,Patient 9,Tumor,-0.26811763788127,-0.26811763788127
HCC9_COL11_ROW16,-2.56871869048102,13.6830212646455,2,Malignant cells,Malignant,Malignant,Patient 9,Patient 9,Tumor,-0.22295030813636,-0.22295030813636
HCC9_COL11_ROW17,-1.76663817843421,14.1856762939424,3,Malignant cells,Malignant,Malignant,Patient 9,Patient 9,Tumor,-0.199235509790155,-0.199235509790155
HCC9_COL11_ROW18,-2.17772783717139,12.5470177703828,2,Malignant cells,Malignant,Malignant,Patient 9,Patient 9,Tumor,0.38123098525626,0.38123098525626
HCC9_COL11_ROW19,-1.25258982187136,13.3887688690156,3,Malignant cells,Malignant,Malignant,Patient 9,Patient 9,Tumor,-0.232233403541618,-0.232233403541618
HCC9_COL11_ROW2,-2.21736385306342,14.0658461624116,2,Malignant cells,Malignant,Malignant,Patient 9,Patient 9,Tumor,-0.194320929869725,-0.194320929869725
HCC9_COL11_ROW20,-2.38199867686256,13.8675429397554,2,Malignant cells,Malignant,Malignant,Patient 9,Patient 9,Tumor,-0.212653093064982,-0.212653093064982
HCC9_COL11_ROW21,-2.25138081988319,10.6181017929048,10,Malignant cells,Malignant,Malignant,Patient 9,Patient 9,Tumor,0.508776035572197,0.508776035572197
HCC9_COL11_ROW22,-0.749166060294944,12.7955548339815,3,Malignant cells,Malignant,Malignant,Patient 9,Patient 9,Tumor,-0.235353771745066,-0.235353771745066
HCC9_COL11_ROW23,-1.45376493414863,13.8243805938692,3,Malignant cells,Malignant,Malignant,Patient 9,Patient 9,Tumor,0.566892893361416,0.566892893361416
HCC9_COL11_ROW24,-3.47494890173896,13.3579766326875,2,Malignant cells,Malignant,Malignant,Patient 9,Patient 9,Tumor,0.542163975349091,0.542163975349091
HCC9_COL11_ROW25,-2.61677600821479,12.2994992309541,2,Malignant cells,Malignant,Malignant,Patient 9,Patient 9,Tumor,0.529838520945472,0.529838520945472
HCC9_COL11_ROW26,-1.85532810172065,9.87631006774611,10,Malignant cells,Malignant,Malignant,Patient 9,Patient 9,Tumor,-0.282471331617131,-0.282471331617131
HCC9_COL11_ROW27,-2.28651489695533,12.5762755447359,2,Malignant cells,Malignant,Malignant,Patient 9,Patient 9,Tumor,-0.238240112333255,-0.238240112333255
HCC9_COL11_ROW28,-0.295882839765388,14.7201296859712,3,Malignant cells,Malignant,Malignant,Patient 9,Patient 9,Tumor,-0.192136672127311,-0.192136672127311
HCC9_COL11_ROW29,-2.94006504496558,12.8391348892183,2,Malignant cells,Malignant,Malignant,Patient 9,Patient 9,Tumor,0.497698728449957,0.497698728449957
HCC9_COL11_ROW3,-1.79301388939841,9.9820572906465,10,Malignant cells,Malignant,Malignant,Patient 9,Patient 9,Tumor,0.517981121772369,0.517981121772369
HCC9_COL11_ROW30,-3.53333761176093,14.0580222183198,2,Malignant cells,Malignant,Malignant,Patient 9,Patient 9,Tumor,0.537093377018488,0.537093377018488
HCC9_COL11_ROW31,-2.93352736910804,11.1004406982393,2,Malignant cells,Malignant,Malignant,Patient 9,Patient 9,Tumor,0.506747796239956,0.506747796239956
HCC9_COL11_ROW32,-3.69206549605353,11.3076846176118,2,Malignant cells,Malignant,Malignant,Patient 9,Patient 9,Tumor,-0.287931975973165,-0.287931975973165
HCC9_COL11_ROW33,0.133447509203118,14.4507519775361,3,Malignant cells,Malignant,Malignant,Patient 9,Patient 9,Tumor,-0.197597316483345,-0.197597316483345
HCC9_COL11_ROW34,-3.0584045835398,11.5036265426607,2,Malignant cells,Malignant,Malignant,Patient 9,Patient 9,Tumor,0.38801778609876,0.38801778609876
HCC9_COL11_ROW35,-1.31075340142472,8.36056871947951,10,Malignant cells,Malignant,Malignant,Patient 9,Patient 9,Tumor,-0.208908651220844,-0.208908651220844
HCC9_COL11_ROW36,-3.81921960791572,11.7687308364839,2,Malignant cells,Malignant,Malignant,Patient 9,Patient 9,Tumor,0.531398705047196,0.531398705047196
HCC9_COL11_ROW37,-2.32876254996284,12.4515282684297,2,Malignant cells,Malignant,Malignant,Patient 9,Patient 9,Tumor,0.562212341056245,0.562212341056245
HCC9_COL11_ROW38,-1.56535216053947,11.9194838577241,2,Malignant cells,Malignant,Malignant,Patient 9,Patient 9,Tumor,-0.253139870504719,-0.253139870504719
HCC9_COL11_ROW39,-2.38757159193977,11.7641942077608,2,Malignant cells,Malignant,Malignant,Patient 9,Patient 9,Tumor,0.589983618066932,0.589983618066932
HCC9_COL11_ROW4,-2.32786561926826,11.9178168350191,2,Malignant cells,Malignant,Malignant,Patient 9,Patient 9,Tumor,0.501521179499181,0.501521179499181
HCC9_COL11_ROW40,-3.2957594581507,11.1874014907808,2,Malignant cells,Malignant,Malignant,Patient 9,Patient 9,Tumor,0.462204540135736,0.462204540135736
HCC9_COL11_ROW5,-1.47747154911979,9.37880392608351,10,Malignant cells,Malignant,Malignant,Patient 9,Patient 9,Tumor,-0.255714174272564,-0.255714174272564
HCC9_COL11_ROW6,0.0900784544088065,14.0800091796846,3,Malignant cells,Malignant,Malignant,Patient 9,Patient 9,Tumor,0.593416023090725,0.593416023090725
HCC9_COL11_ROW7,-2.45516993483527,12.5337578826875,2,Malignant cells,Malignant,Malignant,Patient 9,Patient 9,Tumor,-0.234339652078945,-0.234339652078945
HCC9_COL11_ROW8,-2.65240230044349,11.4099518829317,2,Malignant cells,Malignant,Malignant,Patient 9,Patient 9,Tumor,0.548326702550901,0.548326702550901
HCC9_COL11_ROW9,2.90788171807305,-1.32243875923448,6,Immune cells,Mono/Macro,Mono/Macro,Patient 9,Patient 9,Tumor,0.531554723457368,0.531554723457368
HCC9_COL12_ROW1,-2.21466781577094,11.7724406295747,2,Malignant cells,Malignant,Malignant,Patient 9,Patient 9,Tumor,0.493720258990561,0.493720258990561
HCC9_COL12_ROW10,-0.151973981466133,14.5866562896699,3,Malignant cells,Malignant,Malignant,Patient 9,Patient 9,Tumor,0.56970122474452,0.56970122474452
HCC9_COL12_ROW11,2.66288254776971,-1.0248527950316,6,Immune cells,Mono/Macro,Mono/Macro,Patient 9,Patient 9,Tumor,-0.201653795147827,-0.201653795147827
HCC9_COL12_ROW12,-0.666635233964759,14.3668973022432,3,Malignant cells,Malignant,Malignant,Patient 9,Patient 9,Tumor,0.576097979561588,0.576097979561588
HCC9_COL12_ROW13,-3.68107654532416,11.3015811019868,2,Malignant cells,Malignant,Malignant,Patient 9,Patient 9,Tumor,-0.318043529136438,-0.318043529136438
HCC9_COL12_ROW14,-0.0933541246317209,14.6073395782442,3,Malignant cells,Malignant,Malignant,Patient 9,Patient 9,Tumor,0.595600280833138,0.595600280833138
HCC9_COL12_ROW15,0.36052690068261,14.1966177993745,3,Malignant cells,Malignant,Malignant,Patient 9,Patient 9,Tumor,-0.183789687183088,-0.183789687183088
HCC9_COL12_ROW16,-1.85052140435203,13.2260415130586,3,Malignant cells,Malignant,Malignant,Patient 9,Patient 9,Tumor,-0.216943599344723,-0.216943599344723
HCC9_COL12_ROW17,0.240702610407036,14.3928563171358,3,Malignant cells,Malignant,Malignant,Patient 9,Patient 9,Tumor,-0.182385521491536,-0.182385521491536
HCC9_COL12_ROW18,-1.35818210622295,10.6526591354341,10,Malignant cells,Malignant,Malignant,Patient 9,Patient 9,Tumor,0.507683906700991,0.507683906700991
HCC9_COL12_ROW19,-1.30768414964898,13.434348779294,3,Malignant cells,Malignant,Malignant,Patient 9,Patient 9,Tumor,0.534753100865902,0.534753100865902
HCC9_COL12_ROW2,-2.20619137963279,12.1687466674776,2,Malignant cells,Malignant,Malignant,Patient 9,Patient 9,Tumor,-0.257586395194633,-0.257586395194633
HCC9_COL12_ROW20,-2.10474826773627,13.7148358398408,3,Malignant cells,Malignant,Malignant,Patient 9,Patient 9,Tumor,0.588969498400811,0.588969498400811
HCC9_COL12_ROW22,0.161254029665154,14.0710036331148,3,Malignant cells,Malignant,Malignant,Patient 9,Patient 9,Tumor,-0.185817926515329,-0.185817926515329
HCC9_COL12_ROW23,-1.743775744047,13.1426684432954,3,Malignant cells,Malignant,Malignant,Patient 9,Patient 9,Tumor,0.601216943599345,0.601216943599345
HCC9_COL12_ROW24,-2.84869422396644,13.4457423263521,2,Malignant cells,Malignant,Malignant,Patient 9,Patient 9,Tumor,0.599656759497621,0.599656759497621
HCC9_COL12_ROW25,-1.11856593569739,8.06053467330641,10,Malignant cells,Malignant,Malignant,Patient 9,Patient 9,Tumor,0.4426242296591,0.4426242296591
HCC9_COL12_ROW26,-0.291766960229713,13.0926043563814,3,Malignant cells,Malignant,Malignant,Patient 9,Patient 9,Tumor,-0.183399641157657,-0.183399641157657
HCC9_COL12_ROW27,-1.22746819635852,8.19255800780958,10,Malignant cells,Malignant,Malignant,Patient 9,Patient 9,Tumor,0.366097199469537,0.366097199469537
HCC9_COL12_ROW28,-2.13495715340598,12.2956854873628,2,Malignant cells,Malignant,Malignant,Patient 9,Patient 9,Tumor,-0.236133863795928,-0.236133863795928
HCC9_COL12_ROW29,-2.43888439616187,12.81965704498,2,Malignant cells,Malignant,Malignant,Patient 9,Patient 9,Tumor,-0.230829237850066,-0.230829237850066
HCC9_COL12_ROW3,-1.93795247754081,12.5648057037324,3,Malignant cells,Malignant,Malignant,Patient 9,Patient 9,Tumor,0.599110695062017,0.599110695062017
HCC9_COL12_ROW30,-1.61957757553085,12.5056683593721,3,Malignant cells,Malignant,Malignant,Patient 9,Patient 9,Tumor,-0.262110929089633,-0.262110929089633
HCC9_COL12_ROW31,-3.56926753005012,11.0960166030855,2,Malignant cells,Malignant,Malignant,Patient 9,Patient 9,Tumor,0.476948279897028,0.476948279897028
HCC9_COL12_ROW32,-2.78834762057288,11.2594859176607,2,Malignant cells,Malignant,Malignant,Patient 9,Patient 9,Tumor,-0.254544036196271,-0.254544036196271
HCC9_COL12_ROW33,-1.89687659224494,13.4623190933198,3,Malignant cells,Malignant,Malignant,Patient 9,Patient 9,Tumor,0.589515562836415,0.589515562836415
HCC9_COL12_ROW34,-3.8611469455622,11.086201387021,2,Malignant cells,Malignant,Malignant,Patient 9,Patient 9,Tumor,0.307356268039629,0.307356268039629
HCC9_COL12_ROW35,-2.31033279379829,12.8758761459321,2,Malignant cells,Malignant,Malignant,Patient 9,Patient 9,Tumor,-0.258444496450581,-0.258444496450581
HCC9_COL12_ROW36,3.68303154030816,-2.29411558571153,6,Immune cells,Mono/Macro,Mono/Macro,Patient 9,Patient 9,Tumor,-0.219595912317653,-0.219595912317653
HCC9_COL12_ROW37,-3.32027127226813,10.9139792495698,2,Malignant cells,Malignant,Malignant,Patient 9,Patient 9,Tumor,-0.301193540837819,-0.301193540837819
HCC9_COL12_ROW38,-2.31881966074927,11.3057286315889,2,Malignant cells,Malignant,Malignant,Patient 9,Patient 9,Tumor,0.56970122474452,0.56970122474452
HCC9_COL12_ROW39,-1.46827012678607,9.40549727019972,10,Malignant cells,Malignant,Malignant,Patient 9,Patient 9,Tumor,0.371011779389968,0.371011779389968
HCC9_COL12_ROW4,-1.11276784917339,12.7016818099946,3,Malignant cells,Malignant,Malignant,Patient 9,Patient 9,Tumor,0.56127623059521,0.56127623059521
HCC9_COL12_ROW40,-2.36465646704658,12.9531962448091,2,Malignant cells,Malignant,Malignant,Patient 9,Patient 9,Tumor,-0.231219283875497,-0.231219283875497
HCC9_COL12_ROW5,0.620797377023858,13.8298070007295,3,Malignant cells,Malignant,Malignant,Patient 9,Patient 9,Tumor,0.563772525157969,0.563772525157969
HCC9_COL12_ROW6,0.286147337351006,13.6814133697481,3,Malignant cells,Malignant,Malignant,Patient 9,Patient 9,Tumor,-0.183399641157657,-0.183399641157657
