Cluster	Celltype (malignancy)	Celltype (major-lineage)	Celltype (minor-lineage)	Gene	log2FC	Percentage (%)	Adjusted p-value
4	Immune cells	CD8T	CD8T	HMOX2	0.86	25.2	2.18e-07
4	Immune cells	CD8T	CD8T	UGT2B10	-0.27	14.3	2.23e-07
4	Immune cells	CD8T	CD8T	UCHL1	-0.34	3.1	2.24e-07
4	Immune cells	CD8T	CD8T	FABP5	0.29	28.3	2.26e-07
4	Immune cells	CD8T	CD8T	CSRP2	-0.35	13.2	2.32e-07
4	Immune cells	CD8T	CD8T	PGAP3	-0.26	3.1	2.45e-07
4	Immune cells	CD8T	CD8T	MRPL15	-0.3	9.7	2.48e-07
4	Immune cells	CD8T	CD8T	PLEKHF1	0.37	15.5	2.52e-07
4	Immune cells	CD8T	CD8T	UGT2B7	-0.39	15.1	2.56e-07
4	Immune cells	CD8T	CD8T	MLLT3	0.46	10.9	2.57e-07
4	Immune cells	CD8T	CD8T	ABCB11	-0.41	7.0	2.58e-07
4	Immune cells	CD8T	CD8T	CRYBG1	0.87	31.0	2.67e-07
4	Immune cells	CD8T	CD8T	EHBP1	-0.29	17.4	2.82e-07
4	Immune cells	CD8T	CD8T	MRPL38	-0.38	18.2	3.02e-07
4	Immune cells	CD8T	CD8T	PBLD	-0.39	26.7	3.02e-07
4	Immune cells	CD8T	CD8T	IDI1	-0.45	38.8	3.14e-07
4	Immune cells	CD8T	CD8T	GMPPA	-0.41	19.4	3.22e-07
4	Immune cells	CD8T	CD8T	NNMT	-0.56	6.6	3.24e-07
4	Immune cells	CD8T	CD8T	CMAS	-0.27	14.3	3.25e-07
4	Immune cells	CD8T	CD8T	MGAT1	-0.29	26.7	3.4e-07
4	Immune cells	CD8T	CD8T	RTKN	-0.27	8.5	3.44e-07
4	Immune cells	CD8T	CD8T	HMGB2	0.3	45.0	3.44e-07
4	Immune cells	CD8T	CD8T	MAN2C1	-0.25	15.9	3.46e-07
4	Immune cells	CD8T	CD8T	LRRFIP1	0.64	83.7	3.53e-07
4	Immune cells	CD8T	CD8T	LENG8	-0.26	23.6	3.54e-07
4	Immune cells	CD8T	CD8T	WNK1	0.8	70.5	3.56e-07
4	Immune cells	CD8T	CD8T	SSR3	-0.3	46.5	3.74e-07
4	Immune cells	CD8T	CD8T	FAT1	-0.45	14.0	3.74e-07
4	Immune cells	CD8T	CD8T	MRPL21	-0.42	18.6	3.84e-07
4	Immune cells	CD8T	CD8T	PLCG2	-0.35	29.8	3.92e-07
4	Immune cells	CD8T	CD8T	ABCA6	-0.28	8.5	3.96e-07
4	Immune cells	CD8T	CD8T	PRG4	-0.78	24.4	4e-07
4	Immune cells	CD8T	CD8T	HES1	-0.3	12.4	4.02e-07
4	Immune cells	CD8T	CD8T	C6	-0.36	4.7	4.13e-07
4	Immune cells	CD8T	CD8T	JPT2	-0.29	6.6	4.27e-07
4	Immune cells	CD8T	CD8T	C5orf56	0.32	15.5	4.47e-07
4	Immune cells	CD8T	CD8T	FAHD1	-0.57	30.6	4.5e-07
4	Immune cells	CD8T	CD8T	MTOR	-0.31	20.9	4.51e-07
4	Immune cells	CD8T	CD8T	NSFL1C	-0.27	17.1	4.88e-07
4	Immune cells	CD8T	CD8T	UBL5	0.61	61.6	5.04e-07
4	Immune cells	CD8T	CD8T	TMEM37	-0.26	7.8	5.06e-07
4	Immune cells	CD8T	CD8T	ABCC5	-0.26	6.2	5.15e-07
4	Immune cells	CD8T	CD8T	CLIC1	0.42	50.8	5.17e-07
4	Immune cells	CD8T	CD8T	KIFC2	-0.34	12.0	5.35e-07
4	Immune cells	CD8T	CD8T	PLA2G4C	-0.27	4.7	5.72e-07
4	Immune cells	CD8T	CD8T	FBXO9	-0.36	37.2	5.72e-07
4	Immune cells	CD8T	CD8T	SRP9	-0.27	32.9	5.8e-07
4	Immune cells	CD8T	CD8T	MYORG	-0.25	11.6	5.96e-07
4	Immune cells	CD8T	CD8T	MEPCE	-0.28	15.1	6.18e-07
4	Immune cells	CD8T	CD8T	OFD1	0.77	48.1	6.67e-07
4	Immune cells	CD8T	CD8T	RF00586	0.37	13.2	6.7e-07
4	Immune cells	CD8T	CD8T	PGPEP1	-0.5	50.8	6.8e-07
4	Immune cells	CD8T	CD8T	GIMAP1	0.39	30.2	6.85e-07
4	Immune cells	CD8T	CD8T	TMEM214	-0.27	14.7	6.87e-07
4	Immune cells	CD8T	CD8T	EEF1B2	0.52	78.7	7.32e-07
4	Immune cells	CD8T	CD8T	AP3D1	-0.31	46.5	7.36e-07
4	Immune cells	CD8T	CD8T	ENPP7P13	-0.3	19.0	7.44e-07
4	Immune cells	CD8T	CD8T	SNORC	-0.44	0.4	7.46e-07
4	Immune cells	CD8T	CD8T	ADORA2A-AS1	-0.26	15.1	7.49e-07
4	Immune cells	CD8T	CD8T	CEACAM1	-0.26	8.9	7.56e-07
4	Immune cells	CD8T	CD8T	FBH1	-0.28	13.6	7.74e-07
4	Immune cells	CD8T	CD8T	GBP2	0.85	61.2	7.92e-07
4	Immune cells	CD8T	CD8T	CABLES1	-0.32	8.1	8.08e-07
4	Immune cells	CD8T	CD8T	SYNJ2BP	-0.37	35.7	8.74e-07
4	Immune cells	CD8T	CD8T	TBC1D9	-0.29	5.0	9.07e-07
4	Immune cells	CD8T	CD8T	INTS1	-0.3	19.8	9.11e-07
4	Immune cells	CD8T	CD8T	CPE	-0.28	12.4	9.72e-07
4	Immune cells	CD8T	CD8T	UQCC2	-0.42	32.9	1e-06
4	Immune cells	CD8T	CD8T	ASB13	-0.25	5.4	1.04e-06
4	Immune cells	CD8T	CD8T	OBSCN	-0.37	5.4	1.06e-06
4	Immune cells	CD8T	CD8T	UBR4	-0.25	32.6	1.08e-06
4	Immune cells	CD8T	CD8T	TERF2IP	0.74	43.4	1.1e-06
4	Immune cells	CD8T	CD8T	STK10	0.6	54.7	1.14e-06
4	Immune cells	CD8T	CD8T	SNRPD2	0.65	64.7	1.17e-06
4	Immune cells	CD8T	CD8T	ROCK2	-0.29	55.4	1.2e-06
4	Immune cells	CD8T	CD8T	SCLT1	0.37	22.1	1.2e-06
4	Immune cells	CD8T	CD8T	PRKCZ	-0.27	4.7	1.2e-06
4	Immune cells	CD8T	CD8T	IPO5	-0.26	14.0	1.21e-06
4	Immune cells	CD8T	CD8T	CEP170	-0.27	10.9	1.25e-06
4	Immune cells	CD8T	CD8T	TXN	-0.39	40.3	1.25e-06
4	Immune cells	CD8T	CD8T	PLP2	0.25	15.9	1.27e-06
4	Immune cells	CD8T	CD8T	LRPPRC	-0.26	34.1	1.31e-06
4	Immune cells	CD8T	CD8T	POLRMT	-0.27	14.3	1.34e-06
4	Immune cells	CD8T	CD8T	SUMF2	-0.25	24.0	1.35e-06
4	Immune cells	CD8T	CD8T	BCL2L11	0.46	27.5	1.36e-06
4	Immune cells	CD8T	CD8T	OAZ1	0.38	82.2	1.37e-06
4	Immune cells	CD8T	CD8T	LRRC20	-0.25	8.1	1.37e-06
4	Immune cells	CD8T	CD8T	HCP5	0.36	19.8	1.39e-06
4	Immune cells	CD8T	CD8T	IGF2BP3	-0.33	11.2	1.43e-06
4	Immune cells	CD8T	CD8T	FOXO1	0.79	38.0	1.46e-06
4	Immune cells	CD8T	CD8T	CHST15	-0.37	9.7	1.5e-06
4	Immune cells	CD8T	CD8T	SETX	0.71	54.7	1.52e-06
4	Immune cells	CD8T	CD8T	RARS	-0.34	20.9	1.57e-06
4	Immune cells	CD8T	CD8T	BAP1	-0.33	14.3	1.57e-06
4	Immune cells	CD8T	CD8T	AP2A2	-0.28	17.1	1.61e-06
4	Immune cells	CD8T	CD8T	PANK1	-0.5	48.8	1.62e-06
4	Immune cells	CD8T	CD8T	EIF2AK4	-0.28	16.7	1.62e-06
4	Immune cells	CD8T	CD8T	RBM47	-0.6	62.4	1.65e-06
4	Immune cells	CD8T	CD8T	HSPE1	-0.33	42.6	1.7e-06
4	Immune cells	CD8T	CD8T	KIF22	-0.31	20.9	1.7e-06
4	Immune cells	CD8T	CD8T	RALBP1	-0.27	34.1	1.74e-06
4	Immune cells	CD8T	CD8T	NOP53	0.55	54.7	1.77e-06
4	Immune cells	CD8T	CD8T	NCKIPSD	-0.26	5.0	1.8e-06
4	Immune cells	CD8T	CD8T	SMARCA2	0.53	43.4	1.96e-06
4	Immune cells	CD8T	CD8T	SMAD5	-0.37	54.3	1.96e-06
4	Immune cells	CD8T	CD8T	DDX17	0.54	76.4	1.98e-06
4	Immune cells	CD8T	CD8T	HMGB3	-0.29	11.6	2e-06
4	Immune cells	CD8T	CD8T	GNG12	-0.4	9.7	2.03e-06
4	Immune cells	CD8T	CD8T	CCDC34	-0.27	12.8	2.04e-06
4	Immune cells	CD8T	CD8T	CSF1	0.62	17.8	2.1e-06
4	Immune cells	CD8T	CD8T	MYRIP	-0.27	11.2	2.11e-06
4	Immune cells	CD8T	CD8T	CYC1	-0.29	33.7	2.14e-06
4	Immune cells	CD8T	CD8T	ST8SIA4	0.39	20.5	2.15e-06
4	Immune cells	CD8T	CD8T	PTDSS2	-0.26	4.3	2.15e-06
4	Immune cells	CD8T	CD8T	IER3	-0.37	7.4	2.32e-06
4	Immune cells	CD8T	CD8T	CFLAR	0.54	90.7	2.32e-06
4	Immune cells	CD8T	CD8T	GNAS	0.37	79.8	2.43e-06
4	Immune cells	CD8T	CD8T	APOA5	-0.36	5.8	2.48e-06
4	Immune cells	CD8T	CD8T	HLA-DRA	-0.33	64.3	2.5e-06
4	Immune cells	CD8T	CD8T	TUBA1A	0.43	22.1	2.52e-06
4	Immune cells	CD8T	CD8T	ITPR1	0.64	15.1	2.52e-06
4	Immune cells	CD8T	CD8T	SLCO1B3	-0.47	10.1	2.53e-06
4	Immune cells	CD8T	CD8T	CETN2	-0.37	12.8	2.68e-06
4	Immune cells	CD8T	CD8T	PGLYRP2	-0.26	6.2	2.73e-06
4	Immune cells	CD8T	CD8T	BPTF	0.83	72.9	2.82e-06
4	Immune cells	CD8T	CD8T	AGMAT	-0.48	69.8	3.16e-06
4	Immune cells	CD8T	CD8T	MTRNR2L8	-0.39	70.9	3.19e-06
4	Immune cells	CD8T	CD8T	HNRNPD	0.37	59.7	3.22e-06
4	Immune cells	CD8T	CD8T	NUMA1	-0.28	24.4	3.36e-06
4	Immune cells	CD8T	CD8T	IFITM10	-0.3	2.7	3.43e-06
4	Immune cells	CD8T	CD8T	FCHO2	-0.31	6.6	3.54e-06
4	Immune cells	CD8T	CD8T	LONP1	-0.25	15.1	3.58e-06
4	Immune cells	CD8T	CD8T	VPS13C	0.72	66.3	3.58e-06
4	Immune cells	CD8T	CD8T	PPFIBP2	-0.48	10.1	3.73e-06
4	Immune cells	CD8T	CD8T	CNTLN	-0.41	29.1	3.75e-06
4	Immune cells	CD8T	CD8T	COL7A1	-0.45	4.3	3.84e-06
4	Immune cells	CD8T	CD8T	HMGN1	0.56	66.3	3.96e-06
4	Immune cells	CD8T	CD8T	NDUFV2	-0.38	53.1	4.32e-06
4	Immune cells	CD8T	CD8T	TP53BP2	-0.26	25.6	4.46e-06
4	Immune cells	CD8T	CD8T	P4HA2	-0.25	4.7	4.51e-06
4	Immune cells	CD8T	CD8T	YPEL5	0.47	50.4	4.54e-06
4	Immune cells	CD8T	CD8T	IRAK1	-0.29	36.0	4.72e-06
4	Immune cells	CD8T	CD8T	RPS5	0.54	89.5	4.8e-06
4	Immune cells	CD8T	CD8T	MTRNR2L1	-1.81	58.5	5.02e-06
4	Immune cells	CD8T	CD8T	PPP3CC	0.35	16.7	5.05e-06
4	Immune cells	CD8T	CD8T	USP15	0.74	43.4	5.07e-06
4	Immune cells	CD8T	CD8T	MYO5C	-0.26	5.8	5.1e-06
4	Immune cells	CD8T	CD8T	LHPP	-0.39	12.4	5.14e-06
4	Immune cells	CD8T	CD8T	CKB	-0.33	7.4	5.4e-06
4	Immune cells	CD8T	CD8T	PALLD	-0.31	7.0	5.6e-06
4	Immune cells	CD8T	CD8T	PDGFA	-0.26	6.6	5.63e-06
4	Immune cells	CD8T	CD8T	GMIP	0.28	15.1	5.69e-06
4	Immune cells	CD8T	CD8T	D2HGDH	-0.31	14.7	5.83e-06
4	Immune cells	CD8T	CD8T	MAGI1	-0.38	6.2	6.66e-06
4	Immune cells	CD8T	CD8T	CYLD	0.72	44.2	7.07e-06
4	Immune cells	CD8T	CD8T	IGF1	-0.57	10.5	7.18e-06
4	Immune cells	CD8T	CD8T	CHD7	-0.32	14.7	7.2e-06
4	Immune cells	CD8T	CD8T	MYO5B	-0.29	5.4	7.27e-06
4	Immune cells	CD8T	CD8T	KDSR	-0.34	45.7	7.43e-06
4	Immune cells	CD8T	CD8T	KCNMB3	-0.35	18.6	7.45e-06
4	Immune cells	CD8T	CD8T	MPP6	-0.25	16.7	7.49e-06
4	Immune cells	CD8T	CD8T	ARSE	-0.39	10.1	7.7e-06
4	Immune cells	CD8T	CD8T	PLA2G12A	-0.26	30.2	8.02e-06
4	Immune cells	CD8T	CD8T	ADARB1	0.41	10.9	8.16e-06
4	Immune cells	CD8T	CD8T	SCN8A	-0.25	6.6	8.51e-06
4	Immune cells	CD8T	CD8T	CLN6	-0.3	7.4	8.82e-06
4	Immune cells	CD8T	CD8T	LAX1	0.29	39.5	9.01e-06
4	Immune cells	CD8T	CD8T	RND3	-0.28	1.9	9.38e-06
4	Immune cells	CD8T	CD8T	NTHL1	-0.34	5.0	9.47e-06
4	Immune cells	CD8T	CD8T	ARSD	-0.37	22.1	9.57e-06
4	Immune cells	CD8T	CD8T	GAB2	-0.29	3.5	9.73e-06
4	Immune cells	CD8T	CD8T	TES	0.47	30.2	9.79e-06
4	Immune cells	CD8T	CD8T	MBD2	0.44	38.4	9.89e-06
4	Immune cells	CD8T	CD8T	DBT	-0.38	58.1	9.98e-06
5	Malignant cells	Malignant	Malignant	IGLL5	0.55	91.4	5.54e-177
5	Malignant cells	Malignant	Malignant	GPR82	2.04	98.0	9.02e-116
5	Malignant cells	Malignant	Malignant	ACER3	2.09	99.2	7.1e-114
5	Malignant cells	Malignant	Malignant	REG3A	1.94	75.0	3.01e-112
5	Malignant cells	Malignant	Malignant	CLEC4GP1	1.76	98.0	4.83e-112
5	Malignant cells	Malignant	Malignant	ABL2	1.89	98.8	5.08e-108
5	Malignant cells	Malignant	Malignant	MTRNR2L2	2.4	90.6	6.96e-100
5	Malignant cells	Malignant	Malignant	AHSG	-2.28	12.5	7.35e-100
5	Malignant cells	Malignant	Malignant	DIS3L	1.93	95.3	2.43e-96
5	Malignant cells	Malignant	Malignant	SRGN	1.8	96.5	6.04e-96
5	Malignant cells	Malignant	Malignant	ZNF320	1.92	94.5	1.91e-95
5	Malignant cells	Malignant	Malignant	NUPR1	-2.24	5.1	7.8e-90
5	Malignant cells	Malignant	Malignant	SHROOM1	1.86	93.0	3.07e-89
5	Malignant cells	Malignant	Malignant	HRG	-1.89	1.6	1.08e-83
5	Malignant cells	Malignant	Malignant	AGT	-0.88	9.4	2.24e-83
5	Malignant cells	Malignant	Malignant	MZB1	-0.31	65.6	2.82e-83
5	Malignant cells	Malignant	Malignant	SCD	-1.79	16.8	5.31e-81
5	Malignant cells	Malignant	Malignant	ALB	-2.31	53.5	7.27e-81
5	Malignant cells	Malignant	Malignant	GPX3	-1.34	9.4	2.86e-79
5	Malignant cells	Malignant	Malignant	SEPHS2	-0.84	9.4	4.54e-79
5	Malignant cells	Malignant	Malignant	TMEM19	1.81	90.6	6.85e-79
5	Malignant cells	Malignant	Malignant	MTRNR2L8	2.12	81.6	1.9e-75
5	Malignant cells	Malignant	Malignant	CP	-1.56	15.2	2.91e-75
5	Malignant cells	Malignant	Malignant	PANK2	1.5	89.1	3.2e-75
5	Malignant cells	Malignant	Malignant	CTSD	-1.73	34.4	1.05e-74
5	Malignant cells	Malignant	Malignant	TMBIM6	-0.78	37.9	5.14e-74
5	Malignant cells	Malignant	Malignant	PRRT3	1.78	85.9	1.11e-71
5	Malignant cells	Malignant	Malignant	LRAT	1.76	87.5	2.27e-71
5	Malignant cells	Malignant	Malignant	IFIT3	1.75	87.1	3.31e-71
5	Malignant cells	Malignant	Malignant	CTSA	0.49	12.1	7.7e-71
5	Malignant cells	Malignant	Malignant	APOH	-1.28	27.3	1.38e-70
5	Malignant cells	Malignant	Malignant	PIGX	1.45	85.5	2.78e-69
5	Malignant cells	Malignant	Malignant	ITM2B	-1.21	10.2	3.8e-69
5	Malignant cells	Malignant	Malignant	ZBTB8A	1.61	86.7	9.73e-68
5	Malignant cells	Malignant	Malignant	PEBP1	-0.71	32.8	2.73e-67
5	Malignant cells	Malignant	Malignant	RARRES2	-1.27	15.2	3.37e-67
5	Malignant cells	Malignant	Malignant	RBP4	-1.08	39.1	4.9e-67
5	Malignant cells	Malignant	Malignant	SLC2A2	-2.42	5.5	6.23e-67
5	Malignant cells	Malignant	Malignant	ST6GAL1	-1.41	10.9	9.06e-67
5	Malignant cells	Malignant	Malignant	SNORA55	1.73	45.3	1.79e-66
5	Malignant cells	Malignant	Malignant	RIPOR2	1.55	87.1	8.4e-66
5	Malignant cells	Malignant	Malignant	TTR	-0.95	24.6	1.65e-65
5	Malignant cells	Malignant	Malignant	GRINA	-0.78	7.4	3.65e-65
5	Malignant cells	Malignant	Malignant	TF	-1.39	47.3	5.57e-65
5	Malignant cells	Malignant	Malignant	UBE2G2	1.48	89.1	5.87e-65
5	Malignant cells	Malignant	Malignant	UGDH	-1.29	4.7	1.15e-64
5	Malignant cells	Malignant	Malignant	P4HB	-0.91	37.1	2.77e-64
5	Malignant cells	Malignant	Malignant	FGA	-1.11	27.0	1.18e-63
5	Malignant cells	Malignant	Malignant	PHYH	-1.0	2.7	3.04e-63
5	Malignant cells	Malignant	Malignant	ZFP36L1	-0.6	9.8	3.64e-63
5	Malignant cells	Malignant	Malignant	ORM1	-1.0	7.4	4.61e-63
5	Malignant cells	Malignant	Malignant	SNORA28	1.28	37.9	7.71e-63
5	Malignant cells	Malignant	Malignant	CERS2	-0.67	3.9	2.11e-62
5	Malignant cells	Malignant	Malignant	FLVCR1	1.48	87.9	3.8e-62
5	Malignant cells	Malignant	Malignant	LINC00476	1.63	83.2	4.16e-62
5	Malignant cells	Malignant	Malignant	SQSTM1	-0.94	27.7	5.87e-62
5	Malignant cells	Malignant	Malignant	ACSL4	-1.24	8.6	9.22e-62
5	Malignant cells	Malignant	Malignant	AMBP	-0.83	41.4	2.81e-61
5	Malignant cells	Malignant	Malignant	PEG10	-1.43	4.3	2.82e-61
5	Malignant cells	Malignant	Malignant	GATM	-0.64	16.4	9.2e-61
5	Malignant cells	Malignant	Malignant	HMGCS1	-1.06	4.3	1.05e-60
5	Malignant cells	Malignant	Malignant	DHCR24	-1.59	28.9	1.72e-59
5	Malignant cells	Malignant	Malignant	CTSB	-0.95	34.4	1.83e-59
5	Malignant cells	Malignant	Malignant	ZNF417	1.83	82.0	1.26e-58
5	Malignant cells	Malignant	Malignant	IFITM3	-0.97	38.3	1.26e-58
5	Malignant cells	Malignant	Malignant	COX6A1	-0.91	23.8	1.48e-58
5	Malignant cells	Malignant	Malignant	PSAP	-1.45	43.0	4.96e-58
5	Malignant cells	Malignant	Malignant	RNU4ATAC	2.37	82.0	1.06e-57
5	Malignant cells	Malignant	Malignant	SSR4	-0.3	97.3	1.07e-57
5	Malignant cells	Malignant	Malignant	RTN4	-1.07	10.9	1.14e-57
5	Malignant cells	Malignant	Malignant	ITIH1	-1.42	15.6	1.21e-57
5	Malignant cells	Malignant	Malignant	SERPINF2	-1.66	5.1	1.79e-57
5	Malignant cells	Malignant	Malignant	SLC25A37	1.02	92.6	2.02e-57
5	Malignant cells	Malignant	Malignant	FGG	-0.88	19.9	2.02e-57
5	Malignant cells	Malignant	Malignant	CD63	-1.33	25.4	2.04e-57
5	Malignant cells	Malignant	Malignant	CANX	-0.67	37.5	3.39e-57
5	Malignant cells	Malignant	Malignant	ATP5F1B	-1.08	23.4	6.17e-57
5	Malignant cells	Malignant	Malignant	SERPINA3	-1.75	8.6	6.18e-57
5	Malignant cells	Malignant	Malignant	PRELID2	1.52	82.8	1.49e-56
5	Malignant cells	Malignant	Malignant	TM4SF4	-1.21	2.0	2.18e-56
5	Malignant cells	Malignant	Malignant	LPP	1.32	90.6	2.92e-56
5	Malignant cells	Malignant	Malignant	SDC2	-0.73	2.3	3.47e-56
5	Malignant cells	Malignant	Malignant	GC	-0.49	21.5	3.85e-56
5	Malignant cells	Malignant	Malignant	IDH1	-0.99	5.1	7.91e-56
5	Malignant cells	Malignant	Malignant	SERPINC1	-1.01	13.3	1.06e-55
5	Malignant cells	Malignant	Malignant	PGRMC1	-0.98	5.5	1.07e-55
5	Malignant cells	Malignant	Malignant	ERBB3	-0.95	14.8	1.24e-55
5	Malignant cells	Malignant	Malignant	TNFSF10	-1.77	11.7	1.24e-55
5	Malignant cells	Malignant	Malignant	TFPI	-1.06	4.3	2.29e-55
5	Malignant cells	Malignant	Malignant	NDUFS2	-0.71	12.9	2.37e-54
5	Malignant cells	Malignant	Malignant	FMO5	-1.06	2.7	2.78e-54
5	Malignant cells	Malignant	Malignant	IGFBP4	-0.59	3.5	3.64e-54
5	Malignant cells	Malignant	Malignant	PTP4A1	-0.53	9.8	4.31e-54
5	Malignant cells	Malignant	Malignant	SPON2	-1.14	7.8	6.24e-54
5	Malignant cells	Malignant	Malignant	PDIA3	-0.48	18.4	1.71e-53
5	Malignant cells	Malignant	Malignant	HMGCS2	-1.07	0.8	1.85e-53
5	Malignant cells	Malignant	Malignant	PCDH11Y	2.05	78.5	1.85e-53
5	Malignant cells	Malignant	Malignant	GLUD1	-1.55	8.2	2.39e-53
5	Malignant cells	Malignant	Malignant	APLP2	-1.06	14.5	3e-53
5	Malignant cells	Malignant	Malignant	SCP2	-0.91	10.5	4.9e-53
5	Malignant cells	Malignant	Malignant	SERPINA6	-1.16	1.2	2.16e-52
5	Malignant cells	Malignant	Malignant	KIAA0930	1.23	84.4	6.03e-52
5	Malignant cells	Malignant	Malignant	APOA1	-0.75	40.2	1.14e-51
5	Malignant cells	Malignant	Malignant	FASN	-1.15	8.2	1.98e-51
5	Malignant cells	Malignant	Malignant	CYP51A1	-0.94	6.6	2.21e-51
5	Malignant cells	Malignant	Malignant	CPB2	-1.01	5.9	3e-51
5	Malignant cells	Malignant	Malignant	EIF4EBP2	-0.68	4.7	3.84e-51
5	Malignant cells	Malignant	Malignant	HSPA9	-0.47	14.8	5.03e-51
5	Malignant cells	Malignant	Malignant	AKR1C1	-1.53	12.5	7.3e-51
5	Malignant cells	Malignant	Malignant	SERPINA5	-1.27	1.6	7.9e-51
5	Malignant cells	Malignant	Malignant	ADI1	-0.5	11.7	9.36e-51
5	Malignant cells	Malignant	Malignant	CFHR1	-0.91	3.9	9.83e-51
5	Malignant cells	Malignant	Malignant	ARG1	-1.02	3.5	1.08e-50
5	Malignant cells	Malignant	Malignant	CFH	-0.81	15.6	1.08e-50
5	Malignant cells	Malignant	Malignant	UGP2	-0.53	9.0	1.91e-50
5	Malignant cells	Malignant	Malignant	AK4	-1.03	1.6	1.92e-50
5	Malignant cells	Malignant	Malignant	NOX4	1.48	81.2	2.02e-50
5	Malignant cells	Malignant	Malignant	APOA2	-1.44	78.1	3.76e-50
5	Malignant cells	Malignant	Malignant	F12	-0.95	7.8	6.33e-50
5	Malignant cells	Malignant	Malignant	ITIH2	-0.83	18.0	9.59e-50
5	Malignant cells	Malignant	Malignant	HDGF	-0.41	14.8	1.18e-49
5	Malignant cells	Malignant	Malignant	SLC2A4RG	-0.99	7.4	1.25e-49
5	Malignant cells	Malignant	Malignant	DCLRE1C	1.47	80.1	3.67e-49
5	Malignant cells	Malignant	Malignant	TMEM254-AS1	1.59	78.1	5.53e-49
5	Malignant cells	Malignant	Malignant	AARD	1.49	77.3	6.79e-49
5	Malignant cells	Malignant	Malignant	PDE11A	1.51	77.0	8.69e-49
5	Malignant cells	Malignant	Malignant	KHK	-0.91	7.8	8.81e-49
5	Malignant cells	Malignant	Malignant	PTPRF	-0.7	4.7	1.41e-48
5	Malignant cells	Malignant	Malignant	HSPD1	-0.46	25.0	1.59e-48
5	Malignant cells	Malignant	Malignant	UGT2B4	-0.47	14.1	1.83e-48
5	Malignant cells	Malignant	Malignant	BNIP3	-0.89	7.4	2.77e-48
5	Malignant cells	Malignant	Malignant	SAT2	-0.74	4.7	3.46e-48
5	Malignant cells	Malignant	Malignant	SOX4	-0.9	7.8	3.69e-48
5	Malignant cells	Malignant	Malignant	C4BPA	0.52	8.6	4.14e-48
5	Malignant cells	Malignant	Malignant	IRF2BP2	-0.82	8.6	5.18e-48
5	Malignant cells	Malignant	Malignant	CEBPA	-0.73	2.3	3.43e-47
5	Malignant cells	Malignant	Malignant	DCXR	-0.54	26.6	4.49e-47
5	Malignant cells	Malignant	Malignant	IGFBP1	-0.88	3.9	5.93e-47
5	Malignant cells	Malignant	Malignant	PDIA4	-0.98	19.9	7.87e-47
5	Malignant cells	Malignant	Malignant	CELF1	-0.48	12.1	8.1e-47
5	Malignant cells	Malignant	Malignant	F2	-0.93	22.7	8.38e-47
5	Malignant cells	Malignant	Malignant	GPC3	-1.4	0.4	9.02e-47
5	Malignant cells	Malignant	Malignant	MLXIPL	-0.47	21.5	9.49e-47
5	Malignant cells	Malignant	Malignant	ATP1B1	-1.0	3.5	1.01e-46
5	Malignant cells	Malignant	Malignant	INSIG1	-0.96	3.1	1.3e-46
5	Malignant cells	Malignant	Malignant	GRN	-0.69	12.9	1.32e-46
5	Malignant cells	Malignant	Malignant	CLSPN	1.51	78.1	1.89e-46
5	Malignant cells	Malignant	Malignant	RPN2	-1.06	28.5	4.08e-46
5	Malignant cells	Malignant	Malignant	SEC62	-1.55	39.5	5.4e-46
5	Malignant cells	Malignant	Malignant	TMEM59	-0.69	9.8	9.11e-46
5	Malignant cells	Malignant	Malignant	NDUFS6	-1.06	16.8	9.34e-46
5	Malignant cells	Malignant	Malignant	PAH	-0.45	18.0	1.13e-45
5	Malignant cells	Malignant	Malignant	CALU	-0.88	8.2	1.34e-45
5	Malignant cells	Malignant	Malignant	EPHX1	-0.27	5.9	1.36e-45
5	Malignant cells	Malignant	Malignant	FABP1	-0.83	3.1	2.65e-45
5	Malignant cells	Malignant	Malignant	TPP1	-0.67	23.0	2.68e-45
5	Malignant cells	Malignant	Malignant	HSPA1A	-0.93	9.0	3e-45
5	Malignant cells	Malignant	Malignant	ITGB1	-0.74	20.3	4.18e-45
5	Malignant cells	Malignant	Malignant	APCS	-0.37	11.3	4.28e-45
5	Malignant cells	Malignant	Malignant	RAC1	-0.27	29.3	4.38e-45
5	Malignant cells	Malignant	Malignant	HYOU1	-0.91	6.2	4.99e-45
5	Malignant cells	Malignant	Malignant	LAMP1	-0.72	4.3	4.99e-45
5	Malignant cells	Malignant	Malignant	SMARCA1	-0.98	3.5	5.25e-45
5	Malignant cells	Malignant	Malignant	LDHA	-1.38	19.9	5.57e-45
5	Malignant cells	Malignant	Malignant	NDUFA1	-0.72	12.1	5.78e-45
5	Malignant cells	Malignant	Malignant	SCARB1	-0.75	3.5	6.15e-45
5	Malignant cells	Malignant	Malignant	PPIA	-1.13	39.8	6.83e-45
5	Malignant cells	Malignant	Malignant	FNDC3B	-1.04	10.2	7.02e-45
5	Malignant cells	Malignant	Malignant	ACADSB	0.45	7.4	7.86e-45
5	Malignant cells	Malignant	Malignant	AKR1C2	-0.98	16.0	8.56e-45
5	Malignant cells	Malignant	Malignant	PRKAR1A	-0.83	6.6	9.7e-45
5	Malignant cells	Malignant	Malignant	A1CF	-0.7	14.1	2.14e-44
5	Malignant cells	Malignant	Malignant	TFDP2	1.36	84.0	2.41e-44
5	Malignant cells	Malignant	Malignant	PLG	-0.85	21.9	2.48e-44
