DC	Mono/Macro	CD8T	Malignant	Epithelial	Treg	Fibroblasts	Tprolif	B	Endothelial	Mast
PHF20	0.26232	0.31133	0.3928	0.20668	0.10834	0.28907	0.26479	0.31133	0.56734	0.2472	0.59609
SCAND1	0.5318	0.5366	0.37898	0.8	0.36373	0.66197	0.62069	0.60313	0.29876	0.65157	0.33823
CNBD2	0.02106	0.02482	0.06859	0.05425	0.04394	0.08477	0.03374	0.03885	0.0165	0.02357	0.01781
LINC00657	0.35755	0.35892	0.18645	0.56911	0.39097	0.23421	0.59128	0.30976	0.17132	0.52459	0.38429
RP4-550H1.7	0.00041	0	0	0.00337	0.00113	0	0.00239	0	0	0	0.00963
EPB41L1	0.06404	0.03471	0.00382	0.13315	0.07495	0.00268	0.31336	0.03249	0.00475	0.04567	0.09581
RP11-234K24.6	0.00095	0.00043	0	0.00188	0.0027	0	0.00682	0.00093	0	0	0
AAR2	0.0348	0.04154	0.01787	0.06708	0.02782	0.03667	0.04848	0.0482	0.02735	0.04493	0.03208
DLGAP4	0.1605	0.1179	0.08119	0.17708	0.11456	0.07008	0.31526	0.08707	0.10251	0.29911	0.12422
DLGAP4-AS1	0.00161	0.00096	0.00113	0.00403	0.00126	0.00095	0	0.00106	0	0	0
MYL9	0.10381	0.04496	0.00341	0.01677	0.0081	0.00467	1.63508	0.02621	0.01207	0.2867	0
TGIF2	0.04206	0.05972	0.10783	0.08502	0.04851	0.09139	0.07103	0.05898	0.10898	0.11932	0.03261
C20orf24	0.37322	0.31627	0.28014	0.67943	0.23498	0.3058	0.25195	0.4404	0.21595	0.2289	0.29309
SLA2	0.00259	0.00354	0.21183	0.0035	0.01138	0.11848	0.00314	0.04353	0.02189	0.03371	0.01538
NDRG3	0.09871	0.10016	0.0419	0.10535	0.04713	0.05141	0.09703	0.08559	0.03192	0.0705	0
DSN1	0.06128	0.03782	0.0098	0.06231	0.03117	0.01059	0.04391	0.14532	0.02519	0.0241	0
SOGA1	0.05397	0.05907	0.00158	0.03158	0.02535	0	0.14474	0.11771	0.02308	0.10133	0.04137
TLDC2	0.00075	0.00126	0.00034	0.00959	0.00389	0	0	0.00122	0.00125	0.00949	0
SAMHD1	0.87378	1.38999	0.19727	0.06122	0.07197	0.31877	0.31127	1.05928	0.1038	0.18579	0
RBL1	0.08141	0.03948	0.0344	0.01769	0.01911	0.05489	0.02586	0.16342	0.00709	0.02862	0
RP4-621N11.2	0.00031	0.00019	0.00064	0.00047	0.00019	0	0	0.00064	0	0	0
MROH8	0.00304	0.00365	0.00278	0.00298	0.00469	0	0.00164	0.00461	0.01123	0.00446	0
RPN2	0.60773	0.71769	0.19886	1.01544	0.56203	0.32756	0.55848	0.8226	0.30776	0.45425	0.19419
MANBAL	0.05409	0.05649	0.01581	0.26995	0.07976	0.0362	0.15541	0.0676	0.04369	0.10363	0.0325
SRC	0.12334	0.12312	0.00666	0.14133	0.11341	0.00898	0.10675	0.06452	0.02515	0.01227	0.04211
BLCAP	0.1145	0.14499	0.05975	0.13976	0.08897	0.0603	0.12487	0.11539	0.08229	0.135	0.0203
NNAT	0.00179	0.00054	0	6e-05	0	0	0	0.00318	0	0	0
CTNNBL1	0.19446	0.21327	0.11725	0.16038	0.06476	0.12052	0.17514	0.24005	0.12326	0.1232	0.52044
VSTM2L	0.00031	0	0.00095	0.00447	0.0034	0	0	0.00039	0	0	0
TTI1	0.03628	0.04603	0.02052	0.05892	0.04874	0.02766	0.04636	0.05655	0.05177	0.04099	0.12068
RPRD1B	0.12297	0.10393	0.06213	0.12984	0.09958	0.05291	0.08912	0.13434	0.0368	0.11211	0.07274
TGM2	0.11441	0.05628	0.01357	0.31939	0.20118	0.00826	0.04198	0.03841	0.03858	0.89553	0
BPI	0	0.00057	0	0.00071	0.00076	0	0.0045	0	0	0	0
LBP	0.0728	0.07197	0.02493	0.98999	0.56635	0.03705	0.03927	0.08433	0.01984	0.00804	0
RP4-564F22.5	0.00015	0.00093	0.00114	0.00374	0.00243	0	0	0	0	0	0
RALGAPB	0.08928	0.08864	0.07285	0.09965	0.07711	0.06665	0.10977	0.10658	0.04994	0.20186	0.02977
ARHGAP40	0	0	0	0.00122	0.00018	0	0	0	0	0	0
ACTR5	0.01266	0.01433	0.02485	0.02936	0.02328	0.01644	0.01372	0.01977	0.00823	0.05686	0.00844
PPP1R16B	0.00222	0.00658	0.16122	0.00335	0.00574	0.11557	0	0.02544	0.07161	0.12332	0.04676
FAM83D	0.00399	0.003	0.0215	0.04629	0.01523	0.00338	0.03886	0.16679	0.00361	0.0081	0.00826
RP4-616B8.5	0.00074	0.00038	0.00301	0.00174	0	0	0	0.00249	0.00315	0.00311	0
RP4-616B8.4	4e-04	0.00034	0.00029	0.00119	0.00202	0.00138	0	0.0014	0	0	0
DHX35	0.02074	0.0271	0.00684	0.02827	0.01634	0.00421	0.03951	0.03399	0.00541	0.01968	0
LINC01370	0.00086	0.00113	0.00105	0.02974	0.00917	0.00265	0	0.00103	0	0	0
RP11-101E14.3	0	0.00022	0	0.00294	0.001	0	0	0	0	0	0
MAFB	1.11675	1.39601	0.03706	0.10551	0.23028	0.0193	0.34288	0.95339	0.0536	0.28578	0.01976
RP4-644L1.2	0.01513	0.00115	0	0.00012	0	0	0	0.00327	0	0	0
TOP1	0.5284	0.6471	0.61835	0.60019	0.28786	0.80661	0.65672	0.82481	0.45954	0.59206	0.35809
PLCG1-AS1	0	0.00046	0.0014	0.00051	0.00087	0.00247	0	0.00107	0.00268	0.00335	0
PLCG1	0.01052	0.01246	0.03555	0.02059	0.0295	0.05433	0.0358	0.02299	0.01712	0.21958	0.02731
ZHX3	0.01246	0.01094	0.00642	0.05819	0.03834	0.00696	0.04564	0.01557	0.00795	0.05373	0.00889
LPIN3	0.01478	0.00926	0.00418	0.11982	0.11747	0.00393	0.0653	0.0049	0.01008	0.00738	0.01414
CHD6	0.11707	0.13761	0.16952	0.17878	0.16185	0.16962	0.27502	0.1658	0.15254	0.34507	0.08677
SRSF6	0.25773	0.25303	0.29267	0.4164	0.32131	0.25836	0.37908	0.32821	0.28277	0.41358	0.31207
L3MBTL1	0.00413	0.00784	0.0059	0.02033	0.02502	0.00718	0.02615	0.00907	0.01288	0.01281	0
SGK2	0.00125	0.00101	0.00071	0.05472	0.03374	0.00206	0.00236	0.00382	0.0021	0	0.0086
RP1-138B7.7	0.00044	0.00027	0.00014	0.00266	0.00179	0	0	0.00122	0.00202	0.00128	0
IFT52	0.06967	0.06778	0.03796	0.07122	0.01905	0.04234	0.14083	0.09415	0.03456	0.06453	0.06791
MYBL2	0.0472	0.00492	0.001	0.04287	0.02112	0.00254	0.02482	0.27515	0.00826	0.00963	0
TOX2	0.01144	0.01197	0.04813	0.02554	0.01071	0.22351	0.01151	0.05947	0.02191	0.04314	0
JPH2	0	3e-04	0.00034	0.00069	0.00094	0	0.03041	0	0	0	0
OSER1	0.22022	0.16985	0.19035	0.14941	0.07073	0.16335	0.14204	0.25657	0.1855	0.09405	0.21751
OSER1-AS1	0.01699	0.01605	0.01266	0.03131	0.0139	0.02152	0.02853	0.01889	0.00815	0.01853	0.00963
FITM2	0.01792	0.0194	0.0051	0.04975	0.02969	0.00607	0.0268	0.01531	0.0041	0.02961	0
RP5-881L22.5	0.00034	0.00021	0.00038	0.01473	0.0078	0	0	0.00159	0	0	0
HNF4A	0.00591	0.00476	0.00549	0.1968	0.1	0.00457	0.0044	0.00709	0	0	0
HNF4A-AS1	0	2e-04	0	0.00062	4e-04	0.00138	0	0	0	0	0
TTPAL	0.03851	0.04676	0.0787	0.05838	0.04391	0.06195	0.02906	0.05157	0.05125	0.03421	0.02494
SERINC3	0.40454	0.39471	0.23273	0.53557	0.26395	0.25668	0.48851	0.3868	0.1974	0.55033	0.28872
PKIG	0.02202	0.02496	0.00823	0.10234	0.0341	0.00211	0.55978	0.01957	0.26855	0.50376	0.18917
ADA	0.04977	0.08508	0.0749	0.05454	0.0185	0.05004	0.15378	0.11131	0.03279	0.1228	0.01167
LINC01260	0.00055	0.00079	0.00498	0.00057	0.00094	0.01951	0	0.00292	0	0.0032	0
KCNK15-AS1	0	0.00024	0	0.00138	0.00053	0	0	0	0	0	0
WISP2	0	0.00032	0	0.00031	0.00041	0	0.00666	0.00043	0	0.00286	0
KCNK15	0	0	0.00045	0.01268	0.00382	0.00117	0.00143	6e-04	0	0.02666	0
YWHAB	1.20287	1.4385	1.10639	0.90806	0.44231	1.52273	1.27113	1.61867	0.88113	1.09824	0.76764
PABPC1L	0.02603	0.02836	0.02058	0.097	0.15086	0.02892	0.02786	0.03671	0.02589	0.0112	0.01087
TOMM34	0.03136	0.0339	0.02928	0.0678	0.02619	0.02891	0.02833	0.06977	0.02682	0.04821	0.00996
STK4-AS1	0.00071	0.00043	0.00074	0.00072	0.00072	0	0.00207	0	0	0	0
STK4	0.43041	0.51038	1.23244	0.23492	0.22274	1.05951	0.2252	0.5416	1.18619	0.29851	0.73023
KCNS1	0	0	0	0.00111	0.00025	0	0	0	0	0	0
PI3	0.00088	0.00214	0.00486	0.10954	0.07214	0.00275	0.00491	0.00038	0.00541	0	0
SEMG1	0	0	0	0.00069	0.00046	0	0	0	0	0	0
SLPI	0.01852	0.01865	0.03195	1.00164	0.47022	0.01926	0.02596	0.02153	0.03242	0.05579	0.02974
MATN4	0.00088	0.00066	0.00127	0.0048	0.00964	0	0	0.00029	0	0	0
SDC4	0.17616	0.08224	0.06393	0.60045	0.43759	0.19195	0.04811	0.12331	0.00992	0.04922	0.02598
SYS1	0.13738	0.12595	0.16081	0.2014	0.09112	0.16243	0.13006	0.16473	0.19704	0.10902	0.08412
TP53TG5	5e-04	0.00015	0.001	0.00066	0.00058	0	0.00954	0.00093	0	0	0
DBNDD2	0.00136	5e-04	0.00061	0.00063	0	0.00129	0.00849	0.00271	0	0	0
PIGT	0.23276	0.24903	0.08263	0.39401	0.21362	0.12929	0.27657	0.29515	0.12296	0.25106	0.08404
RP3-453C12.15	0.00067	0.00268	0.01094	0.00398	0.00385	0.00743	0.00799	0.00245	0.03148	0.01141	0
RP3-461P17.10	0.0012	0.00254	0.00318	0.00505	0.0049	0.00731	0.00227	0.00546	0.00222	0.00135	0.01325
WFDC2	0.00132	0.00125	0.01792	0.34324	0.26933	0.00714	0.02657	0.00293	0.02465	0.01495	0
WFDC10A	0.00045	0	0	0.00313	0.00067	0	0	0	0	0	0
WFDC10B	0	0	0	0.00361	0.00074	0	0.00207	0	0	0	0
WFDC3	0.00104	0.00241	0.00028	0.00453	0.00143	0	0.00434	0.00198	0	0	0
DNTTIP1	0.11974	0.12902	0.04705	0.1498	0.06438	0.06238	0.13962	0.20985	0.03949	0.09064	0.00761
UBE2C	0.04447	0.01475	0.0083	0.15996	0.0556	0.01183	0.05639	1.33585	0.00532	0.00357	0.00826
TNNC2	0	0	0	0.00379	0.00473	0.00358	0.0041	0.00029	0.00313	0.00181	0
SNX21	0.01194	0.01654	0.00412	0.03326	0.01839	0.00393	0.08897	0.02307	0	0.04741	0.01198
ACOT8	0.06027	0.07698	0.02461	0.10843	0.04015	0.0582	0.08086	0.11027	0.04461	0.06409	0.04309
ZSWIM3	0.0092	0.00746	0.00877	0.00872	0.00397	0.00512	0.00612	0.01041	0.00086	0.0212	0.01678
ZSWIM1	0.0071	0.01089	0.00384	0.00992	0.00848	0.00356	0.00433	0.01003	0.00313	0.01936	0.00896
SPATA25	0.00117	0.00016	0	0.00049	0.00111	0	0.003	0	0	0	0
NEURL2	0.02604	0.01525	0.00197	0.05692	0.01329	0.00849	0.03742	0.00681	0.00471	0.00397	0
CTSA	0.67105	0.77428	0.17248	0.62908	0.4328	0.21855	0.43373	0.68072	0.13826	0.34541	0.0523
PLTP	1.33338	0.85297	0.01275	0.05557	0.07126	0.0213	0.54246	0.50982	0.00744	0.04427	0
PCIF1	0.06771	0.05856	0.1023	0.06036	0.03084	0.11378	0.07086	0.0932	0.0737	0.11261	0.12844
ZNF335	0.05562	0.05741	0.08183	0.05921	0.06521	0.06993	0.06164	0.06083	0.06017	0.07294	0.06097
MMP9	1.34412	0.75718	0.02518	0.04108	0.07455	0.0641	0.21487	0.65192	0.00557	0.03895	0
RP11-465L10.10	0.00229	0.00257	0.00029	0.00297	0.00065	0.00167	0.00164	0.00053	0	0.00993	0
SLC12A5	0.14997	0.19199	0.00211	0.04664	0.0165	0.01455	0.03349	0.0892	0.00356	0.02329	0.00889
NCOA5	0.03866	0.05291	0.02449	0.06	0.03816	0.04564	0.03956	0.06891	0.01742	0.05436	0.01289
CD40	0.27025	0.31307	0.0096	0.1466	0.08502	0.01627	0.28688	0.17883	0.23142	0.38096	0.02457
SLC35C2	0.08654	0.10423	0.05731	0.22458	0.14377	0.08627	0.13476	0.1077	0.04155	0.19304	0.0187
ELMO2	0.0393	0.04673	0.03347	0.02134	0.01766	0.03054	0.03243	0.04097	0.03242	0.01635	0.01836
ZNF334	0.00199	0.00153	0.00095	0.01101	0.01138	0.00798	0.007	0.00038	0	0.01764	0
SLC13A3	8e-04	0.00054	0	0.01029	0.00604	0	0.00821	0.00045	0	0.01038	0
TP53RK	0.06213	0.07214	0.08354	0.10769	0.05394	0.08267	0.11341	0.10938	0.06368	0.12571	0.06912
RP1-28H20.3	0.00341	0.00401	0.00233	0.00388	0.00306	0.00118	0.00519	0.00287	0.00137	0.00453	0.01022
SLC2A10	0.00258	0.00717	0.00149	0.08307	0.05402	0.00375	0.03199	0.00639	0	0.01746	0
EYA2	0.01227	0.01864	0.00023	0.02215	0.00932	0.00125	0.00257	0.01447	0.00582	0	0
ZMYND8	0.21164	0.19899	0.1008	0.35452	0.30496	0.15512	0.16497	0.25021	0.09781	0.18835	0.14911
RP4-569M23.5	0.00113	0.00174	0.00042	0.00141	0.00124	0	0	0.00081	0	0.00152	0
RP4-569M23.2	0.00013	0.00091	0	0.00159	0.00053	0	0.0026	0	0.00484	0.00236	0
RP1-148H17.1	9e-05	0	0	4e-04	0.00057	0	0	0.00068	0.00802	0	0
NCOA3	0.22431	0.27183	0.18752	0.1687	0.1423	0.33187	0.16041	0.25597	0.57488	0.27615	0.15118
SULF2	0.31377	0.13927	0.04035	0.15756	0.10005	0.05188	0.11651	0.12155	0.14121	0.61527	0
LINC00494	0.00068	0.00061	0	0.00518	0.00478	0	0	0	0.00777	0	0
RP1-66N13.1	0	0	0	0.00086	0.00023	0	0	0	0	0	0
PREX1	0.19653	0.27848	0.20949	0.02247	0.02313	0.25622	0.05109	0.30123	0.14585	0.15815	0.00889
RP5-906C1.1	0.02197	0.02492	0.04231	0.00316	0.00257	0.03913	0.00872	0.0308	0.02453	0.01138	0.03028
ARFGEF2	0.09717	0.11362	0.04346	0.18109	0.14197	0.05337	0.08014	0.12227	0.0499	0.12172	0.04793
CSE1L-AS1	0.00081	0.00052	0	0.00296	0	0.00188	0	0	0	0	0
CSE1L	0.17237	0.1492	0.03662	0.25764	0.09246	0.04615	0.10982	0.3864	0.03126	0.10562	0.0273
STAU1	0.35602	0.29885	0.28452	0.68423	0.25219	0.30274	0.39014	0.33812	0.22153	0.39369	0.15747
DDX27	0.19763	0.22202	0.26679	0.36188	0.1852	0.31724	0.21695	0.29744	0.26866	0.15294	0.24179
ZNFX1	0.1369	0.1371	0.13289	0.08014	0.0706	0.13348	0.14674	0.16082	0.06688	0.13804	0.07221
ZFAS1	1.14463	1.04642	0.9959	1.72227	0.92206	0.98402	1.07609	1.02124	1.13633	0.89786	1.13772
KCNB1	0.00031	0	0	0.00037	0.00017	0	0.00723	0	0	0.01476	0
PTGIS	0.0012	0.00129	0.00187	0.08082	0.05286	0.00094	0.0891	0	0	0.00351	0
B4GALT5	0.23146	0.14318	0.10325	0.17983	0.09876	0.07461	0.14264	0.12643	0.03678	0.22089	0.43848
SLC9A8	0.02865	0.037	0.02702	0.03988	0.0295	0.03106	0.0168	0.03954	0.0091	0.05808	0.02397
SPATA2	0.02042	0.01972	0.02596	0.03937	0.02009	0.02045	0.03221	0.0248	0.02975	0.02559	0.02092
RNF114	0.29002	0.33258	0.22775	0.32792	0.15934	0.2652	0.23323	0.31073	0.22259	0.16587	0.14593
SNAI1	0.08226	0.08711	0.01847	0.03266	0.02061	0.00474	0.06788	0.07353	0.02577	0.38336	0.03309
UBE2V1	0.07486	0.06912	0.06492	0.07361	0.05148	0.10893	0.10646	0.06887	0.05887	0.04974	0.0953
TMEM189	0.11387	0.10064	0.06291	0.17446	0.08018	0.07563	0.12478	0.12709	0.04376	0.12586	0.04706
RP11-112L6.3	0.0011	0.00072	0	0.01356	0.00463	0	0	0.0019	0.003	0	0
LINC01273	0.00021	0	0	0.00711	0.00127	0	0.00374	0	0	0.0019	0
CEBPB-AS1	0.00175	0.0017	0.00146	0.00232	0.00271	0.00274	0.0069	0.00057	0.00434	0	0
CEBPB	1.49783	1.25789	0.42937	0.99313	0.65816	0.32659	1.01944	1.03014	0.26742	0.30183	0.6388
LINC01272	0.6683	0.29953	0.00749	0.01273	0.02086	0.00236	0.07134	0.2223	0.01301	0.01247	0
LINC01270	0.00831	0.00296	0.00038	0.01342	0.00533	0	0.00224	0.00306	0	0.00171	0
LINC01271	0	0	0	0.00068	0.00225	0	0	0	0	0	0
PTPN1	0.31343	0.26263	0.2184	0.14241	0.07392	0.36839	0.24529	0.32326	0.42813	0.17563	0.13142
RP4-530I15.9	0.00084	0.00049	0.00101	0.00013	3e-04	0	0	0.00117	0	0	0
FAM65C	0.00236	0.0017	0.00149	0.00071	0.00142	0.00454	0.00423	0.00136	0	0	0
RP4-530I15.6	0	0	0.00042	0.00059	0	0	0.00259	0	0	0	0
PARD6B	0.01115	0.00683	0.02064	0.20346	0.10675	0.01406	0.0052	0.01722	0.01104	0	0.02652
BCAS4	0.00416	0.00237	0.05225	0.07342	0.03092	0.03603	0.0217	0.01795	0.17498	0.00214	0.00963
ADNP	0.17954	0.18959	0.16279	0.2703	0.13615	0.15189	0.26699	0.25427	0.13791	0.19856	0.07611
ADNP-AS1	0.00351	0.00462	0.00172	0.00876	0.00431	0.00235	0.00258	0.00269	0.00584	0.00444	0
DPM1	0.19352	0.1808	0.08566	0.31294	0.0985	0.11713	0.22627	0.24781	0.09673	0.20147	0.05315
MOCS3	0.01682	0.01621	0.00556	0.04428	0.01658	0.00792	0.02036	0.0214	0.01595	0.0219	0.01161
KCNG1	0.00082	0.00015	0	0.00373	0.00093	0	0.01542	0.00115	0	0	0
NFATC2	0.11535	0.21877	0.20604	0.07139	0.05028	0.11587	0.07909	0.18839	0.08819	0.22279	0.07192
ATP9A	0.00631	0.00504	0.00758	0.19367	0.13722	0.0115	0.03734	0.01204	0.00293	0.05737	0
SALL4	0.00081	0.00131	0.00034	0.03482	0.04617	0	0.00165	0.00332	0	0	0
ZFP64	0.02054	0.02348	0.01473	0.05446	0.02555	0.01634	0.0458	0.01678	0.01318	0.032	0.01653
TSHZ2	0.00729	0.00455	0.04565	0.19146	0.18358	0.14595	0.07219	0.02057	0.05462	1.16679	0.02754
RP4-669H2.1	0	0	0	0.00055	0.00069	0.00093	0	0	0	0	0
RP4-724E16.2	0.00107	0.00093	0.00165	0.00102	0	0.00155	0	0.00097	0	0	0
ZNF217	0.20917	0.30115	0.12236	0.148	0.14592	0.12423	0.17712	0.28533	0.06695	0.09568	0.03307
BCAS1	0.00246	0.00209	0.01449	0.1995	0.18639	0.00628	0.00181	0.00262	0.00378	0.02873	0.01792
CYP24A1	0	0.00109	0.00077	0.01429	0.01026	0	0	0.00057	0	0.00407	0
PFDN4	0.26884	0.2617	0.17122	0.56737	0.19525	0.29748	0.3269	0.34218	0.16667	0.34484	0.10281
DOK5	0.00095	0.00146	0.00072	0.00153	0.00316	0.00723	0.02088	0.001	0.00107	0.10333	0
FAM210B	0.16825	0.14987	0.0493	0.1843	0.08289	0.0825	0.25601	0.08463	0.02582	0.20253	0.05471
AURKA	0.04536	0.0309	0.00983	0.07283	0.02909	0.01818	0.02081	0.54917	0.00647	0.02143	0.03941
CSTF1	0.06723	0.08019	0.033	0.12177	0.03599	0.06185	0.07482	0.13345	0.02831	0.04543	0.07536
CASS4	0.06432	0.09311	0.03056	0.00282	0.00629	0.00823	0.01373	0.04486	0.01368	0	0.08797
RTFDC1	0.36323	0.37084	0.20113	0.34258	0.132	0.30577	0.35397	0.45766	0.20097	0.29406	0.42985
FAM209A	0.00199	5e-04	0.00184	0.00089	0.00195	0.00092	0	0.00321	0.00066	0	0
FAM209B	0.00103	0.00196	0.00115	0.00233	0.00152	0.00078	0	0.00224	0	0	0
TFAP2C	0.00226	0.00172	8e-04	0.0195	0.01324	0	0	0	0.00421	0.00442	0
BMP7	0.00103	0	0.00025	0.00597	0.00129	0	0	0	0	0	0
RAE1	0.08471	0.11661	0.06434	0.18141	0.05573	0.06805	0.10654	0.1476	0.06623	0.05227	0.13026
RP4-800J21.3	0.00122	0.00184	0.01858	0.00058	0.00164	0.01406	0	0.00721	0.02168	0.00593	0.01163
RBM38	0.07811	0.07964	0.41769	0.08247	0.04907	0.36228	0.02938	0.14505	0.51279	0.06186	0.15382
CTCFL	0	0.00039	0.00063	0.00048	0.00023	0	0	0	0	0	0
PCK1	0.00135	0.00116	0.00609	0.1025	0.09203	0.00271	0.01161	0.00242	0.00116	0	0
ZBP1	0.00297	0.00357	0.07694	0.00478	0.0027	0.08363	0.00133	0.02385	0.15198	0.00337	0
PMEPA1	0.02924	0.0344	0.60728	0.59982	0.48862	0.21245	1.02528	0.05055	0.30339	0.62388	0.63858
NKILA	0.00244	0.00401	0.0258	0.06665	0.06609	0.00723	0.01915	0.00512	0.00814	0.0324	0.03592
RAB22A	0.17098	0.16811	0.17673	0.2207	0.09325	0.14366	0.19141	0.23586	0.13271	0.17814	0.09317
VAPB	0.07553	0.06016	0.0785	0.14456	0.08194	0.06644	0.07691	0.1073	0.10513	0.10063	0.04884
STX16	0.15283	0.19393	0.17902	0.24639	0.19866	0.18072	0.22213	0.20247	0.14586	0.41081	0.12473
STX16-NPEPL1	7e-04	0.00156	0.00073	0	0.00083	0.00126	0	0	0	0	0
NPEPL1	0.0655	0.08503	0.03242	0.14703	0.1326	0.05008	0.09385	0.07118	0.02429	0.13506	0.0355
RP4-806M20.4	0.00071	0	0.00034	0.00809	0.00874	0	0.00082	0	0	0	0
GNAS-AS1	0.00046	5e-04	0.00033	0.00936	0.00836	0	0.0025	0	0	0	0
RP4-806M20.3	0	0	0	0.00027	7e-04	0	0	0	0	0	0
GNAS	1.96316	1.65728	1.2003	1.02982	0.60885	1.4153	1.9341	1.84049	1.17219	1.77871	1.10719
NELFCD	0.09845	0.11724	0.13778	0.23925	0.16197	0.141	0.15427	0.17523	0.18243	0.19573	0.03721
CTSZ	2.08823	2.09851	0.14077	0.55495	0.33997	0.3642	0.7993	1.61158	0.43443	0.38824	0.18355
TUBB1	0	0.00075	0.00033	0.00092	0.00098	0	0	0.00047	0.00304	0.00316	0
ATP5E	2.68832	2.78539	2.19891	2.31927	1.37494	2.84005	2.2662	2.75696	1.87145	2.12993	2.06013
PRELID3B	0.20165	0.16638	0.16412	0.29176	0.10034	0.15803	0.15105	0.2776	0.15867	0.17453	0.12916
RP3-492J12.2	0.00017	0.00127	0.01307	0.00027	0.00107	0.03652	0	0.00392	0.00219	0	0
ZNF831	0.00078	0.00085	0.0464	0.00099	0.00067	0.05191	0.00203	0.01192	0.00519	0	0
EDN3	0	0.00016	0.00075	0.00616	0.00371	0	0	0	0	0	0
PHACTR3	0.00036	0	0.00068	0.00976	0.0019	0	0.00396	0	0	0.0025	0
SYCP2	0.00647	0.00439	0.00773	0.01476	0.00606	0.00895	0.028	0.02514	0.00158	0.01491	0
FAM217B	0.07358	0.08252	0.06407	0.1275	0.05704	0.09103	0.10191	0.11605	0.06344	0.05632	0.04479
PPP1R3D	0.0281	0.03265	0.01964	0.02435	0.01565	0.01437	0.02334	0.02692	0.02137	0.01816	0.01744
CDH26	0.00115	0.00038	0.00061	0.00081	0.00056	0.00152	0.00419	0.00071	0	0.02699	0
C20orf197	0.00334	0.00443	0.00187	0.00024	0.00074	0.0014	0	0.011	0	0	0
MIR646HG	0.00161	0.00244	0.00129	4e-05	0	0.00147	0.00155	0.00356	0.00355	0	0
RP11-429E11.3	0	0.00016	0.00241	5e-05	0	0.00284	0	0	0	0	0.0122
TAF4	0.04006	0.04819	0.02205	0.0605	0.0467	0.02722	0.02904	0.05705	0.00968	0.06631	0.02056
RP11-11M20.4	0.00224	0.00273	0.00877	0.00425	0.01878	0.00205	0.00198	0.00402	0.00382	0.02189	0.00844
LSM14B	0.06289	0.06536	0.04794	0.06245	0.04663	0.04141	0.04977	0.06923	0.04342	0.07227	0.01987
PSMA7	1.30332	1.24765	0.96789	1.2405	0.44938	1.26243	1.26892	1.57238	0.69655	0.96617	0.8039
SS18L1	0.04548	0.04749	0.03223	0.06736	0.06589	0.02894	0.04453	0.04092	0.03607	0.13724	0.04376
MTG2	0.06598	0.07675	0.0378	0.15916	0.0857	0.05364	0.08438	0.08914	0.05349	0.09878	0.01122
OSBPL2	0.05549	0.05266	0.05376	0.13765	0.10164	0.06016	0.04647	0.0713	0.04926	0.073	0.03514
ADRM1	0.35109	0.35621	0.26248	0.47463	0.1897	0.31708	0.30779	0.54507	0.22816	0.36542	0.30069
RP11-157P1.4	0.00031	0.00085	0	0.00789	0.00997	0.0012	0.01189	0.00095	0.00236	0.04655	0
LAMA5	0.00491	0.0049	0.00363	0.09208	0.09823	0.00471	0.18656	0.00614	0.02325	0.44639	0
RP5-908M14.9	0.00779	0.00791	0.00481	0.03509	0.0172	0.00845	0.01363	0.01061	0.01215	0.00852	0.01741
RPS21	2.1172	2.22855	2.80868	2.87906	1.68968	2.73958	2.23809	2.48605	2.74478	2.33693	2.71672
CABLES2	0.01293	0.01098	0.00692	0.01099	0.00738	0.0117	0.0063	0.02664	0.00231	0.00731	0.01087
RBBP8NL	0.00023	0.00022	0.00082	0.01467	0.0114	0	0.00356	0	0	0.00351	0
RP5-908M14.5	0	0	0	0.00107	0.00018	0	0	0	0	0	0
WI2-87327B8.2	0.00845	0.00043	0	0.00058	0	0	0	0.00276	0	0	0
RP11-93B14.6	0.00066	0.00021	0.00107	0.00137	0.00156	0.00389	0	0.00028	0.00203	0	0
SLCO4A1	0.14315	0.01436	0.01688	0.03723	0.03076	0.04959	0.0178	0.04086	0.0581	0.03874	0.0186
RP11-93B14.9	0.01076	0.00831	0.00618	0.00595	0.00448	0.01356	0	0.0019	0.01073	0	0
RP11-93B14.10	0.00021	0.00083	0.0011	0.00016	0.00037	0	0	0	0	0.00494	0
SLCO4A1-AS1	0.00049	0.00035	0.00065	0.02317	0.01472	0.00142	0	0.00078	0.00317	0	0
NTSR1	0.00231	0.00193	0.00123	0.00075	0	0.0113	0	0.00266	0	0	0
LINC00659	0	0.00074	0.00148	0.00251	0.00197	0.00521	0	0.0035	0	0	0
MRGBP	0.10772	0.06846	0.0547	0.1551	0.05684	0.06112	0.08795	0.13254	0.06947	0.10313	0.0127
OGFR-AS1	0	0.00081	0	0.0014	0.00077	0	0	0.00101	0	0	0
OGFR	0.23918	0.27342	0.14466	0.19425	0.12694	0.14351	0.16639	0.29012	0.20917	0.1488	0.15128
COL9A3	0.00399	0.00435	0.0017	0.04808	0.01325	0.00161	0.00746	0.008	0.19175	0.05849	0.00844
TCFL5	0.01184	0.01621	0.00837	0.03367	0.01637	0.00534	0.01495	0.02842	0.01402	0.06836	0
DIDO1	0.08412	0.08845	0.0846	0.12921	0.10821	0.10351	0.13401	0.11966	0.06603	0.13733	0.06997
RP4-563E14.1	0.00516	0.00499	0.00655	0.01322	0.02276	0.00495	0.00396	0.0084	0.00117	0.01114	0
